Venue,Division,Season,Date,Round,URL,Player,Opponent,First Thrower,Leg,Total Darts,Result,Throw_1,Throw_2,Throw_3,Throw_4,Throw_5,Throw_6,Throw_7,Throw_8,Throw_9,Throw_10,Throw_11,Throw_12,Throw_13,Throw_14,Throw_15,Throw_16,Throw_17,Throw_18,Throw_19
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/u3Mssp5hBDxN,Kelly Gower,Nick East,Second,10,27,LOST,82,57,41,23,47,25,29,57,29,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/u3Mssp5hBDxN,Nick East,Kelly Gower,First,10,28,WON,42,85,25,81,45,57,66,60,36,4,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/u3Mssp5hBDxN,Kelly Gower,Nick East,First,11,40,WON,41,41,25,80,6,83,63,41,13,42,31,0,19,16,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/u3Mssp5hBDxN,Nick East,Kelly Gower,Second,11,39,LOST,26,23,60,22,180,62,25,68,3,28,2,0,0,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/u3Mssp5hBDxN,Kelly Gower,Nick East,Second,12,29,WON,45,57,57,22,41,57,33,41,96,52,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/u3Mssp5hBDxN,Nick East,Kelly Gower,First,12,30,LOST,60,58,60,43,45,90,45,45,35,16,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/u3Mssp5hBDxN,Kelly Gower,Nick East,First,13,33,LOST,45,25,85,47,67,31,25,34,54,34,20,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/u3Mssp5hBDxN,Nick East,Kelly Gower,Second,13,33,WON,41,60,55,25,18,60,15,46,60,43,78,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/Oe0CrHcXURjo,Steve brown,Jamie Loader,Second,1,27,WON,26,60,43,100,30,24,85,59,74,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/Oe0CrHcXURjo,Jamie Loader,Steve brown,First,1,27,LOST,125,22,28,85,35,43,69,22,47,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/Oe0CrHcXURjo,Steve brown,Jamie Loader,First,2,29,WON,26,68,11,45,140,59,21,24,89,18,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/Oe0CrHcXURjo,Jamie Loader,Steve brown,Second,2,27,LOST,100,78,43,80,30,118,22,0,0,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/Oe0CrHcXURjo,Steve brown,Jamie Loader,Second,3,27,LOST,21,140,41,41,30,41,43,40,54,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/Oe0CrHcXURjo,Jamie Loader,Steve brown,First,3,30,WON,55,62,54,24,82,70,94,20,11,29,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/Oe0CrHcXURjo,Steve brown,Jamie Loader,First,4,27,LOST,100,64,59,43,5,60,7,22,97,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/Oe0CrHcXURjo,Jamie Loader,Steve brown,Second,4,27,WON,44,19,72,46,60,85,44,111,20,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/Oe0CrHcXURjo,Steve brown,Jamie Loader,Second,5,24,LOST,37,41,100,40,45,140,26,40,,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/Oe0CrHcXURjo,Jamie Loader,Steve brown,First,5,27,WON,44,95,99,40,134,57,24,0,8,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/Oe0CrHcXURjo,Steve brown,Jamie Loader,First,6,30,WON,30,41,81,58,58,83,40,58,36,16,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/Oe0CrHcXURjo,Jamie Loader,Steve brown,Second,6,27,LOST,11,41,47,40,100,56,41,77,72,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/Oe0CrHcXURjo,Steve brown,Jamie Loader,Second,7,33,LOST,83,24,83,41,43,26,40,26,85,34,0,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/Oe0CrHcXURjo,Jamie Loader,Steve brown,First,7,34,WON,32,45,44,35,29,26,22,44,68,76,48,32,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/Oe0CrHcXURjo,Steve brown,Jamie Loader,First,8,33,LOST,24,81,85,85,83,28,75,20,0,13,0,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/Oe0CrHcXURjo,Jamie Loader,Steve brown,Second,8,32,WON,85,41,26,59,82,23,25,92,33,27,8,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/Oe0CrHcXURjo,Steve brown,Jamie Loader,Second,9,35,WON,43,7,39,60,26,30,180,96,10,0,0,10,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/Oe0CrHcXURjo,Jamie Loader,Steve brown,First,9,36,LOST,15,60,37,99,54,40,40,26,40,52,30,0,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/Oe0CrHcXURjo,Steve brown,Jamie Loader,First,10,29,WON,55,41,55,45,41,31,121,40,40,32,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/Oe0CrHcXURjo,Jamie Loader,Steve brown,Second,10,27,LOST,27,57,99,45,83,54,64,32,10,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/Oe0CrHcXURjo,Steve brown,Jamie Loader,Second,11,27,LOST,80,60,45,22,60,24,3,41,24,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/Oe0CrHcXURjo,Jamie Loader,Steve brown,First,11,28,WON,96,98,32,49,56,44,48,76,0,2,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/Oe0CrHcXURjo,Steve brown,Jamie Loader,First,12,47,WON,60,48,43,5,43,6,100,100,25,31,20,0,0,0,0,20,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/Oe0CrHcXURjo,Jamie Loader,Steve brown,Second,12,45,LOST,25,31,46,81,60,64,33,136,14,3,0,6,0,0,0,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/Oe0CrHcXURjo,Steve brown,Jamie Loader,Second,13,29,WON,36,41,36,100,83,33,35,10,39,88,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/Oe0CrHcXURjo,Jamie Loader,Steve brown,First,13,30,LOST,85,57,25,60,84,42,8,30,59,43,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/Oe0CrHcXURjo,Steve brown,Jamie Loader,First,14,33,LOST,40,41,43,45,45,50,59,24,0,60,22,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/Oe0CrHcXURjo,Jamie Loader,Steve brown,Second,14,31,WON,45,80,9,36,57,54,100,52,36,16,16,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/eWufGWZYrKV6,Christine Jamieson,Gary Braisby,Second,1,27,LOST,30,30,80,71,29,45,31,45,21,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/eWufGWZYrKV6,Gary Braisby,Christine Jamieson,First,1,29,WON,81,60,15,41,22,45,85,81,31,40,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/eWufGWZYrKV6,Christine Jamieson,Gary Braisby,First,2,27,LOST,10,80,57,26,71,31,51,47,44,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/eWufGWZYrKV6,Gary Braisby,Christine Jamieson,Second,2,27,WON,40,40,83,140,44,43,97,10,4,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/eWufGWZYrKV6,Christine Jamieson,Gary Braisby,Second,3,27,LOST,26,45,30,15,20,40,40,55,50,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/eWufGWZYrKV6,Gary Braisby,Christine Jamieson,First,3,29,WON,45,26,41,62,85,23,76,61,50,32,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/eWufGWZYrKV6,Christine Jamieson,Gary Braisby,First,4,27,LOST,57,29,52,34,29,42,41,59,23,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/eWufGWZYrKV6,Gary Braisby,Christine Jamieson,Second,4,26,WON,58,81,40,60,60,41,96,33,32,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/eWufGWZYrKV6,Christine Jamieson,Gary Braisby,Second,5,27,LOST,55,28,40,21,14,17,33,63,34,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/eWufGWZYrKV6,Gary Braisby,Christine Jamieson,First,5,29,WON,85,45,22,97,85,99,52,0,0,16,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/eWufGWZYrKV6,Christine Jamieson,Gary Braisby,First,6,27,LOST,55,39,31,32,65,44,17,13,44,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/eWufGWZYrKV6,Gary Braisby,Christine Jamieson,Second,6,25,WON,121,42,85,12,70,97,34,30,10,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/eWufGWZYrKV6,Christine Jamieson,Gary Braisby,Second,7,27,LOST,35,71,52,42,79,42,54,25,45,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/eWufGWZYrKV6,Gary Braisby,Christine Jamieson,First,7,28,WON,45,45,55,100,41,30,95,54,18,18,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/eWufGWZYrKV6,Christine Jamieson,Gary Braisby,First,8,27,LOST,29,73,13,47,83,30,36,34,46,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/eWufGWZYrKV6,Gary Braisby,Christine Jamieson,Second,8,26,WON,60,81,45,100,95,81,7,0,32,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/u93v1w7svuAc,Christine Jamieson,Nick East,Second,1,30,LOST,25,35,14,76,33,45,29,25,30,35,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/u93v1w7svuAc,Nick East,Christine Jamieson,First,1,32,WON,43,41,100,26,66,45,6,30,26,78,40,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/u93v1w7svuAc,Christine Jamieson,Nick East,First,2,30,LOST,25,40,79,44,79,83,33,86,16,0,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/u93v1w7svuAc,Nick East,Christine Jamieson,Second,2,28,WON,41,47,55,28,54,78,48,78,32,40,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/u93v1w7svuAc,Christine Jamieson,Nick East,Second,3,30,LOST,53,76,74,57,38,33,28,29,39,34,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/u93v1w7svuAc,Nick East,Christine Jamieson,First,3,32,WON,66,46,61,100,36,81,26,37,8,0,40,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/u93v1w7svuAc,Christine Jamieson,Nick East,First,4,30,LOST,30,83,20,41,41,57,45,95,59,0,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/u93v1w7svuAc,Nick East,Christine Jamieson,Second,4,28,WON,56,35,26,95,60,81,41,27,40,40,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/u93v1w7svuAc,Christine Jamieson,Nick East,Second,5,24,LOST,33,33,63,62,26,14,32,32,,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/u93v1w7svuAc,Nick East,Christine Jamieson,First,5,26,WON,44,97,41,45,60,41,26,77,70,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/u93v1w7svuAc,Christine Jamieson,Nick East,First,6,39,LOST,45,3,57,16,63,48,32,64,47,60,34,16,0,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/u93v1w7svuAc,Nick East,Christine Jamieson,Second,6,37,WON,36,49,60,95,81,40,55,26,54,0,1,0,4,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/u93v1w7svuAc,Christine Jamieson,Nick East,Second,7,33,LOST,22,21,13,30,45,57,31,31,51,41,31,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/u93v1w7svuAc,Nick East,Christine Jamieson,First,7,34,WON,26,60,100,81,57,43,39,24,61,2,0,8,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/u93v1w7svuAc,Christine Jamieson,Nick East,First,8,24,LOST,35,21,32,23,44,25,52,35,,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/u93v1w7svuAc,Nick East,Christine Jamieson,Second,8,23,WON,26,55,85,60,85,80,60,50,,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/fZ40Ok7ucoBn,Kelly Gower,Teddie Stanford,First,1,26,WON,49,94,83,25,41,43,77,40,49,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/fZ40Ok7ucoBn,Teddie Stanford,Kelly Gower,Second,1,24,LOST,33,89,25,54,26,47,21,79,,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/fZ40Ok7ucoBn,Kelly Gower,Teddie Stanford,Second,2,32,WON,64,41,47,95,25,55,40,43,54,21,16,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/fZ40Ok7ucoBn,Teddie Stanford,Kelly Gower,First,2,33,LOST,61,59,85,9,28,27,53,29,24,40,57,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/fZ40Ok7ucoBn,Kelly Gower,Teddie Stanford,First,3,40,WON,33,41,29,45,96,47,33,54,15,37,30,25,0,16,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/fZ40Ok7ucoBn,Teddie Stanford,Kelly Gower,Second,3,39,LOST,41,29,45,41,13,45,64,33,55,49,78,0,4,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/fZ40Ok7ucoBn,Kelly Gower,Teddie Stanford,Second,4,36,LOST,45,95,58,26,17,74,67,51,36,8,0,14,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/fZ40Ok7ucoBn,Teddie Stanford,Kelly Gower,First,4,39,WON,22,53,38,47,41,83,45,57,51,0,39,0,25,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/fZ40Ok7ucoBn,Kelly Gower,Teddie Stanford,First,5,43,WON,39,31,85,22,57,29,45,41,33,47,17,16,0,29,10,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/fZ40Ok7ucoBn,Teddie Stanford,Kelly Gower,Second,5,42,LOST,79,42,45,13,17,78,41,101,45,15,19,0,3,0,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/fZ40Ok7ucoBn,Kelly Gower,Teddie Stanford,Second,6,51,WON,35,41,33,33,83,45,43,41,79,36,17,9,0,4,0,0,2,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/fZ40Ok7ucoBn,Teddie Stanford,Kelly Gower,First,6,51,LOST,79,43,41,7,54,15,17,55,41,29,36,26,38,0,10,8,0,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/fZ40Ok7ucoBn,Kelly Gower,Teddie Stanford,First,7,35,WON,41,54,57,23,42,59,82,27,32,27,37,20,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/fZ40Ok7ucoBn,Teddie Stanford,Kelly Gower,Second,7,33,LOST,76,41,92,83,12,38,24,62,35,0,0,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/fZ40Ok7ucoBn,Kelly Gower,Teddie Stanford,Second,8,28,WON,44,29,98,25,76,57,29,88,41,14,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/fZ40Ok7ucoBn,Teddie Stanford,Kelly Gower,First,8,30,LOST,54,29,57,38,70,29,67,29,28,35,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/fZ40Ok7ucoBn,Kelly Gower,Teddie Stanford,First,9,33,LOST,45,25,57,43,42,33,95,29,108,18,0,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/fZ40Ok7ucoBn,Teddie Stanford,Kelly Gower,Second,9,32,WON,57,83,57,32,67,13,13,44,67,28,40,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/fZ40Ok7ucoBn,Kelly Gower,Teddie Stanford,Second,10,36,WON,42,32,57,54,13,44,33,45,52,15,42,72,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/fZ40Ok7ucoBn,Teddie Stanford,Kelly Gower,First,10,36,LOST,31,83,31,57,94,14,40,29,42,40,0,24,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/zvdyEmDZQAhz,Gary Braisby,Jamie Loader,Second,1,24,LOST,43,81,120,42,42,45,28,80,,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/zvdyEmDZQAhz,Jamie Loader,Gary Braisby,First,1,25,WON,72,69,36,29,26,39,80,118,32,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/zvdyEmDZQAhz,Gary Braisby,Jamie Loader,First,2,21,LOST,40,60,81,41,81,22,28,,,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/zvdyEmDZQAhz,Jamie Loader,Gary Braisby,Second,2,19,WON,100,100,41,82,89,49,40,,,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/zvdyEmDZQAhz,Gary Braisby,Jamie Loader,Second,3,41,WON,81,39,11,85,26,87,81,25,48,10,0,4,0,4,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/zvdyEmDZQAhz,Jamie Loader,Gary Braisby,First,3,42,LOST,32,59,82,44,54,20,5,13,26,38,79,33,0,8,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/zvdyEmDZQAhz,Gary Braisby,Jamie Loader,First,4,25,WON,81,42,62,58,42,40,85,51,40,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/zvdyEmDZQAhz,Jamie Loader,Gary Braisby,Second,4,24,LOST,40,79,32,81,35,46,121,32,,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/zvdyEmDZQAhz,Gary Braisby,Jamie Loader,Second,5,26,WON,40,140,41,100,40,28,43,34,35,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/zvdyEmDZQAhz,Jamie Loader,Gary Braisby,First,5,27,LOST,80,35,81,85,40,40,20,32,52,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/zvdyEmDZQAhz,Gary Braisby,Jamie Loader,First,6,26,WON,85,28,58,140,41,28,97,9,15,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/zvdyEmDZQAhz,Jamie Loader,Gary Braisby,Second,6,24,LOST,47,42,60,41,47,48,29,49,,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/zvdyEmDZQAhz,Gary Braisby,Jamie Loader,Second,7,27,LOST,43,60,39,30,41,41,58,38,39,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/zvdyEmDZQAhz,Jamie Loader,Gary Braisby,First,7,30,WON,30,64,47,41,49,56,44,40,40,90,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/zvdyEmDZQAhz,Gary Braisby,Jamie Loader,First,8,28,WON,60,83,72,60,56,40,44,34,36,16,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/zvdyEmDZQAhz,Jamie Loader,Gary Braisby,Second,8,27,LOST,23,61,99,38,80,45,51,47,17,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/zvdyEmDZQAhz,Gary Braisby,Jamie Loader,Second,9,22,WON,45,42,22,100,100,60,92,40,,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/zvdyEmDZQAhz,Jamie Loader,Gary Braisby,First,9,24,LOST,92,135,41,24,22,147,30,0,,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/zvdyEmDZQAhz,Gary Braisby,Jamie Loader,First,10,27,WON,40,26,43,45,81,86,85,43,52,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/zvdyEmDZQAhz,Jamie Loader,Gary Braisby,Second,10,24,LOST,43,54,45,25,89,100,59,46,,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/zvdyEmDZQAhz,Gary Braisby,Jamie Loader,Second,11,15,LOST,22,41,81,81,28,,,,,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/zvdyEmDZQAhz,Jamie Loader,Gary Braisby,First,11,18,WON,99,22,78,100,132,70,,,,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/zvdyEmDZQAhz,Gary Braisby,Jamie Loader,First,12,24,LOST,60,100,95,121,42,34,17,0,,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/zvdyEmDZQAhz,Jamie Loader,Gary Braisby,Second,12,24,WON,85,38,59,44,132,43,20,80,,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/zvdyEmDZQAhz,Gary Braisby,Jamie Loader,Second,13,27,LOST,45,36,45,100,36,99,45,0,27,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/zvdyEmDZQAhz,Jamie Loader,Gary Braisby,First,13,28,WON,80,40,43,86,123,41,48,20,0,20,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/zvdyEmDZQAhz,Gary Braisby,Jamie Loader,First,14,24,LOST,140,30,95,24,32,55,50,36,,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/zvdyEmDZQAhz,Jamie Loader,Gary Braisby,Second,14,22,WON,60,100,59,15,40,97,120,10,,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/hrWatqujhOiv,Kelly Gower,Steve brown,Second,1,39,LOST,29,41,57,57,39,40,41,22,70,68,0,0,0,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/hrWatqujhOiv,Steve brown,Kelly Gower,First,1,41,WON,45,3,85,21,43,36,5,60,67,44,62,0,22,8,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/hrWatqujhOiv,Kelly Gower,Steve brown,First,2,30,WON,57,117,33,41,25,79,9,81,39,20,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/hrWatqujhOiv,Steve brown,Kelly Gower,Second,2,27,LOST,9,22,26,81,60,60,140,47,24,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/hrWatqujhOiv,Kelly Gower,Steve brown,Second,3,33,LOST,23,27,33,29,13,57,43,57,79,21,46,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/hrWatqujhOiv,Steve brown,Kelly Gower,First,3,36,WON,60,26,50,43,100,80,100,26,0,12,0,4,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/hrWatqujhOiv,Kelly Gower,Steve brown,First,4,27,LOST,17,43,57,55,41,29,45,41,13,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/hrWatqujhOiv,Steve brown,Kelly Gower,Second,4,27,WON,41,36,100,23,81,43,99,58,20,,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/hrWatqujhOiv,Kelly Gower,Steve brown,Second,5,39,LOST,17,71,22,85,28,35,56,67,36,28,16,20,0,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/hrWatqujhOiv,Steve brown,Kelly Gower,First,5,41,WON,60,60,41,41,123,100,44,20,0,0,10,0,0,2,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/hrWatqujhOiv,Kelly Gower,Steve brown,First,6,33,LOST,35,47,25,27,26,19,29,13,31,55,41,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/hrWatqujhOiv,Steve brown,Kelly Gower,Second,6,31,WON,59,60,140,100,60,78,2,0,0,0,2,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/hrWatqujhOiv,Kelly Gower,Steve brown,Second,7,42,WON,29,47,93,22,47,36,57,60,28,26,42,0,0,14,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/hrWatqujhOiv,Steve brown,Kelly Gower,First,7,42,LOST,24,43,60,121,100,59,78,0,12,0,0,2,0,0,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/hrWatqujhOiv,Kelly Gower,Steve brown,First,8,30,LOST,41,6,117,29,57,67,23,79,38,20,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/hrWatqujhOiv,Steve brown,Kelly Gower,Second,8,30,WON,55,43,43,28,60,41,140,59,16,16,,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/hrWatqujhOiv,Kelly Gower,Steve brown,Second,9,36,LOST,51,33,31,44,43,26,30,43,43,65,32,40,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/hrWatqujhOiv,Steve brown,Kelly Gower,First,9,38,WON,21,26,41,40,30,81,60,22,28,60,60,24,8,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/hrWatqujhOiv,Kelly Gower,Steve brown,First,10,33,LOST,31,45,57,22,76,42,41,133,0,15,3,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/hrWatqujhOiv,Steve brown,Kelly Gower,Second,10,33,WON,41,30,85,22,100,40,23,41,59,40,20,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/bMswRLnQLfvi,Christine Jamieson,Jamie Loader,Second,1,33,WON,52,41,63,80,26,45,47,27,40,40,40,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/bMswRLnQLfvi,Jamie Loader,Christine Jamieson,First,1,33,LOST,45,55,85,49,44,53,35,41,78,8,0,,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/bMswRLnQLfvi,Christine Jamieson,Jamie Loader,First,2,36,LOST,41,30,30,35,59,27,40,33,16,28,34,111,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/bMswRLnQLfvi,Jamie Loader,Christine Jamieson,Second,2,34,WON,60,11,57,22,98,22,46,40,45,13,47,40,,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/bMswRLnQLfvi,Christine Jamieson,Jamie Loader,Second,3,38,WON,47,31,46,32,43,54,29,51,46,36,22,40,24,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/bMswRLnQLfvi,Jamie Loader,Christine Jamieson,First,3,39,LOST,81,11,44,60,43,75,59,28,60,20,10,0,0,,,,,,
Morden,Division Two,39,,,https://www.dartsatlas.com/matches/bMswRLnQLfvi,Christine Jamieson,Jamie Loader,First,4,32,WON,54,34,83,83,34,41,54,24,38,16,40,,,,,,,,
