Venue,Division,Season,Date,Round,URL,Player,First Thrower,Opponent,Leg,Total Darts,Result,Throw_1,Throw_2,Throw_3,Throw_4,Throw_5,Throw_6,Throw_7,Throw_8,Throw_9,Throw_10,Throw_11,Throw_12,Throw_13,Throw_14,Throw_15
Ruislip,,,30/05/2025,Semi-Final,https://www.dartsatlas.com/matches/cHItRqGaxkc5,James Willcox,First,Steve Henry,2,24,WON,81,100,19,100,55,57,73,16,,,,,,,
Ruislip,,,30/05/2025,Semi-Final,https://www.dartsatlas.com/matches/cHItRqGaxkc5,Steve Henry,First,James Willcox,3,21,LOST,54,85,40,60,84,40,44,,,,,,,,
Ruislip,,,30/05/2025,Semi-Final,https://www.dartsatlas.com/matches/cHItRqGaxkc5,James Willcox,Second,Steve Henry,3,21,WON,57,59,43,119,119,40,64,,,,,,,,
Ruislip,,,30/05/2025,Semi-Final,https://www.dartsatlas.com/matches/cHItRqGaxkc5,Steve Henry,Second,James Willcox,4,27,WON,100,44,36,100,45,60,40,26,50,,,,,,
Ruislip,,,30/05/2025,Semi-Final,https://www.dartsatlas.com/matches/cHItRqGaxkc5,James Willcox,First,Steve Henry,4,27,LOST,23,48,95,96,61,78,60,2,0,,,,,,
Ruislip,,,30/05/2025,Semi-Final,https://www.dartsatlas.com/matches/cHItRqGaxkc5,Steve Henry,First,James Willcox,5,27,LOST,85,137,45,60,98,0,36,20,10,,,,,,
Ruislip,,,30/05/2025,Semi-Final,https://www.dartsatlas.com/matches/cHItRqGaxkc5,James Willcox,Second,Steve Henry,5,27,WON,95,45,46,41,45,66,57,70,36,,,,,,
Ruislip,,,30/05/2025,Semi-Final,https://www.dartsatlas.com/matches/cHItRqGaxkc5,Steve Henry,Second,James Willcox,6,15,LOST,95,85,96,100,14,,,,,,,,,,
Ruislip,,,30/05/2025,Semi-Final,https://www.dartsatlas.com/matches/cHItRqGaxkc5,James Willcox,First,Steve Henry,6,18,WON,81,100,60,65,60,135,,,,,,,,,
Ruislip,,,30/05/2025,Semi-Final,https://www.dartsatlas.com/matches/kgAFOnRG0YDS,John Power,First,Shane Edwards,1,21,LOST,42,100,81,44,140,78,8,,,,,,,,
Ruislip,,,30/05/2025,Semi-Final,https://www.dartsatlas.com/matches/kgAFOnRG0YDS,Shane Edwards,Second,John Power,1,20,WON,41,51,100,59,137,77,36,,,,,,,,
Ruislip,,,30/05/2025,Semi-Final,https://www.dartsatlas.com/matches/kgAFOnRG0YDS,John Power,Second,Shane Edwards,2,33,WON,139,121,59,140,10,23,0,0,1,6,2,,,,
Ruislip,,,30/05/2025,Semi-Final,https://www.dartsatlas.com/matches/kgAFOnRG0YDS,Shane Edwards,First,John Power,2,33,LOST,140,40,43,60,140,72,4,0,0,0,0,,,,
Ruislip,,,30/05/2025,Semi-Final,https://www.dartsatlas.com/matches/kgAFOnRG0YDS,John Power,First,Shane Edwards,3,24,LOST,62,41,100,26,45,100,59,21,,,,,,,
Ruislip,,,30/05/2025,Semi-Final,https://www.dartsatlas.com/matches/kgAFOnRG0YDS,Shane Edwards,Second,John Power,3,24,WON,85,100,140,60,108,0,4,4,,,,,,,
Ruislip,,,30/05/2025,Semi-Final,https://www.dartsatlas.com/matches/kgAFOnRG0YDS,John Power,Second,Shane Edwards,4,18,LOST,60,100,60,100,25,100,,,,,,,,,
Ruislip,,,30/05/2025,Semi-Final,https://www.dartsatlas.com/matches/kgAFOnRG0YDS,Shane Edwards,First,John Power,4,21,WON,61,100,59,29,100,83,69,,,,,,,,
Ruislip,,,30/05/2025,Semi-Final,https://www.dartsatlas.com/matches/kgAFOnRG0YDS,John Power,First,Shane Edwards,5,18,LOST,45,140,43,95,58,100,,,,,,,,,
Ruislip,,,30/05/2025,Semi-Final,https://www.dartsatlas.com/matches/kgAFOnRG0YDS,Shane Edwards,Second,John Power,5,16,WON,43,100,82,100,136,40,,,,,,,,,
Ruislip,,,30/05/2025,Semi-Final,https://www.dartsatlas.com/matches/kgAFOnRG0YDS,John Power,Second,Shane Edwards,6,15,LOST,44,43,83,60,58,,,,,,,,,,
Ruislip,,,30/05/2025,Semi-Final,https://www.dartsatlas.com/matches/kgAFOnRG0YDS,Shane Edwards,First,John Power,6,18,WON,180,51,140,56,34,40,,,,,,,,,
Ruislip,,,30/05/2025,Quarter-Final,https://www.dartsatlas.com/matches/wkYJuRLnbQyw,John Green,Second,Steve Henry,1,30,LOST,60,85,45,24,11,70,36,26,60,44,,,,,
Ruislip,,,30/05/2025,Quarter-Final,https://www.dartsatlas.com/matches/wkYJuRLnbQyw,Steve Henry,First,John Green,1,31,WON,40,60,57,60,121,93,14,39,0,9,8,,,,
Ruislip,,,30/05/2025,Quarter-Final,https://www.dartsatlas.com/matches/wkYJuRLnbQyw,John Green,First,Steve Henry,2,21,LOST,41,26,45,63,100,45,45,,,,,,,,
Ruislip,,,30/05/2025,Quarter-Final,https://www.dartsatlas.com/matches/wkYJuRLnbQyw,Steve Henry,Second,John Green,2,20,WON,83,57,133,45,40,65,78,,,,,,,,
Ruislip,,,30/05/2025,Quarter-Final,https://www.dartsatlas.com/matches/wkYJuRLnbQyw,John Green,Second,Steve Henry,3,27,LOST,40,85,79,22,24,26,26,45,98,,,,,,
Ruislip,,,30/05/2025,Quarter-Final,https://www.dartsatlas.com/matches/wkYJuRLnbQyw,Steve Henry,First,John Green,3,30,WON,13,95,66,47,60,60,24,56,40,40,,,,,
Ruislip,,,30/05/2025,Quarter-Final,https://www.dartsatlas.com/matches/wkYJuRLnbQyw,John Green,First,Steve Henry,4,27,LOST,41,45,41,47,100,26,53,100,8,,,,,,
Ruislip,,,30/05/2025,Quarter-Final,https://www.dartsatlas.com/matches/wkYJuRLnbQyw,Steve Henry,Second,John Green,4,27,WON,27,42,85,95,121,55,44,16,16,,,,,,
Ruislip,,,30/05/2025,Quarter-Final,https://www.dartsatlas.com/matches/aIkqyJxrOrXX,Paul Upfold,First,James Willcox,1,18,LOST,23,45,81,36,100,100,,,,,,,,,
Ruislip,,,30/05/2025,Quarter-Final,https://www.dartsatlas.com/matches/aIkqyJxrOrXX,James Willcox,Second,Paul Upfold,1,16,WON,180,85,46,140,18,32,,,,,,,,,
Ruislip,,,30/05/2025,Quarter-Final,https://www.dartsatlas.com/matches/aIkqyJxrOrXX,Paul Upfold,Second,James Willcox,2,15,LOST,40,95,100,43,47,,,,,,,,,,
Ruislip,,,30/05/2025,Quarter-Final,https://www.dartsatlas.com/matches/aIkqyJxrOrXX,James Willcox,First,Paul Upfold,2,18,WON,84,121,100,41,77,78,,,,,,,,,
Ruislip,,,30/05/2025,Quarter-Final,https://www.dartsatlas.com/matches/aIkqyJxrOrXX,Paul Upfold,First,James Willcox,3,24,LOST,39,57,95,70,46,66,56,0,,,,,,,
Ruislip,,,30/05/2025,Quarter-Final,https://www.dartsatlas.com/matches/aIkqyJxrOrXX,James Willcox,Second,Paul Upfold,3,22,WON,57,100,100,43,100,89,10,2,,,,,,,
Ruislip,,,30/05/2025,Quarter-Final,https://www.dartsatlas.com/matches/aIkqyJxrOrXX,Paul Upfold,Second,James Willcox,4,18,LOST,95,95,17,79,33,65,,,,,,,,,
Ruislip,,,30/05/2025,Quarter-Final,https://www.dartsatlas.com/matches/aIkqyJxrOrXX,James Willcox,First,Paul Upfold,4,21,WON,123,48,95,39,180,0,16,,,,,,,,
Ruislip,,,30/05/2025,Quarter-Final,https://www.dartsatlas.com/matches/dx0IzSyUh6iz,John Power,Second,Ross Lee,1,21,WON,41,100,55,60,59,60,126,,,,,,,,
Ruislip,,,30/05/2025,Quarter-Final,https://www.dartsatlas.com/matches/dx0IzSyUh6iz,Ross Lee,First,John Power,1,21,LOST,96,28,30,86,60,79,75,,,,,,,,
Ruislip,,,30/05/2025,Quarter-Final,https://www.dartsatlas.com/matches/dx0IzSyUh6iz,John Power,First,Ross Lee,2,23,WON,85,123,60,45,100,0,36,52,,,,,,,
Ruislip,,,30/05/2025,Quarter-Final,https://www.dartsatlas.com/matches/dx0IzSyUh6iz,Ross Lee,Second,John Power,2,21,LOST,26,100,60,58,85,60,22,,,,,,,,
Ruislip,,,30/05/2025,Quarter-Final,https://www.dartsatlas.com/matches/dx0IzSyUh6iz,John Power,Second,Ross Lee,3,20,WON,100,85,41,88,97,82,8,,,,,,,,
Ruislip,,,30/05/2025,Quarter-Final,https://www.dartsatlas.com/matches/dx0IzSyUh6iz,Ross Lee,First,John Power,3,21,LOST,60,60,41,140,140,22,6,,,,,,,,
Ruislip,,,30/05/2025,Quarter-Final,https://www.dartsatlas.com/matches/dx0IzSyUh6iz,John Power,First,Ross Lee,4,17,WON,60,97,140,60,96,48,,,,,,,,,
Ruislip,,,30/05/2025,Quarter-Final,https://www.dartsatlas.com/matches/dx0IzSyUh6iz,Ross Lee,Second,John Power,4,15,LOST,55,80,85,85,39,,,,,,,,,,
Ruislip,,,30/05/2025,Quarter-Final,https://www.dartsatlas.com/matches/wqIokfjEFlDr,Kian Dominguez,First,Shane Edwards,1,27,LOST,41,45,40,60,85,140,57,1,16,,,,,,
Ruislip,,,30/05/2025,Quarter-Final,https://www.dartsatlas.com/matches/wqIokfjEFlDr,Shane Edwards,Second,Kian Dominguez,1,26,WON,12,30,34,137,100,100,63,23,2,,,,,,
Ruislip,,,30/05/2025,Quarter-Final,https://www.dartsatlas.com/matches/wqIokfjEFlDr,Kian Dominguez,Second,Shane Edwards,2,18,LOST,60,59,85,51,60,125,,,,,,,,,
Ruislip,,,30/05/2025,Quarter-Final,https://www.dartsatlas.com/matches/wqIokfjEFlDr,Shane Edwards,First,Kian Dominguez,2,19,WON,97,48,140,60,42,74,40,,,,,,,,
Ruislip,,,30/05/2025,Quarter-Final,https://www.dartsatlas.com/matches/wqIokfjEFlDr,Kian Dominguez,First,Shane Edwards,3,24,WON,45,41,134,41,97,86,37,20,,,,,,,
Ruislip,,,30/05/2025,Quarter-Final,https://www.dartsatlas.com/matches/wqIokfjEFlDr,Shane Edwards,Second,Kian Dominguez,3,21,LOST,42,70,66,85,64,39,75,,,,,,,,
Ruislip,,,30/05/2025,Quarter-Final,https://www.dartsatlas.com/matches/wqIokfjEFlDr,Kian Dominguez,Second,Shane Edwards,4,18,LOST,55,60,60,59,42,45,,,,,,,,,
Ruislip,,,30/05/2025,Quarter-Final,https://www.dartsatlas.com/matches/wqIokfjEFlDr,Shane Edwards,First,Kian Dominguez,4,20,WON,60,81,95,133,56,56,20,,,,,,,,
Ruislip,,,30/05/2025,Quarter-Final,https://www.dartsatlas.com/matches/wqIokfjEFlDr,Kian Dominguez,First,Shane Edwards,5,18,LOST,61,99,100,135,36,25,,,,,,,,,
Ruislip,,,30/05/2025,Quarter-Final,https://www.dartsatlas.com/matches/wqIokfjEFlDr,Shane Edwards,Second,Kian Dominguez,5,17,WON,140,77,45,96,97,46,,,,,,,,,
Ruislip,,,30/05/2025,Last 16,https://www.dartsatlas.com/matches/NoL2FYkN7ouk,Tamas Nagy,Second,John Green,1,21,LOST,40,60,41,140,47,57,44,,,,,,,,
Ruislip,,,30/05/2025,Last 16,https://www.dartsatlas.com/matches/NoL2FYkN7ouk,John Green,First,Tamas Nagy,1,23,WON,121,45,22,85,30,85,41,72,,,,,,,
Ruislip,,,30/05/2025,Last 16,https://www.dartsatlas.com/matches/NoL2FYkN7ouk,Tamas Nagy,First,John Green,2,39,LOST,41,81,30,60,85,32,41,28,26,52,0,1,12,,
Ruislip,,,30/05/2025,Last 16,https://www.dartsatlas.com/matches/NoL2FYkN7ouk,John Green,Second,Tamas Nagy,2,38,WON,45,85,41,45,26,45,45,22,60,70,0,0,17,,
Ruislip,,,30/05/2025,Last 16,https://www.dartsatlas.com/matches/NoL2FYkN7ouk,Tamas Nagy,Second,John Green,3,18,LOST,32,59,60,125,24,43,,,,,,,,,
Ruislip,,,30/05/2025,Last 16,https://www.dartsatlas.com/matches/NoL2FYkN7ouk,John Green,First,Tamas Nagy,3,20,WON,43,45,85,140,60,28,100,,,,,,,,
Ruislip,,,30/05/2025,Last 16,https://www.dartsatlas.com/matches/NoL2FYkN7ouk,Tamas Nagy,First,John Green,4,27,WON,57,45,59,41,39,85,47,80,48,,,,,,
Ruislip,,,30/05/2025,Last 16,https://www.dartsatlas.com/matches/NoL2FYkN7ouk,John Green,Second,Tamas Nagy,4,24,LOST,19,100,60,95,57,45,46,47,,,,,,,
Ruislip,,,30/05/2025,Last 16,https://www.dartsatlas.com/matches/NoL2FYkN7ouk,Tamas Nagy,Second,John Green,5,27,LOST,15,17,97,41,61,7,85,100,56,,,,,,
Ruislip,,,30/05/2025,Last 16,https://www.dartsatlas.com/matches/NoL2FYkN7ouk,John Green,First,Tamas Nagy,5,29,WON,28,45,45,30,41,41,45,140,64,22,,,,,
Ruislip,,,30/05/2025,Last 16,https://www.dartsatlas.com/matches/qFwxYm1qonwR,Charlie Hardie,First,Steve Henry,1,24,LOST,60,77,134,24,95,27,27,17,,,,,,,
Ruislip,,,30/05/2025,Last 16,https://www.dartsatlas.com/matches/qFwxYm1qonwR,Steve Henry,Second,Charlie Hardie,1,23,WON,40,85,100,81,27,40,103,25,,,,,,,
Ruislip,,,30/05/2025,Last 16,https://www.dartsatlas.com/matches/qFwxYm1qonwR,Charlie Hardie,Second,Steve Henry,2,30,LOST,140,60,24,43,45,117,16,46,6,2,,,,,
Ruislip,,,30/05/2025,Last 16,https://www.dartsatlas.com/matches/qFwxYm1qonwR,Steve Henry,First,Charlie Hardie,2,32,WON,58,40,15,30,57,60,83,58,90,0,10,,,,
Ruislip,,,30/05/2025,Last 16,https://www.dartsatlas.com/matches/qFwxYm1qonwR,Charlie Hardie,First,Steve Henry,3,27,LOST,26,60,55,45,21,95,33,42,38,,,,,,
Ruislip,,,30/05/2025,Last 16,https://www.dartsatlas.com/matches/qFwxYm1qonwR,Steve Henry,Second,Charlie Hardie,3,25,WON,45,60,45,180,28,45,42,24,32,,,,,,
Ruislip,,,30/05/2025,Last 16,https://www.dartsatlas.com/matches/qFwxYm1qonwR,Charlie Hardie,Second,Steve Henry,4,24,WON,26,45,140,136,44,40,18,52,,,,,,,
Ruislip,,,30/05/2025,Last 16,https://www.dartsatlas.com/matches/qFwxYm1qonwR,Steve Henry,First,Charlie Hardie,4,24,LOST,45,45,47,95,95,23,34,61,,,,,,,
Ruislip,,,30/05/2025,Last 16,https://www.dartsatlas.com/matches/qFwxYm1qonwR,Charlie Hardie,First,Steve Henry,5,23,WON,58,140,41,41,62,99,40,20,,,,,,,
Ruislip,,,30/05/2025,Last 16,https://www.dartsatlas.com/matches/qFwxYm1qonwR,Steve Henry,Second,Charlie Hardie,5,21,LOST,140,83,85,77,78,34,0,,,,,,,,
Ruislip,,,30/05/2025,Last 16,https://www.dartsatlas.com/matches/qFwxYm1qonwR,Charlie Hardie,Second,Steve Henry,6,27,LOST,59,100,44,46,60,41,76,35,30,,,,,,
Ruislip,,,30/05/2025,Last 16,https://www.dartsatlas.com/matches/qFwxYm1qonwR,Steve Henry,First,Charlie Hardie,6,29,WON,46,57,44,45,85,58,41,65,20,40,,,,,
Ruislip,,,30/05/2025,Last 16,https://www.dartsatlas.com/matches/Zh0aD5NLZ5jy,Stephen Bardon,First,Paul Upfold,1,21,WON,100,95,59,95,100,32,20,,,,,,,,
Ruislip,,,30/05/2025,Last 16,https://www.dartsatlas.com/matches/Zh0aD5NLZ5jy,Paul Upfold,Second,Stephen Bardon,1,18,LOST,33,31,35,45,41,81,,,,,,,,,
Ruislip,,,30/05/2025,Last 16,https://www.dartsatlas.com/matches/Zh0aD5NLZ5jy,Stephen Bardon,Second,Paul Upfold,2,18,LOST,68,100,85,55,55,60,,,,,,,,,
Ruislip,,,30/05/2025,Last 16,https://www.dartsatlas.com/matches/Zh0aD5NLZ5jy,Paul Upfold,First,Stephen Bardon,2,21,WON,121,45,50,83,60,100,42,,,,,,,,
Ruislip,,,30/05/2025,Last 16,https://www.dartsatlas.com/matches/Zh0aD5NLZ5jy,Stephen Bardon,First,Paul Upfold,3,30,LOST,60,41,100,60,100,56,46,19,13,0,,,,,
Ruislip,,,30/05/2025,Last 16,https://www.dartsatlas.com/matches/Zh0aD5NLZ5jy,Paul Upfold,Second,Stephen Bardon,3,29,WON,59,85,80,60,43,29,25,60,50,10,,,,,
Ruislip,,,30/05/2025,Last 16,https://www.dartsatlas.com/matches/Zh0aD5NLZ5jy,Stephen Bardon,Second,Paul Upfold,4,23,WON,92,60,100,81,85,67,0,16,,,,,,,
Ruislip,,,30/05/2025,Last 16,https://www.dartsatlas.com/matches/Zh0aD5NLZ5jy,Paul Upfold,First,Stephen Bardon,4,24,LOST,45,77,60,97,81,83,38,0,,,,,,,
Ruislip,,,30/05/2025,Last 16,https://www.dartsatlas.com/matches/Zh0aD5NLZ5jy,Stephen Bardon,First,Paul Upfold,5,21,LOST,41,45,60,80,45,45,85,,,,,,,,
Ruislip,,,30/05/2025,Last 16,https://www.dartsatlas.com/matches/Zh0aD5NLZ5jy,Paul Upfold,Second,Stephen Bardon,5,19,WON,60,100,82,99,60,76,24,,,,,,,,
Ruislip,,,30/05/2025,Last 16,https://www.dartsatlas.com/matches/Zh0aD5NLZ5jy,Stephen Bardon,Second,Paul Upfold,6,21,WON,80,85,85,60,39,100,52,,,,,,,,
Ruislip,,,30/05/2025,Last 16,https://www.dartsatlas.com/matches/Zh0aD5NLZ5jy,Paul Upfold,First,Stephen Bardon,6,21,LOST,43,45,41,43,59,44,140,,,,,,,,
Ruislip,,,30/05/2025,Last 16,https://www.dartsatlas.com/matches/Zh0aD5NLZ5jy,Stephen Bardon,First,Paul Upfold,7,21,LOST,60,85,41,60,100,40,55,,,,,,,,
Ruislip,,,30/05/2025,Last 16,https://www.dartsatlas.com/matches/Zh0aD5NLZ5jy,Paul Upfold,Second,Stephen Bardon,7,20,WON,81,61,85,140,58,60,16,,,,,,,,
Ruislip,,,30/05/2025,Last 16,https://www.dartsatlas.com/matches/CUeEWKWNeIzC,James Willcox,Second,John Mcdermott,1,19,WON,42,69,140,82,100,36,32,,,,,,,,
Ruislip,,,30/05/2025,Last 16,https://www.dartsatlas.com/matches/CUeEWKWNeIzC,John Mcdermott,First,James Willcox,1,21,LOST,26,44,100,78,57,100,77,,,,,,,,
Ruislip,,,30/05/2025,Last 16,https://www.dartsatlas.com/matches/CUeEWKWNeIzC,James Willcox,First,John Mcdermott,2,24,LOST,41,100,140,41,118,0,57,0,,,,,,,
Ruislip,,,30/05/2025,Last 16,https://www.dartsatlas.com/matches/CUeEWKWNeIzC,John Mcdermott,Second,James Willcox,2,23,WON,54,54,60,85,60,27,136,25,,,,,,,
Ruislip,,,30/05/2025,Last 16,https://www.dartsatlas.com/matches/CUeEWKWNeIzC,James Willcox,Second,John Mcdermott,3,14,WON,81,140,121,102,57,,,,,,,,,,
Ruislip,,,30/05/2025,Last 16,https://www.dartsatlas.com/matches/CUeEWKWNeIzC,John Mcdermott,First,James Willcox,3,15,LOST,100,83,60,44,78,,,,,,,,,,
Ruislip,,,30/05/2025,Last 16,https://www.dartsatlas.com/matches/CUeEWKWNeIzC,James Willcox,First,John Mcdermott,4,20,WON,57,98,46,85,58,97,60,,,,,,,,
Ruislip,,,30/05/2025,Last 16,https://www.dartsatlas.com/matches/CUeEWKWNeIzC,John Mcdermott,Second,James Willcox,4,18,LOST,60,60,100,59,81,82,,,,,,,,,
Ruislip,,,30/05/2025,Last 16,https://www.dartsatlas.com/matches/CUeEWKWNeIzC,James Willcox,Second,John Mcdermott,5,18,LOST,140,45,140,58,61,51,,,,,,,,,
Ruislip,,,30/05/2025,Last 16,https://www.dartsatlas.com/matches/CUeEWKWNeIzC,John Mcdermott,First,James Willcox,5,19,WON,60,140,44,83,98,56,20,,,,,,,,
Ruislip,,,30/05/2025,Last 16,https://www.dartsatlas.com/matches/CUeEWKWNeIzC,James Willcox,First,John Mcdermott,6,22,WON,85,29,92,30,83,96,54,32,,,,,,,
Ruislip,,,30/05/2025,Last 16,https://www.dartsatlas.com/matches/CUeEWKWNeIzC,John Mcdermott,Second,James Willcox,6,21,LOST,55,45,85,30,40,58,42,,,,,,,,
Ruislip,,,30/05/2025,Last 16,https://www.dartsatlas.com/matches/MnP92GgucSYX,John Power,First,Rob Message,1,17,WON,95,100,100,122,52,32,,,,,,,,,
Ruislip,,,30/05/2025,Last 16,https://www.dartsatlas.com/matches/MnP92GgucSYX,Rob Message,Second,John Power,1,15,LOST,45,60,45,27,120,,,,,,,,,,
Ruislip,,,30/05/2025,Last 16,https://www.dartsatlas.com/matches/MnP92GgucSYX,John Power,Second,Rob Message,2,22,WON,43,140,100,41,60,45,40,32,,,,,,,
Ruislip,,,30/05/2025,Last 16,https://www.dartsatlas.com/matches/MnP92GgucSYX,Rob Message,First,John Power,2,24,LOST,60,45,41,26,81,60,30,85,,,,,,,
Ruislip,,,30/05/2025,Last 16,https://www.dartsatlas.com/matches/MnP92GgucSYX,John Power,First,Rob Message,3,16,WON,100,140,140,89,16,16,,,,,,,,,
Ruislip,,,30/05/2025,Last 16,https://www.dartsatlas.com/matches/MnP92GgucSYX,Rob Message,Second,John Power,3,15,LOST,100,81,45,125,60,,,,,,,,,,
Ruislip,,,30/05/2025,Last 16,https://www.dartsatlas.com/matches/MnP92GgucSYX,John Power,Second,Rob Message,4,18,LOST,60,60,45,140,60,68,,,,,,,,,
Ruislip,,,30/05/2025,Last 16,https://www.dartsatlas.com/matches/MnP92GgucSYX,Rob Message,First,John Power,4,20,WON,40,60,43,100,55,137,66,,,,,,,,
Ruislip,,,30/05/2025,Last 16,https://www.dartsatlas.com/matches/MnP92GgucSYX,John Power,First,Rob Message,5,40,WON,60,100,44,100,59,58,68,0,9,0,1,0,0,2,
Ruislip,,,30/05/2025,Last 16,https://www.dartsatlas.com/matches/MnP92GgucSYX,Rob Message,Second,John Power,5,39,LOST,60,45,125,44,140,31,32,12,0,0,9,0,0,,
Ruislip,,,30/05/2025,Last 16,https://www.dartsatlas.com/matches/cnd8ODSbtD3M,Ross Lee,First,Jack Tarrant,1,22,WON,30,28,100,83,120,80,20,40,,,,,,,
Ruislip,,,30/05/2025,Last 16,https://www.dartsatlas.com/matches/cnd8ODSbtD3M,Jack Tarrant,Second,Ross Lee,1,21,LOST,59,57,41,46,60,24,84,,,,,,,,
Ruislip,,,30/05/2025,Last 16,https://www.dartsatlas.com/matches/cnd8ODSbtD3M,Ross Lee,Second,Jack Tarrant,2,27,LOST,40,61,29,55,47,81,100,56,0,,,,,,
Ruislip,,,30/05/2025,Last 16,https://www.dartsatlas.com/matches/cnd8ODSbtD3M,Jack Tarrant,First,Ross Lee,2,30,WON,85,30,81,28,76,45,16,45,43,52,,,,,
Ruislip,,,30/05/2025,Last 16,https://www.dartsatlas.com/matches/cnd8ODSbtD3M,Ross Lee,First,Jack Tarrant,3,24,WON,100,100,30,43,76,100,12,40,,,,,,,
Ruislip,,,30/05/2025,Last 16,https://www.dartsatlas.com/matches/cnd8ODSbtD3M,Jack Tarrant,Second,Ross Lee,3,21,LOST,96,53,30,36,85,31,66,,,,,,,,
Ruislip,,,30/05/2025,Last 16,https://www.dartsatlas.com/matches/cnd8ODSbtD3M,Ross Lee,Second,Jack Tarrant,4,18,WON,140,100,140,57,32,32,,,,,,,,,
Ruislip,,,30/05/2025,Last 16,https://www.dartsatlas.com/matches/cnd8ODSbtD3M,Jack Tarrant,First,Ross Lee,4,18,LOST,25,43,59,60,30,100,,,,,,,,,
Ruislip,,,30/05/2025,Last 16,https://www.dartsatlas.com/matches/cnd8ODSbtD3M,Ross Lee,First,Jack Tarrant,5,18,WON,30,140,66,77,140,48,,,,,,,,,
