Venue,Division,Season,Date,Round,URL,Player,First Thrower,Opponent,Leg,Total Darts,Result,Throw_1,Throw_2,Throw_3,Throw_4,Throw_5,Throw_6,Throw_7,Throw_8,Throw_9,Throw_10,Throw_11,Throw_12,Throw_13
Morden,,,26-10-2025,Semi-Final,https://www.dartsatlas.com/matches/4ddPoe1htNXR,Shane Edwards,First,Charlie Green,2,17,WON,97,100,96,58,56,94,,,,,,,
Morden,,,26-10-2025,Semi-Final,https://www.dartsatlas.com/matches/4ddPoe1htNXR,Charlie Green,Second,Shane Edwards,2,15,LOST,30,43,140,43,60,,,,,,,,
Morden,,,26-10-2025,Semi-Final,https://www.dartsatlas.com/matches/4ddPoe1htNXR,Shane Edwards,Second,Charlie Green,3,15,LOST,140,44,140,99,58,,,,,,,,
Morden,,,26-10-2025,Semi-Final,https://www.dartsatlas.com/matches/4ddPoe1htNXR,Charlie Green,First,Shane Edwards,3,18,WON,60,97,140,96,68,40,,,,,,,
Morden,,,26-10-2025,Semi-Final,https://www.dartsatlas.com/matches/4ddPoe1htNXR,Shane Edwards,First,Charlie Green,4,24,LOST,57,140,58,85,40,28,39,18,,,,,
Morden,,,26-10-2025,Semi-Final,https://www.dartsatlas.com/matches/4ddPoe1htNXR,Charlie Green,Second,Shane Edwards,4,22,WON,63,60,140,80,60,42,46,10,,,,,
Morden,,,26-10-2025,Semi-Final,https://www.dartsatlas.com/matches/4ddPoe1htNXR,Shane Edwards,Second,Charlie Green,5,21,LOST,45,180,30,26,60,43,52,,,,,,
Morden,,,26-10-2025,Semi-Final,https://www.dartsatlas.com/matches/4ddPoe1htNXR,Charlie Green,First,Shane Edwards,5,24,WON,100,140,123,42,30,26,0,40,,,,,
Morden,,,26-10-2025,Semi-Final,https://www.dartsatlas.com/matches/4ddPoe1htNXR,Shane Edwards,First,Charlie Green,6,22,WON,100,30,96,40,100,95,30,10,,,,,
Morden,,,26-10-2025,Semi-Final,https://www.dartsatlas.com/matches/4ddPoe1htNXR,Charlie Green,Second,Shane Edwards,6,21,LOST,43,87,45,63,71,58,94,,,,,,
Morden,,,26-10-2025,Semi-Final,https://www.dartsatlas.com/matches/4ddPoe1htNXR,Shane Edwards,Second,Charlie Green,7,15,WON,91,180,138,76,16,,,,,,,,
Morden,,,26-10-2025,Semi-Final,https://www.dartsatlas.com/matches/4ddPoe1htNXR,Charlie Green,First,Shane Edwards,7,15,LOST,42,96,41,85,58,,,,,,,,
Morden,,,26-10-2025,Semi-Final,https://www.dartsatlas.com/matches/4ddPoe1htNXR,Shane Edwards,First,Charlie Green,8,18,WON,60,60,140,140,41,60,,,,,,,
Morden,,,26-10-2025,Semi-Final,https://www.dartsatlas.com/matches/4ddPoe1htNXR,Charlie Green,Second,Shane Edwards,8,15,LOST,60,22,71,140,96,,,,,,,,
Morden,,,26-10-2025,Semi-Final,https://www.dartsatlas.com/matches/4ddPoe1htNXR,Shane Edwards,Second,Charlie Green,9,16,WON,120,96,41,140,96,8,,,,,,,
Morden,,,26-10-2025,Semi-Final,https://www.dartsatlas.com/matches/4ddPoe1htNXR,Charlie Green,First,Shane Edwards,9,18,LOST,100,81,46,125,59,45,,,,,,,
Morden,,,26-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/09jovFRSOph9,Kieran Parsons,Second,Oscar King,1,18,LOST,60,60,100,60,57,82,,,,,,,
Morden,,,26-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/09jovFRSOph9,Oscar King,First,Kieran Parsons,1,20,WON,80,100,55,84,41,85,56,,,,,,
Morden,,,26-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/09jovFRSOph9,Kieran Parsons,First,Oscar King,2,24,LOST,60,60,84,60,60,29,60,28,,,,,
Morden,,,26-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/09jovFRSOph9,Oscar King,Second,Kieran Parsons,2,23,WON,58,60,45,123,45,58,92,20,,,,,
Morden,,,26-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/09jovFRSOph9,Kieran Parsons,Second,Oscar King,3,12,LOST,41,82,100,60,,,,,,,,,
Morden,,,26-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/09jovFRSOph9,Oscar King,First,Kieran Parsons,3,14,WON,100,120,96,134,51,,,,,,,,
Morden,,,26-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/09jovFRSOph9,Kieran Parsons,First,Oscar King,4,27,LOST,60,44,61,45,45,58,79,57,12,,,,
Morden,,,26-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/09jovFRSOph9,Oscar King,Second,Kieran Parsons,4,26,WON,45,45,41,60,60,58,100,33,59,,,,
Morden,,,26-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/VJovAMdpPrrv,Paul Tudor,Second,Darryl Pilgrim,1,15,LOST,58,81,100,82,30,,,,,,,,
Morden,,,26-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/VJovAMdpPrrv,Darryl Pilgrim,First,Paul Tudor,1,17,WON,83,61,100,140,77,40,,,,,,,
Morden,,,26-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/VJovAMdpPrrv,Paul Tudor,First,Darryl Pilgrim,2,15,LOST,100,100,41,100,40,,,,,,,,
Morden,,,26-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/VJovAMdpPrrv,Darryl Pilgrim,Second,Paul Tudor,2,15,WON,140,58,133,96,74,,,,,,,,
Morden,,,26-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/VJovAMdpPrrv,Paul Tudor,Second,Darryl Pilgrim,3,12,LOST,40,38,140,85,,,,,,,,,
Morden,,,26-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/VJovAMdpPrrv,Darryl Pilgrim,First,Paul Tudor,3,14,WON,140,100,140,81,40,,,,,,,,
Morden,,,26-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/VJovAMdpPrrv,Paul Tudor,First,Darryl Pilgrim,4,15,WON,43,126,121,137,74,,,,,,,,
Morden,,,26-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/VJovAMdpPrrv,Darryl Pilgrim,Second,Paul Tudor,4,12,LOST,96,140,80,100,,,,,,,,,
Morden,,,26-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/VJovAMdpPrrv,Paul Tudor,Second,Darryl Pilgrim,5,9,LOST,180,100,140,,,,,,,,,,
Morden,,,26-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/VJovAMdpPrrv,Darryl Pilgrim,First,Paul Tudor,5,12,WON,97,180,180,44,,,,,,,,,
Morden,,,26-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/PwxvZIg4Vqab,Shane Edwards,First,John Power,1,23,WON,93,60,58,90,85,43,32,40,,,,,
Morden,,,26-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/PwxvZIg4Vqab,John Power,Second,Shane Edwards,1,21,LOST,59,26,60,60,81,85,90,,,,,,
Morden,,,26-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/PwxvZIg4Vqab,Shane Edwards,Second,John Power,2,21,LOST,57,96,60,60,96,60,47,,,,,,
Morden,,,26-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/PwxvZIg4Vqab,John Power,First,Shane Edwards,2,23,WON,55,41,60,96,43,84,56,66,,,,,
Morden,,,26-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/PwxvZIg4Vqab,Shane Edwards,First,John Power,3,17,WON,57,134,125,145,20,20,,,,,,,
Morden,,,26-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/PwxvZIg4Vqab,John Power,Second,Shane Edwards,3,15,LOST,60,125,41,60,39,,,,,,,,
Morden,,,26-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/PwxvZIg4Vqab,Shane Edwards,Second,John Power,4,21,LOST,41,45,59,74,125,29,112,,,,,,
Morden,,,26-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/PwxvZIg4Vqab,John Power,First,Shane Edwards,4,22,WON,59,100,60,85,45,44,96,12,,,,,
Morden,,,26-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/PwxvZIg4Vqab,Shane Edwards,First,John Power,5,23,WON,60,100,33,98,26,100,62,22,,,,,
Morden,,,26-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/PwxvZIg4Vqab,John Power,Second,Shane Edwards,5,21,LOST,55,41,100,59,60,81,73,,,,,,
Morden,,,26-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/PwxvZIg4Vqab,Shane Edwards,Second,John Power,6,17,WON,28,95,140,180,48,10,,,,,,,
Morden,,,26-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/PwxvZIg4Vqab,John Power,First,Shane Edwards,6,18,LOST,81,85,41,41,82,63,,,,,,,
Morden,,,26-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/tdrCVMMM9ZiR,Charlie Green,Second,Troy Power,1,18,WON,140,77,94,60,90,40,,,,,,,
Morden,,,26-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/tdrCVMMM9ZiR,Troy Power,First,Charlie Green,1,18,LOST,28,65,39,100,59,58,,,,,,,
Morden,,,26-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/tdrCVMMM9ZiR,Charlie Green,First,Troy Power,2,25,WON,60,96,100,59,58,56,34,30,8,,,,
Morden,,,26-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/tdrCVMMM9ZiR,Troy Power,Second,Charlie Green,2,24,LOST,60,25,60,59,28,59,140,50,,,,,
Morden,,,26-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/tdrCVMMM9ZiR,Charlie Green,Second,Troy Power,3,16,WON,140,57,100,100,80,24,,,,,,,
Morden,,,26-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/tdrCVMMM9ZiR,Troy Power,First,Charlie Green,3,18,LOST,60,100,140,25,85,51,,,,,,,
Morden,,,26-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/tdrCVMMM9ZiR,Charlie Green,First,Troy Power,4,20,WON,96,140,43,82,41,83,16,,,,,,
Morden,,,26-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/tdrCVMMM9ZiR,Troy Power,Second,Charlie Green,4,18,LOST,44,58,85,100,57,43,,,,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/dd90emmJDRoR,James Willcox,First,Kieran Parsons,1,20,WON,41,100,100,95,71,38,56,,,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/dd90emmJDRoR,Kieran Parsons,Second,James Willcox,1,18,LOST,30,68,100,137,41,45,,,,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/dd90emmJDRoR,James Willcox,Second,Kieran Parsons,2,24,LOST,100,121,83,121,36,35,1,2,,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/dd90emmJDRoR,Kieran Parsons,First,James Willcox,2,25,WON,60,60,100,60,100,57,24,0,40,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/dd90emmJDRoR,James Willcox,First,Kieran Parsons,3,19,WON,140,100,45,100,60,36,20,,,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/dd90emmJDRoR,Kieran Parsons,Second,James Willcox,3,18,LOST,100,100,28,60,60,82,,,,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/dd90emmJDRoR,James Willcox,Second,Kieran Parsons,4,26,WON,140,100,43,58,45,39,56,10,10,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/dd90emmJDRoR,Kieran Parsons,First,James Willcox,4,27,LOST,100,45,23,60,43,100,82,8,30,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/dd90emmJDRoR,James Willcox,First,Kieran Parsons,5,18,LOST,100,60,60,80,60,57,,,,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/dd90emmJDRoR,Kieran Parsons,Second,James Willcox,5,18,WON,100,100,44,100,41,116,,,,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/dd90emmJDRoR,James Willcox,Second,Kieran Parsons,6,18,LOST,25,29,44,58,81,60,,,,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/dd90emmJDRoR,Kieran Parsons,First,James Willcox,6,21,WON,60,57,60,60,94,100,70,,,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/dd90emmJDRoR,James Willcox,First,Kieran Parsons,7,21,LOST,55,78,98,44,97,41,81,,,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/dd90emmJDRoR,Kieran Parsons,Second,James Willcox,7,21,WON,60,41,60,60,60,140,80,,,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/Iz5U02xx78Fh,Oscar King,First,Ian Powers,1,19,WON,95,100,81,50,57,98,20,,,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/Iz5U02xx78Fh,Ian Powers,Second,Oscar King,1,18,LOST,60,60,50,26,60,100,,,,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/Iz5U02xx78Fh,Oscar King,Second,Ian Powers,2,20,WON,45,62,100,100,94,60,40,,,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/Iz5U02xx78Fh,Ian Powers,First,Oscar King,2,21,LOST,60,55,100,100,60,11,43,,,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/Iz5U02xx78Fh,Oscar King,First,Ian Powers,3,24,WON,13,100,121,41,42,120,24,40,,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/Iz5U02xx78Fh,Ian Powers,Second,Oscar King,3,21,LOST,41,80,40,45,125,100,48,,,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/Iz5U02xx78Fh,Oscar King,Second,Ian Powers,4,13,WON,60,180,140,105,16,,,,,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/Iz5U02xx78Fh,Ian Powers,First,Oscar King,4,15,LOST,45,55,40,41,85,,,,,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/XuZ0IAwUDs2y,Paul Tudor,First,Jono Harding,1,18,WON,95,81,45,135,41,104,,,,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/XuZ0IAwUDs2y,Jono Harding,Second,Paul Tudor,1,15,LOST,100,95,58,60,60,,,,,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/XuZ0IAwUDs2y,Paul Tudor,Second,Jono Harding,2,18,WON,100,30,180,41,100,50,,,,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/XuZ0IAwUDs2y,Jono Harding,First,Paul Tudor,2,18,LOST,100,60,45,57,100,99,,,,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/XuZ0IAwUDs2y,Paul Tudor,First,Jono Harding,3,22,WON,60,82,125,137,73,0,12,12,,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/XuZ0IAwUDs2y,Jono Harding,Second,Paul Tudor,3,21,LOST,60,100,60,60,48,60,27,,,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/XuZ0IAwUDs2y,Paul Tudor,Second,Jono Harding,4,18,WON,125,140,58,43,69,66,,,,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/XuZ0IAwUDs2y,Jono Harding,First,Paul Tudor,4,18,LOST,85,43,96,60,55,41,,,,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/aAIG1qvPuYLQ,Darryl Pilgrim,Second,Paul Upfold,1,15,WON,99,134,98,42,128,,,,,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/aAIG1qvPuYLQ,Paul Upfold,First,Darryl Pilgrim,1,15,LOST,45,78,60,43,27,,,,,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/aAIG1qvPuYLQ,Darryl Pilgrim,First,Paul Upfold,2,15,WON,140,91,97,57,116,,,,,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/aAIG1qvPuYLQ,Paul Upfold,Second,Darryl Pilgrim,2,12,LOST,47,43,44,82,,,,,,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/aAIG1qvPuYLQ,Darryl Pilgrim,Second,Paul Upfold,3,15,WON,58,99,140,180,24,,,,,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/aAIG1qvPuYLQ,Paul Upfold,First,Darryl Pilgrim,3,15,LOST,100,140,60,41,45,,,,,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/aAIG1qvPuYLQ,Darryl Pilgrim,First,Paul Upfold,4,21,WON,140,58,98,59,88,38,20,,,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/aAIG1qvPuYLQ,Paul Upfold,Second,Darryl Pilgrim,4,18,LOST,45,60,60,44,60,92,,,,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/B6uZSAdvbdbZ,Shane Edwards,Second,Steve Henry,1,27,WON,45,43,50,42,99,58,58,42,64,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/B6uZSAdvbdbZ,Steve Henry,First,Shane Edwards,1,27,LOST,83,140,41,100,59,54,21,0,1,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/B6uZSAdvbdbZ,Shane Edwards,First,Steve Henry,2,18,LOST,44,57,57,45,100,138,,,,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/B6uZSAdvbdbZ,Steve Henry,Second,Shane Edwards,2,18,WON,60,83,140,40,42,136,,,,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/B6uZSAdvbdbZ,Shane Edwards,Second,Steve Henry,3,19,WON,57,21,83,125,180,19,16,,,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/B6uZSAdvbdbZ,Steve Henry,First,Shane Edwards,3,21,LOST,55,45,11,45,85,95,41,,,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/B6uZSAdvbdbZ,Shane Edwards,First,Steve Henry,4,24,WON,97,125,100,41,86,12,20,20,,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/B6uZSAdvbdbZ,Steve Henry,Second,Shane Edwards,4,21,LOST,85,81,83,81,61,46,36,,,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/B6uZSAdvbdbZ,Shane Edwards,Second,Steve Henry,5,14,WON,91,140,180,30,60,,,,,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/B6uZSAdvbdbZ,Steve Henry,First,Shane Edwards,5,15,LOST,60,60,60,30,44,,,,,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/nNxssG5Y0Hsk,John Power,Second,Colm Mc Girl,1,17,WON,85,83,140,99,54,40,,,,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/nNxssG5Y0Hsk,Colm Mc Girl,First,John Power,1,18,LOST,30,85,43,59,23,134,,,,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/nNxssG5Y0Hsk,John Power,First,Colm Mc Girl,2,24,LOST,60,55,125,140,41,56,0,12,,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/nNxssG5Y0Hsk,Colm Mc Girl,Second,John Power,2,23,WON,41,81,43,85,41,60,100,50,,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/nNxssG5Y0Hsk,John Power,Second,Colm Mc Girl,3,17,WON,100,100,60,60,121,60,,,,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/nNxssG5Y0Hsk,Colm Mc Girl,First,John Power,3,18,LOST,100,100,100,30,45,82,,,,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/nNxssG5Y0Hsk,John Power,First,Colm Mc Girl,4,16,WON,180,81,43,139,38,20,,,,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/nNxssG5Y0Hsk,Colm Mc Girl,Second,John Power,4,15,LOST,22,60,55,11,30,,,,,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/nNxssG5Y0Hsk,John Power,Second,Colm Mc Girl,5,20,WON,125,100,100,136,20,10,10,,,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/nNxssG5Y0Hsk,Colm Mc Girl,First,John Power,5,21,LOST,60,41,41,95,22,41,40,,,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/tDePCrJUNjMN,Daniel Killick,First,Charlie Green,1,18,LOST,100,43,60,26,60,60,,,,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/tDePCrJUNjMN,Charlie Green,Second,Daniel Killick,1,18,WON,140,96,57,60,64,84,,,,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/tDePCrJUNjMN,Daniel Killick,Second,Charlie Green,2,21,WON,66,45,60,85,83,94,68,,,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/tDePCrJUNjMN,Charlie Green,First,Daniel Killick,2,21,LOST,59,54,58,70,140,60,40,,,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/tDePCrJUNjMN,Daniel Killick,First,Charlie Green,3,21,LOST,81,60,60,55,59,60,50,,,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/tDePCrJUNjMN,Charlie Green,Second,Daniel Killick,3,21,WON,139,140,58,60,28,38,38,,,,,,
Morden,,,26-10-2025,Last 16,https://www.dartsatlas.com/matches/tDePCrJUNjMN,Daniel Killick,Second,Charlie Green,4,18,LOST,41,68,43,100,47,62,,,,,,,
