Venue,Division,Season,Date,Round,URL,Player,First Thrower,Opponent,Leg,Total Darts,Result,Throw_1,Throw_2,Throw_3,Throw_4,Throw_5,Throw_6,Throw_7,Throw_8,Throw_9,Throw_10,Throw_11
Wood Green,,,23/03/2025,Quarter-Final,https://www.dartsatlas.com/matches/mHk02c3QbKB0,Charlie Hardie,First,George Bamber,2,32,WON,100,41,33,45,96,60,86,8,0,16,16
Wood Green,,,23/03/2025,Quarter-Final,https://www.dartsatlas.com/matches/mHk02c3QbKB0,George Bamber,First,Charlie Hardie,3,21,LOST,28,59,140,28,125,97,22,,,,
Wood Green,,,23/03/2025,Quarter-Final,https://www.dartsatlas.com/matches/mHk02c3QbKB0,Charlie Hardie,Second,George Bamber,3,21,WON,81,60,83,41,81,95,60,,,,
Wood Green,,,23/03/2025,Quarter-Final,https://www.dartsatlas.com/matches/mHk02c3QbKB0,George Bamber,Second,Charlie Hardie,4,28,WON,41,85,19,41,96,96,91,16,12,4,
Wood Green,,,23/03/2025,Quarter-Final,https://www.dartsatlas.com/matches/mHk02c3QbKB0,Charlie Hardie,First,George Bamber,4,30,LOST,30,60,47,83,25,42,54,45,51,32,
Wood Green,,,23/03/2025,Quarter-Final,https://www.dartsatlas.com/matches/mHk02c3QbKB0,George Bamber,First,Charlie Hardie,5,27,LOST,59,57,93,60,55,99,58,0,10,,
Wood Green,,,23/03/2025,Quarter-Final,https://www.dartsatlas.com/matches/mHk02c3QbKB0,Charlie Hardie,Second,George Bamber,5,25,WON,39,60,45,41,88,44,95,73,16,,
Wood Green,,,23/03/2025,Quarter-Final,https://www.dartsatlas.com/matches/mHk02c3QbKB0,George Bamber,Second,Charlie Hardie,6,22,WON,77,85,99,60,115,0,33,32,,,
Wood Green,,,23/03/2025,Quarter-Final,https://www.dartsatlas.com/matches/mHk02c3QbKB0,Charlie Hardie,First,George Bamber,6,24,LOST,28,55,33,26,43,26,45,33,,,
Wood Green,,,23/03/2025,Quarter-Final,https://www.dartsatlas.com/matches/mHk02c3QbKB0,George Bamber,First,Charlie Hardie,7,24,LOST,85,27,140,60,57,60,26,14,,,
Wood Green,,,23/03/2025,Quarter-Final,https://www.dartsatlas.com/matches/mHk02c3QbKB0,Charlie Hardie,Second,George Bamber,7,23,WON,45,41,95,25,32,79,132,52,,,
Wood Green,,,23/03/2025,Quarter-Final,https://www.dartsatlas.com/matches/iZiblphcp538,Shane Edwards,First,Paul Upfold,1,18,WON,60,85,180,96,31,49,,,,,
Wood Green,,,23/03/2025,Quarter-Final,https://www.dartsatlas.com/matches/iZiblphcp538,Paul Upfold,Second,Shane Edwards,1,15,LOST,100,95,100,32,44,,,,,,
Wood Green,,,23/03/2025,Quarter-Final,https://www.dartsatlas.com/matches/iZiblphcp538,Shane Edwards,Second,Paul Upfold,2,22,WON,100,81,58,92,125,0,29,16,,,
Wood Green,,,23/03/2025,Quarter-Final,https://www.dartsatlas.com/matches/iZiblphcp538,Paul Upfold,First,Shane Edwards,2,24,LOST,27,83,72,40,69,60,96,34,,,
Wood Green,,,23/03/2025,Quarter-Final,https://www.dartsatlas.com/matches/iZiblphcp538,Shane Edwards,First,Paul Upfold,3,22,WON,71,58,85,58,39,78,72,40,,,
Wood Green,,,23/03/2025,Quarter-Final,https://www.dartsatlas.com/matches/iZiblphcp538,Paul Upfold,Second,Shane Edwards,3,21,LOST,82,41,43,40,45,60,32,,,,
Wood Green,,,23/03/2025,Quarter-Final,https://www.dartsatlas.com/matches/iZiblphcp538,Shane Edwards,Second,Paul Upfold,4,23,WON,21,58,66,100,140,60,0,56,,,
Wood Green,,,23/03/2025,Quarter-Final,https://www.dartsatlas.com/matches/iZiblphcp538,Paul Upfold,First,Shane Edwards,4,24,LOST,31,45,81,60,27,100,26,46,,,
Wood Green,,,23/03/2025,Quarter-Final,https://www.dartsatlas.com/matches/yULzahN7P6WP,Tyla Samson,First,Charlie Green,1,27,WON,36,92,45,60,82,11,55,44,76,,
Wood Green,,,23/03/2025,Quarter-Final,https://www.dartsatlas.com/matches/yULzahN7P6WP,Charlie Green,Second,Tyla Samson,1,24,LOST,123,25,59,96,31,99,28,20,,,
Wood Green,,,23/03/2025,Quarter-Final,https://www.dartsatlas.com/matches/yULzahN7P6WP,Tyla Samson,Second,Charlie Green,2,25,WON,83,21,95,40,45,43,78,76,20,,
Wood Green,,,23/03/2025,Quarter-Final,https://www.dartsatlas.com/matches/yULzahN7P6WP,Charlie Green,First,Tyla Samson,2,27,LOST,41,85,100,49,56,28,94,28,0,,
Wood Green,,,23/03/2025,Quarter-Final,https://www.dartsatlas.com/matches/yULzahN7P6WP,Tyla Samson,First,Charlie Green,3,17,WON,96,93,30,94,94,94,,,,,
Wood Green,,,23/03/2025,Quarter-Final,https://www.dartsatlas.com/matches/yULzahN7P6WP,Charlie Green,Second,Tyla Samson,3,15,LOST,40,60,100,45,43,,,,,,
Wood Green,,,23/03/2025,Quarter-Final,https://www.dartsatlas.com/matches/yULzahN7P6WP,Tyla Samson,Second,Charlie Green,4,22,WON,81,60,84,39,125,72,20,20,,,
Wood Green,,,23/03/2025,Quarter-Final,https://www.dartsatlas.com/matches/yULzahN7P6WP,Charlie Green,First,Tyla Samson,4,24,LOST,43,32,85,85,58,58,32,35,,,
