Venue,Division,Season,Date,Round,URL,Player,First Thrower,Opponent,Leg,Total Darts,Result,Throw_1,Throw_2,Throw_3,Throw_4,Throw_5,Throw_6,Throw_7,Throw_8,Throw_9,Throw_10,Throw_11,Throw_12,Throw_13,Throw_14,Throw_15,Throw_16
Morden,Premier,40,,,https://www.dartsatlas.com/matches/eV0mQwq2obNS,Nick Holman,First,Shaun Francome,11,18,WON,140,100,100,97,24,40,,,,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/eV0mQwq2obNS,Shaun Francome,Second,Nick Holman,11,15,LOST,30,41,81,60,140,,,,,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/eV0mQwq2obNS,Nick Holman,Second,Shaun Francome,12,16,WON,83,83,115,60,140,20,,,,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/eV0mQwq2obNS,Shaun Francome,First,Nick Holman,12,18,LOST,100,78,85,43,38,93,,,,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/RdggxtcGRUiO,Darren Evans,Second,Mike Wallis,1,21,LOST,41,41,121,30,125,26,45,,,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/RdggxtcGRUiO,Mike Wallis,First,Darren Evans,1,23,WON,135,59,97,66,60,45,3,36,,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/RdggxtcGRUiO,Darren Evans,First,Mike Wallis,2,21,WON,60,60,26,135,45,85,90,,,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/RdggxtcGRUiO,Mike Wallis,Second,Darren Evans,2,18,LOST,45,101,67,60,20,135,,,,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/RdggxtcGRUiO,Darren Evans,Second,Mike Wallis,3,15,LOST,45,97,100,100,39,,,,,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/RdggxtcGRUiO,Mike Wallis,First,Darren Evans,3,18,WON,85,125,95,45,43,108,,,,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/RdggxtcGRUiO,Darren Evans,First,Mike Wallis,4,27,WON,30,60,85,44,60,49,99,42,32,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/RdggxtcGRUiO,Mike Wallis,Second,Darren Evans,4,24,LOST,45,43,60,123,15,45,11,59,,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/RdggxtcGRUiO,Darren Evans,Second,Mike Wallis,5,21,WON,60,180,60,26,125,0,50,,,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/RdggxtcGRUiO,Mike Wallis,First,Darren Evans,5,21,LOST,11,100,140,38,45,87,60,,,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/RdggxtcGRUiO,Darren Evans,First,Mike Wallis,6,23,WON,41,45,81,125,59,118,0,32,,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/RdggxtcGRUiO,Mike Wallis,Second,Darren Evans,6,21,LOST,83,180,95,95,28,0,6,,,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/RdggxtcGRUiO,Darren Evans,Second,Mike Wallis,7,27,LOST,60,32,60,52,125,11,45,27,73,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/RdggxtcGRUiO,Mike Wallis,First,Darren Evans,7,30,WON,67,29,55,41,29,81,40,99,50,10,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/RdggxtcGRUiO,Darren Evans,First,Mike Wallis,8,21,LOST,135,23,13,41,45,45,100,,,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/RdggxtcGRUiO,Mike Wallis,Second,Darren Evans,8,20,WON,85,39,45,100,90,84,58,,,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/RdggxtcGRUiO,Darren Evans,Second,Mike Wallis,9,21,LOST,41,100,100,38,25,60,59,,,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/RdggxtcGRUiO,Mike Wallis,First,Darren Evans,9,24,WON,45,96,80,43,85,21,77,54,,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/RdggxtcGRUiO,Darren Evans,First,Mike Wallis,10,19,WON,45,100,100,100,81,55,20,,,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/RdggxtcGRUiO,Mike Wallis,Second,Darren Evans,10,18,LOST,125,80,32,41,22,26,,,,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/RdggxtcGRUiO,Darren Evans,Second,Mike Wallis,11,18,WON,59,140,95,45,100,62,,,,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/RdggxtcGRUiO,Mike Wallis,First,Darren Evans,11,18,LOST,26,100,35,40,27,41,,,,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/RdggxtcGRUiO,Darren Evans,First,Mike Wallis,12,24,WON,60,60,41,43,65,70,82,80,,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/RdggxtcGRUiO,Mike Wallis,Second,Darren Evans,12,21,LOST,30,91,26,100,54,82,98,,,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/RdggxtcGRUiO,Darren Evans,Second,Mike Wallis,13,18,LOST,140,40,81,140,31,45,,,,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/RdggxtcGRUiO,Mike Wallis,First,Darren Evans,13,20,WON,97,55,100,137,66,11,35,,,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/RdggxtcGRUiO,Darren Evans,First,Mike Wallis,14,27,LOST,97,41,55,85,44,41,41,26,51,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/RdggxtcGRUiO,Mike Wallis,Second,Darren Evans,14,26,WON,180,60,40,60,55,36,29,21,20,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/n5kcOLVmVlCa,Paul Upfold,First,Shaun Francome,1,27,LOST,13,100,60,60,45,59,28,52,28,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/n5kcOLVmVlCa,Shaun Francome,Second,Paul Upfold,1,27,WON,43,73,100,43,85,27,40,54,36,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/n5kcOLVmVlCa,Paul Upfold,Second,Shaun Francome,2,26,WON,102,59,57,76,41,82,69,11,4,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/n5kcOLVmVlCa,Shaun Francome,First,Paul Upfold,2,27,LOST,38,83,60,55,80,63,53,29,30,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/n5kcOLVmVlCa,Paul Upfold,First,Shaun Francome,3,33,LOST,45,41,59,83,79,42,11,43,35,27,18,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/n5kcOLVmVlCa,Shaun Francome,Second,Paul Upfold,3,32,WON,81,66,40,22,60,25,57,38,36,36,40,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/n5kcOLVmVlCa,Paul Upfold,Second,Shaun Francome,4,24,LOST,57,45,45,49,25,83,47,90,,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/n5kcOLVmVlCa,Shaun Francome,First,Paul Upfold,4,27,WON,46,59,40,100,23,43,90,60,40,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/n5kcOLVmVlCa,Paul Upfold,First,Shaun Francome,5,21,LOST,33,79,41,57,57,83,43,,,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/n5kcOLVmVlCa,Shaun Francome,Second,Paul Upfold,5,21,WON,95,85,140,57,32,76,16,,,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/n5kcOLVmVlCa,Paul Upfold,Second,Shaun Francome,6,30,WON,45,45,57,45,85,42,33,39,31,79,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/n5kcOLVmVlCa,Shaun Francome,First,Paul Upfold,6,30,LOST,9,22,41,79,55,93,100,32,45,9,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/n5kcOLVmVlCa,Paul Upfold,First,Shaun Francome,7,27,WON,83,57,41,86,45,79,38,56,16,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/n5kcOLVmVlCa,Shaun Francome,Second,Paul Upfold,7,24,LOST,25,68,40,77,21,60,55,39,,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/n5kcOLVmVlCa,Paul Upfold,Second,Shaun Francome,8,29,WON,47,47,76,57,95,59,78,0,24,18,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/n5kcOLVmVlCa,Shaun Francome,First,Paul Upfold,8,30,LOST,84,30,34,5,38,80,43,27,40,60,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/n5kcOLVmVlCa,Paul Upfold,First,Shaun Francome,9,21,WON,83,64,71,57,38,125,63,,,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/n5kcOLVmVlCa,Shaun Francome,Second,Paul Upfold,9,18,LOST,39,55,140,100,95,32,,,,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/n5kcOLVmVlCa,Paul Upfold,Second,Shaun Francome,10,24,LOST,69,25,57,57,41,9,29,45,,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/n5kcOLVmVlCa,Shaun Francome,First,Paul Upfold,10,27,WON,100,39,24,79,31,56,82,60,30,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/n5kcOLVmVlCa,Paul Upfold,First,Shaun Francome,11,18,WON,43,95,38,133,41,151,,,,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/n5kcOLVmVlCa,Shaun Francome,Second,Paul Upfold,11,15,LOST,64,29,81,37,87,,,,,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/n5kcOLVmVlCa,Paul Upfold,Second,Shaun Francome,12,30,WON,83,33,47,53,33,121,81,32,11,7,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/n5kcOLVmVlCa,Shaun Francome,First,Paul Upfold,12,30,LOST,13,85,20,93,96,42,81,39,16,8,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/n5kcOLVmVlCa,Paul Upfold,First,Shaun Francome,13,26,WON,41,121,79,60,100,84,12,0,4,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/n5kcOLVmVlCa,Shaun Francome,Second,Paul Upfold,13,24,LOST,80,84,40,80,36,100,56,9,,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/aO3siZsFQRYA,Jono Harding,First,Shaun Francome,1,21,LOST,135,78,40,85,59,26,38,,,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/aO3siZsFQRYA,Shaun Francome,Second,Jono Harding,1,20,WON,140,100,58,58,53,52,40,,,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/aO3siZsFQRYA,Jono Harding,Second,Shaun Francome,2,27,LOST,45,41,41,52,41,26,45,17,37,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/aO3siZsFQRYA,Shaun Francome,First,Jono Harding,2,29,WON,55,118,54,121,41,60,32,0,0,20,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/aO3siZsFQRYA,Jono Harding,First,Shaun Francome,3,29,WON,28,58,92,60,57,180,0,18,0,8,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/aO3siZsFQRYA,Shaun Francome,Second,Jono Harding,3,27,LOST,85,100,100,42,60,58,52,2,0,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/aO3siZsFQRYA,Jono Harding,Second,Shaun Francome,4,21,LOST,100,45,51,60,78,97,38,,,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/aO3siZsFQRYA,Shaun Francome,First,Jono Harding,4,24,WON,60,27,83,43,100,78,70,40,,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/aO3siZsFQRYA,Jono Harding,First,Shaun Francome,5,33,LOST,100,66,30,59,66,45,81,34,0,0,0,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/aO3siZsFQRYA,Shaun Francome,Second,Jono Harding,5,33,WON,135,55,79,125,87,0,0,12,0,0,8,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/aO3siZsFQRYA,Jono Harding,Second,Shaun Francome,6,24,LOST,36,60,55,26,100,81,121,8,,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/aO3siZsFQRYA,Shaun Francome,First,Jono Harding,6,27,WON,81,26,80,90,95,89,33,0,7,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/aO3siZsFQRYA,Jono Harding,First,Shaun Francome,7,27,LOST,60,60,57,26,15,100,55,88,20,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/aO3siZsFQRYA,Shaun Francome,Second,Jono Harding,7,26,WON,60,31,41,60,93,100,46,62,8,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/aO3siZsFQRYA,Jono Harding,Second,Shaun Francome,8,45,LOST,41,41,41,100,70,60,42,47,49,4,3,0,0,0,1,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/aO3siZsFQRYA,Shaun Francome,First,Jono Harding,8,47,WON,81,60,83,31,40,39,9,40,42,36,30,5,0,0,0,5
Morden,Premier,40,,,https://www.dartsatlas.com/matches/aO3siZsFQRYA,Jono Harding,First,Shaun Francome,9,21,LOST,47,57,44,43,34,20,1,,,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/aO3siZsFQRYA,Shaun Francome,Second,Jono Harding,9,19,WON,96,40,95,92,48,90,40,,,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/eREOYsTzWS9f,Darren Evans,Second,Nick Holman,1,19,WON,41,55,85,140,60,80,40,,,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/eREOYsTzWS9f,Nick Holman,First,Darren Evans,1,21,LOST,24,140,24,100,41,60,96,,,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/eREOYsTzWS9f,Darren Evans,First,Nick Holman,2,24,LOST,180,21,85,66,43,58,16,0,,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/eREOYsTzWS9f,Nick Holman,Second,Darren Evans,2,24,WON,100,66,100,41,41,60,61,32,,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/eREOYsTzWS9f,Darren Evans,Second,Nick Holman,3,30,LOST,140,43,41,83,60,54,60,0,10,5,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/eREOYsTzWS9f,Nick Holman,First,Darren Evans,3,32,WON,60,83,24,60,45,97,75,47,5,3,2,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/eREOYsTzWS9f,Darren Evans,First,Nick Holman,4,15,LOST,100,20,45,30,45,,,,,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/eREOYsTzWS9f,Nick Holman,Second,Darren Evans,4,15,WON,140,121,80,100,60,,,,,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/eREOYsTzWS9f,Darren Evans,Second,Nick Holman,5,18,LOST,7,60,45,85,60,59,,,,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/eREOYsTzWS9f,Nick Holman,First,Darren Evans,5,20,WON,140,40,95,47,100,20,59,,,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/eREOYsTzWS9f,Darren Evans,First,Nick Holman,6,18,WON,140,100,60,100,58,43,,,,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/eREOYsTzWS9f,Nick Holman,Second,Darren Evans,6,15,LOST,82,100,100,97,74,,,,,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/eREOYsTzWS9f,Darren Evans,Second,Nick Holman,7,18,LOST,140,60,45,83,60,41,,,,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/eREOYsTzWS9f,Nick Holman,First,Darren Evans,7,19,WON,60,85,60,60,140,56,40,,,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/eREOYsTzWS9f,Darren Evans,First,Nick Holman,8,21,LOST,100,60,45,45,40,80,57,,,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/eREOYsTzWS9f,Nick Holman,Second,Darren Evans,8,19,WON,100,180,60,60,61,20,20,,,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/eREOYsTzWS9f,Darren Evans,Second,Nick Holman,9,21,LOST,60,100,55,140,132,12,0,,,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/eREOYsTzWS9f,Nick Holman,First,Darren Evans,9,23,WON,40,100,60,85,100,86,22,8,,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/eREOYsTzWS9f,Darren Evans,First,Nick Holman,10,21,LOST,60,100,40,60,35,45,26,,,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/eREOYsTzWS9f,Nick Holman,Second,Darren Evans,10,21,WON,55,29,100,100,83,78,56,,,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/0LrhsqHgKCok,Paul Upfold,First,Darren Evans,1,21,LOST,73,81,95,26,54,81,45,,,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/0LrhsqHgKCok,Darren Evans,Second,Paul Upfold,1,20,WON,140,85,45,7,60,96,68,,,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/0LrhsqHgKCok,Paul Upfold,Second,Darren Evans,2,21,LOST,87,50,60,52,60,28,41,,,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/0LrhsqHgKCok,Darren Evans,First,Paul Upfold,2,23,WON,60,85,60,60,60,41,95,40,,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/0LrhsqHgKCok,Paul Upfold,First,Darren Evans,3,28,WON,60,31,100,21,81,60,82,46,0,20,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/0LrhsqHgKCok,Darren Evans,Second,Paul Upfold,3,27,LOST,60,25,44,45,45,55,47,60,80,,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/0LrhsqHgKCok,Paul Upfold,Second,Darren Evans,4,30,LOST,43,44,81,100,41,60,34,38,44,0,,,,,,
Morden,Premier,40,,,https://www.dartsatlas.com/matches/0LrhsqHgKCok,Darren Evans,First,Paul Upfold,4,31,WON,82,100,30,59,180,18,27,0,0,3,2,,,,,
