Venue,Division,Season,Date,Round,URL,Player,First Thrower,Opponent,Leg,Total Darts,Result,Throw_1,Throw_2,Throw_3,Throw_4,Throw_5,Throw_6,Throw_7,Throw_8,Throw_9,Throw_10,Throw_11,Throw_12,Throw_13,Throw_14,Throw_15,Throw_16
Hammersmith,,,05-10-2025,Group 4,https://www.dartsatlas.com/matches/uqgVmmaMeErO,Kian Dominguez,First,Theodore Rowan,1,26,WON,100,40,100,60,81,100,10,8,2,,,,,,,
Hammersmith,,,05-10-2025,Group 4,https://www.dartsatlas.com/matches/uqgVmmaMeErO,Theodore Rowan,Second,Kian Dominguez,1,24,LOST,41,45,60,60,45,11,125,39,,,,,,,,
Hammersmith,,,05-10-2025,Group 4,https://www.dartsatlas.com/matches/uqgVmmaMeErO,Kian Dominguez,Second,Theodore Rowan,2,17,WON,96,78,80,140,55,52,,,,,,,,,,
Hammersmith,,,05-10-2025,Group 4,https://www.dartsatlas.com/matches/uqgVmmaMeErO,Theodore Rowan,First,Kian Dominguez,2,18,LOST,26,45,45,120,26,41,,,,,,,,,,
Hammersmith,,,05-10-2025,Group 4,https://www.dartsatlas.com/matches/uqgVmmaMeErO,Kian Dominguez,First,Theodore Rowan,3,22,WON,96,140,57,60,120,0,14,14,,,,,,,,
Hammersmith,,,05-10-2025,Group 4,https://www.dartsatlas.com/matches/uqgVmmaMeErO,Theodore Rowan,Second,Kian Dominguez,3,21,LOST,100,30,55,54,61,91,35,,,,,,,,,
Hammersmith,,,05-10-2025,Group 4,https://www.dartsatlas.com/matches/YdEYB4Tga3Jv,Charlie Hardie,First,Michel Dominguez,1,42,LOST,44,44,31,41,37,80,16,30,24,42,9,39,47,0,,
Hammersmith,,,05-10-2025,Group 4,https://www.dartsatlas.com/matches/YdEYB4Tga3Jv,Michel Dominguez,Second,Charlie Hardie,1,40,WON,85,3,65,60,45,120,75,0,36,10,0,0,0,2,,
Hammersmith,,,05-10-2025,Group 4,https://www.dartsatlas.com/matches/YdEYB4Tga3Jv,Charlie Hardie,Second,Michel Dominguez,2,22,WON,60,41,60,121,59,26,94,40,,,,,,,,
Hammersmith,,,05-10-2025,Group 4,https://www.dartsatlas.com/matches/YdEYB4Tga3Jv,Michel Dominguez,First,Charlie Hardie,2,24,LOST,40,26,41,41,60,60,43,60,,,,,,,,
Hammersmith,,,05-10-2025,Group 4,https://www.dartsatlas.com/matches/YdEYB4Tga3Jv,Charlie Hardie,First,Michel Dominguez,3,37,WON,58,59,75,30,26,140,7,28,58,18,0,0,2,,,
Hammersmith,,,05-10-2025,Group 4,https://www.dartsatlas.com/matches/YdEYB4Tga3Jv,Michel Dominguez,Second,Charlie Hardie,3,36,LOST,45,26,100,45,60,29,45,41,60,15,20,0,,,,
Hammersmith,,,05-10-2025,Group 4,https://www.dartsatlas.com/matches/YdEYB4Tga3Jv,Charlie Hardie,Second,Michel Dominguez,4,48,WON,45,45,71,83,30,42,99,38,32,0,0,12,2,0,0,2
Hammersmith,,,05-10-2025,Group 4,https://www.dartsatlas.com/matches/YdEYB4Tga3Jv,Michel Dominguez,First,Charlie Hardie,4,48,LOST,26,30,61,70,21,100,80,41,38,0,17,0,9,0,0,6
Hammersmith,,,05-10-2025,Group 4,https://www.dartsatlas.com/matches/F1sOHB7vQLYM,Kian Dominguez,Second,Charlie Hardie,1,25,WON,85,58,100,40,84,83,35,0,16,,,,,,,
Hammersmith,,,05-10-2025,Group 4,https://www.dartsatlas.com/matches/F1sOHB7vQLYM,Charlie Hardie,First,Kian Dominguez,1,27,LOST,58,85,45,96,73,21,45,38,20,,,,,,,
Hammersmith,,,05-10-2025,Group 4,https://www.dartsatlas.com/matches/F1sOHB7vQLYM,Kian Dominguez,First,Charlie Hardie,2,30,WON,24,100,41,21,40,80,58,49,22,66,,,,,,
Hammersmith,,,05-10-2025,Group 4,https://www.dartsatlas.com/matches/F1sOHB7vQLYM,Charlie Hardie,Second,Kian Dominguez,2,27,LOST,30,60,60,40,78,73,28,44,48,,,,,,,
Hammersmith,,,05-10-2025,Group 4,https://www.dartsatlas.com/matches/F1sOHB7vQLYM,Kian Dominguez,Second,Charlie Hardie,3,17,WON,60,180,54,60,115,32,,,,,,,,,,
Hammersmith,,,05-10-2025,Group 4,https://www.dartsatlas.com/matches/F1sOHB7vQLYM,Charlie Hardie,First,Kian Dominguez,3,18,LOST,30,45,100,56,44,28,,,,,,,,,,
Hammersmith,,,05-10-2025,Group 4,https://www.dartsatlas.com/matches/1CnJSnysnEdn,Theodore Rowan,Second,Michel Dominguez,1,26,WON,11,59,40,43,80,45,89,118,16,,,,,,,
Hammersmith,,,05-10-2025,Group 4,https://www.dartsatlas.com/matches/1CnJSnysnEdn,Michel Dominguez,First,Theodore Rowan,1,27,LOST,22,26,40,121,101,30,41,80,20,,,,,,,
Hammersmith,,,05-10-2025,Group 4,https://www.dartsatlas.com/matches/1CnJSnysnEdn,Theodore Rowan,First,Michel Dominguez,2,33,LOST,26,41,26,134,26,41,25,21,57,84,0,,,,,
Hammersmith,,,05-10-2025,Group 4,https://www.dartsatlas.com/matches/1CnJSnysnEdn,Michel Dominguez,Second,Theodore Rowan,2,33,WON,75,61,45,45,60,41,81,45,25,13,10,,,,,
Hammersmith,,,05-10-2025,Group 4,https://www.dartsatlas.com/matches/1CnJSnysnEdn,Theodore Rowan,Second,Michel Dominguez,3,27,LOST,80,44,44,85,44,81,24,59,20,,,,,,,
Hammersmith,,,05-10-2025,Group 4,https://www.dartsatlas.com/matches/1CnJSnysnEdn,Michel Dominguez,First,Theodore Rowan,3,28,WON,25,60,60,85,22,80,85,60,0,24,,,,,,
Hammersmith,,,05-10-2025,Group 4,https://www.dartsatlas.com/matches/1CnJSnysnEdn,Theodore Rowan,First,Michel Dominguez,4,30,WON,107,41,25,45,120,100,43,0,0,20,,,,,,
Hammersmith,,,05-10-2025,Group 4,https://www.dartsatlas.com/matches/1CnJSnysnEdn,Michel Dominguez,Second,Theodore Rowan,4,27,LOST,60,40,30,61,45,60,27,45,26,,,,,,,
Hammersmith,,,05-10-2025,Group 4,https://www.dartsatlas.com/matches/1CnJSnysnEdn,Theodore Rowan,Second,Michel Dominguez,5,25,WON,60,44,100,60,60,40,83,14,40,,,,,,,
Hammersmith,,,05-10-2025,Group 4,https://www.dartsatlas.com/matches/1CnJSnysnEdn,Michel Dominguez,First,Theodore Rowan,5,27,LOST,45,41,100,11,100,60,41,41,40,,,,,,,
Hammersmith,,,05-10-2025,Group 4,https://www.dartsatlas.com/matches/9lg2uAAhgyRg,Michel Dominguez,Second,Kian Dominguez,1,27,LOST,6,73,22,80,55,41,45,26,60,,,,,,,
Hammersmith,,,05-10-2025,Group 4,https://www.dartsatlas.com/matches/9lg2uAAhgyRg,Kian Dominguez,First,Michel Dominguez,1,29,WON,47,55,100,40,60,44,45,21,22,67,,,,,,
Hammersmith,,,05-10-2025,Group 4,https://www.dartsatlas.com/matches/9lg2uAAhgyRg,Michel Dominguez,First,Kian Dominguez,2,36,WON,41,47,60,60,65,45,40,41,2,88,6,6,,,,
Hammersmith,,,05-10-2025,Group 4,https://www.dartsatlas.com/matches/9lg2uAAhgyRg,Kian Dominguez,Second,Michel Dominguez,2,33,LOST,55,59,26,57,28,80,85,75,18,0,0,,,,,
Hammersmith,,,05-10-2025,Group 4,https://www.dartsatlas.com/matches/9lg2uAAhgyRg,Michel Dominguez,Second,Kian Dominguez,3,24,LOST,25,26,60,41,100,23,60,29,,,,,,,,
Hammersmith,,,05-10-2025,Group 4,https://www.dartsatlas.com/matches/9lg2uAAhgyRg,Kian Dominguez,First,Michel Dominguez,3,27,WON,32,45,96,60,59,79,58,36,36,,,,,,,
Hammersmith,,,05-10-2025,Group 4,https://www.dartsatlas.com/matches/9lg2uAAhgyRg,Michel Dominguez,First,Kian Dominguez,4,24,LOST,60,100,42,41,85,45,60,36,,,,,,,,
Hammersmith,,,05-10-2025,Group 4,https://www.dartsatlas.com/matches/9lg2uAAhgyRg,Kian Dominguez,Second,Michel Dominguez,4,24,WON,44,37,85,58,115,122,20,20,,,,,,,,
Hammersmith,,,05-10-2025,Group 4,https://www.dartsatlas.com/matches/Is3mjLxHSxsl,Theodore Rowan,Second,Charlie Hardie,1,30,WON,125,40,99,25,40,22,40,42,64,4,,,,,,
Hammersmith,,,05-10-2025,Group 4,https://www.dartsatlas.com/matches/Is3mjLxHSxsl,Charlie Hardie,First,Theodore Rowan,1,30,LOST,46,84,66,45,23,58,70,35,34,0,,,,,,
Hammersmith,,,05-10-2025,Group 4,https://www.dartsatlas.com/matches/Is3mjLxHSxsl,Theodore Rowan,First,Charlie Hardie,2,38,WON,22,26,45,10,120,24,41,41,29,41,62,20,20,,,
Hammersmith,,,05-10-2025,Group 4,https://www.dartsatlas.com/matches/Is3mjLxHSxsl,Charlie Hardie,Second,Theodore Rowan,2,36,LOST,41,41,25,45,44,41,60,7,45,78,66,0,,,,
Hammersmith,,,05-10-2025,Group 4,https://www.dartsatlas.com/matches/Is3mjLxHSxsl,Theodore Rowan,Second,Charlie Hardie,3,24,LOST,60,39,42,60,100,40,60,25,,,,,,,,
Hammersmith,,,05-10-2025,Group 4,https://www.dartsatlas.com/matches/Is3mjLxHSxsl,Charlie Hardie,First,Theodore Rowan,3,27,WON,85,60,60,60,45,45,46,60,40,,,,,,,
Hammersmith,,,05-10-2025,Group 4,https://www.dartsatlas.com/matches/Is3mjLxHSxsl,Theodore Rowan,First,Charlie Hardie,4,45,LOST,85,40,36,60,47,60,43,51,39,0,20,0,15,0,0,
Hammersmith,,,05-10-2025,Group 4,https://www.dartsatlas.com/matches/Is3mjLxHSxsl,Charlie Hardie,Second,Theodore Rowan,4,43,WON,45,40,140,42,94,72,0,43,13,0,0,0,0,8,4,
Hammersmith,,,05-10-2025,Group 4,https://www.dartsatlas.com/matches/Is3mjLxHSxsl,Theodore Rowan,Second,Charlie Hardie,5,24,LOST,22,99,81,60,45,59,46,39,,,,,,,,
Hammersmith,,,05-10-2025,Group 4,https://www.dartsatlas.com/matches/Is3mjLxHSxsl,Charlie Hardie,First,Theodore Rowan,5,26,WON,25,59,97,125,60,85,8,6,36,,,,,,,
