Venue,Division,Season,Date,Round,URL,Player,First Thrower,Opponent,Leg,Total Darts,Result,Throw_1,Throw_2,Throw_3,Throw_4,Throw_5,Throw_6,Throw_7,Throw_8,Throw_9,Throw_10,Throw_11
Ruislip,,,25/07/2025,Final,https://www.dartsatlas.com/matches/FtUArWKGeYSz,Josh Hook,First,Charlie Green,1,21,WON,67,60,125,77,77,39,56,,,,
Ruislip,,,25/07/2025,Final,https://www.dartsatlas.com/matches/FtUArWKGeYSz,Charlie Green,Second,Josh Hook,1,18,LOST,43,80,60,42,58,40,,,,,
Ruislip,,,25/07/2025,Final,https://www.dartsatlas.com/matches/FtUArWKGeYSz,Josh Hook,Second,Charlie Green,2,20,WON,96,81,140,60,56,43,25,,,,
Ruislip,,,25/07/2025,Final,https://www.dartsatlas.com/matches/FtUArWKGeYSz,Charlie Green,First,Josh Hook,2,21,LOST,180,100,100,43,0,38,30,,,,
Ruislip,,,25/07/2025,Final,https://www.dartsatlas.com/matches/FtUArWKGeYSz,Josh Hook,First,Charlie Green,3,22,WON,59,81,100,81,83,77,10,10,,,
Ruislip,,,25/07/2025,Final,https://www.dartsatlas.com/matches/FtUArWKGeYSz,Charlie Green,Second,Josh Hook,3,21,LOST,59,59,59,43,60,57,98,,,,
Ruislip,,,25/07/2025,Final,https://www.dartsatlas.com/matches/FtUArWKGeYSz,Josh Hook,Second,Charlie Green,4,18,LOST,77,60,137,77,80,54,,,,,
Ruislip,,,25/07/2025,Final,https://www.dartsatlas.com/matches/FtUArWKGeYSz,Charlie Green,First,Josh Hook,4,19,WON,57,95,44,80,100,101,24,,,,
Ruislip,,,25/07/2025,Final,https://www.dartsatlas.com/matches/FtUArWKGeYSz,Josh Hook,First,Charlie Green,5,17,WON,136,80,59,99,83,44,,,,,
Ruislip,,,25/07/2025,Final,https://www.dartsatlas.com/matches/FtUArWKGeYSz,Charlie Green,Second,Josh Hook,5,15,LOST,100,78,43,100,44,,,,,,
Ruislip,,,25/07/2025,Final,https://www.dartsatlas.com/matches/FtUArWKGeYSz,Josh Hook,Second,Charlie Green,6,15,LOST,60,96,140,45,44,,,,,,
Ruislip,,,25/07/2025,Final,https://www.dartsatlas.com/matches/FtUArWKGeYSz,Charlie Green,First,Josh Hook,6,16,WON,81,86,140,100,74,20,,,,,
Ruislip,,,25/07/2025,Final,https://www.dartsatlas.com/matches/FtUArWKGeYSz,Josh Hook,First,Charlie Green,7,21,LOST,100,140,77,100,44,35,0,,,,
Ruislip,,,25/07/2025,Final,https://www.dartsatlas.com/matches/FtUArWKGeYSz,Charlie Green,Second,Josh Hook,7,19,WON,100,140,77,44,80,40,20,,,,
Ruislip,,,25/07/2025,Final,https://www.dartsatlas.com/matches/FtUArWKGeYSz,Josh Hook,Second,Charlie Green,8,21,LOST,100,60,174,15,100,20,24,,,,
Ruislip,,,25/07/2025,Final,https://www.dartsatlas.com/matches/FtUArWKGeYSz,Charlie Green,First,Josh Hook,8,22,WON,140,40,96,58,97,50,10,10,,,
Ruislip,,,25/07/2025,Final,https://www.dartsatlas.com/matches/FtUArWKGeYSz,Josh Hook,First,Charlie Green,9,21,WON,100,27,60,134,100,41,39,,,,
Ruislip,,,25/07/2025,Final,https://www.dartsatlas.com/matches/FtUArWKGeYSz,Charlie Green,Second,Josh Hook,9,18,LOST,96,58,139,58,58,34,,,,,
Ruislip,,,25/07/2025,Final,https://www.dartsatlas.com/matches/FtUArWKGeYSz,Josh Hook,Second,Charlie Green,10,21,LOST,99,81,64,85,40,59,60,,,,
Ruislip,,,25/07/2025,Final,https://www.dartsatlas.com/matches/FtUArWKGeYSz,Charlie Green,First,Josh Hook,10,22,WON,100,115,95,39,100,0,32,20,,,
Ruislip,,,25/07/2025,Final,https://www.dartsatlas.com/matches/FtUArWKGeYSz,Josh Hook,First,Charlie Green,11,15,LOST,47,59,96,41,100,,,,,,
