Venue,Division,Season,Date,Round,URL,Player,First Thrower,Opponent,Leg,Total Darts,Result,Throw_1,Throw_2,Throw_3,Throw_4,Throw_5,Throw_6,Throw_7,Throw_8,Throw_9,Throw_10
Moretown,,,03-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/Qm1P3FsolCa2,Kieran Parsons,First,Brad Canning,7,30,LOST,100,60,59,45,29,55,23,54,52,12
Moretown,,,03-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/Qm1P3FsolCa2,Brad Canning,Second,Kieran Parsons,7,29,WON,55,60,45,59,45,32,45,100,40,20
Moretown,,,03-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/kAaQviJrd7kP,George Bamber,First,Shaun Francome,1,22,WON,25,30,120,98,56,100,40,32,,
Moretown,,,03-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/kAaQviJrd7kP,Shaun Francome,Second,George Bamber,1,21,LOST,60,11,65,23,26,7,59,,,
Moretown,,,03-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/kAaQviJrd7kP,George Bamber,Second,Shaun Francome,2,22,WON,134,100,43,57,59,48,40,20,,
Moretown,,,03-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/kAaQviJrd7kP,Shaun Francome,First,George Bamber,2,24,LOST,95,77,64,28,44,45,58,40,,
Moretown,,,03-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/kAaQviJrd7kP,George Bamber,First,Shaun Francome,3,23,WON,27,83,100,140,83,52,0,16,,
Moretown,,,03-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/kAaQviJrd7kP,Shaun Francome,Second,George Bamber,3,21,LOST,23,23,60,39,95,131,11,,,
Moretown,,,03-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/kAaQviJrd7kP,George Bamber,Second,Shaun Francome,4,24,WON,43,100,28,95,123,56,16,40,,
Moretown,,,03-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/kAaQviJrd7kP,Shaun Francome,First,George Bamber,4,24,LOST,100,59,100,49,60,24,49,20,,
Moretown,,,03-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/tsNUhZOskh5u,Tyla Samson,First,Adrian Boier,1,23,WON,60,28,91,22,140,60,41,59,,
Moretown,,,03-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/tsNUhZOskh5u,Adrian Boier,Second,Tyla Samson,1,21,LOST,23,127,13,79,27,81,44,,,
Moretown,,,03-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/tsNUhZOskh5u,Tyla Samson,Second,Adrian Boier,2,21,WON,96,81,43,81,60,33,107,,,
Moretown,,,03-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/tsNUhZOskh5u,Adrian Boier,First,Tyla Samson,2,21,LOST,41,41,84,43,84,85,24,,,
Moretown,,,03-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/tsNUhZOskh5u,Tyla Samson,First,Adrian Boier,3,19,WON,60,83,49,59,95,123,32,,,
Moretown,,,03-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/tsNUhZOskh5u,Adrian Boier,Second,Tyla Samson,3,18,LOST,60,100,84,65,100,52,,,,
Moretown,,,03-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/tsNUhZOskh5u,Tyla Samson,Second,Adrian Boier,4,17,WON,100,140,100,81,40,40,,,,
Moretown,,,03-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/tsNUhZOskh5u,Adrian Boier,First,Tyla Samson,4,18,LOST,125,115,79,58,99,0,,,,
Moretown,,,03-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/fIP0p1QIOcr0,Connor Merrick,Second,George Whyte,1,24,LOST,22,60,64,41,41,47,100,86,,
Moretown,,,03-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/fIP0p1QIOcr0,George Whyte,First,Connor Merrick,1,26,WON,100,60,16,98,100,102,0,15,10,
Moretown,,,03-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/fIP0p1QIOcr0,Connor Merrick,First,George Whyte,2,30,LOST,22,26,28,40,60,40,25,66,7,23
Moretown,,,03-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/fIP0p1QIOcr0,George Whyte,Second,Connor Merrick,2,28,WON,95,100,59,57,60,58,32,30,8,2
Moretown,,,03-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/fIP0p1QIOcr0,Connor Merrick,Second,George Whyte,3,12,LOST,100,60,60,42,,,,,,
Moretown,,,03-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/fIP0p1QIOcr0,George Whyte,First,Connor Merrick,3,15,WON,100,85,96,100,120,,,,,
Moretown,,,03-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/fIP0p1QIOcr0,Connor Merrick,First,George Whyte,4,18,LOST,83,58,140,60,60,25,,,,
Moretown,,,03-10-2025,Quarter-Final,https://www.dartsatlas.com/matches/fIP0p1QIOcr0,George Whyte,Second,Connor Merrick,4,18,WON,60,78,140,81,100,42,,,,
