Venue,Division,Season,Date,Round,URL,Player,First Thrower,Opponent,Leg,Total Darts,Result,Throw_1,Throw_2,Throw_3,Throw_4,Throw_5,Throw_6,Throw_7,Throw_8,Throw_9,Throw_10,Throw_11,Throw_12,Throw_13,Throw_14,Throw_15
Morden,,,21-09-2025,Group 1,https://www.dartsatlas.com/matches/wlwY3TlCkuKs,Troy Power,First,Charlie Green,3,24,LOST,41,140,60,30,60,60,44,46,,,,,,,
Morden,,,21-09-2025,Group 1,https://www.dartsatlas.com/matches/wlwY3TlCkuKs,Charlie Green,Second,Troy Power,3,24,WON,77,45,140,28,41,59,37,74,,,,,,,
Morden,,,21-09-2025,Group 1,https://www.dartsatlas.com/matches/LxVwOt93zYPu,Tyler Holmes,Second,Kian Dominguez,1,21,LOST,29,39,43,83,78,54,135,,,,,,,,
Morden,,,21-09-2025,Group 1,https://www.dartsatlas.com/matches/LxVwOt93zYPu,Kian Dominguez,First,Tyler Holmes,1,22,WON,82,100,60,59,85,44,51,20,,,,,,,
Morden,,,21-09-2025,Group 1,https://www.dartsatlas.com/matches/LxVwOt93zYPu,Tyler Holmes,First,Kian Dominguez,2,21,LOST,43,45,5,28,95,26,77,,,,,,,,
Morden,,,21-09-2025,Group 1,https://www.dartsatlas.com/matches/LxVwOt93zYPu,Kian Dominguez,Second,Tyler Holmes,2,19,WON,81,70,140,85,53,52,20,,,,,,,,
Morden,,,21-09-2025,Group 1,https://www.dartsatlas.com/matches/aXo10GDjbsSJ,Steve Henry,First,Charlie Green,1,24,LOST,41,41,100,60,23,60,45,49,,,,,,,
Morden,,,21-09-2025,Group 1,https://www.dartsatlas.com/matches/aXo10GDjbsSJ,Charlie Green,Second,Steve Henry,1,23,WON,100,60,140,60,66,35,20,20,,,,,,,
Morden,,,21-09-2025,Group 1,https://www.dartsatlas.com/matches/aXo10GDjbsSJ,Steve Henry,Second,Charlie Green,2,24,LOST,15,45,58,40,43,81,30,55,,,,,,,
Morden,,,21-09-2025,Group 1,https://www.dartsatlas.com/matches/aXo10GDjbsSJ,Charlie Green,First,Steve Henry,2,26,WON,60,60,42,80,117,82,40,0,20,,,,,,
Morden,,,21-09-2025,Group 1,https://www.dartsatlas.com/matches/10i6lrgRpvZi,Kian Dominguez,First,Troy Power,1,25,WON,32,43,77,100,99,59,33,18,40,,,,,,
Morden,,,21-09-2025,Group 1,https://www.dartsatlas.com/matches/10i6lrgRpvZi,Troy Power,Second,Kian Dominguez,1,24,LOST,97,140,60,85,79,30,5,3,,,,,,,
Morden,,,21-09-2025,Group 1,https://www.dartsatlas.com/matches/10i6lrgRpvZi,Kian Dominguez,Second,Troy Power,2,18,LOST,41,100,100,45,41,46,,,,,,,,,
Morden,,,21-09-2025,Group 1,https://www.dartsatlas.com/matches/10i6lrgRpvZi,Troy Power,First,Kian Dominguez,2,20,WON,59,125,38,54,45,140,40,,,,,,,,
Morden,,,21-09-2025,Group 1,https://www.dartsatlas.com/matches/10i6lrgRpvZi,Kian Dominguez,First,Troy Power,3,26,WON,59,82,40,45,27,60,100,55,33,,,,,,
Morden,,,21-09-2025,Group 1,https://www.dartsatlas.com/matches/10i6lrgRpvZi,Troy Power,Second,Kian Dominguez,3,24,LOST,59,45,59,60,60,95,55,43,,,,,,,
Morden,,,21-09-2025,Group 1,https://www.dartsatlas.com/matches/oQH4S5UHOd8O,Shane Edwards,Second,Tyler Holmes,1,21,WON,57,58,100,60,81,71,74,,,,,,,,
Morden,,,21-09-2025,Group 1,https://www.dartsatlas.com/matches/oQH4S5UHOd8O,Tyler Holmes,First,Shane Edwards,1,21,LOST,41,100,45,59,39,40,44,,,,,,,,
Morden,,,21-09-2025,Group 1,https://www.dartsatlas.com/matches/oQH4S5UHOd8O,Shane Edwards,First,Tyler Holmes,2,20,WON,77,44,96,134,96,36,18,,,,,,,,
Morden,,,21-09-2025,Group 1,https://www.dartsatlas.com/matches/oQH4S5UHOd8O,Tyler Holmes,Second,Shane Edwards,2,18,LOST,41,41,26,60,41,5,,,,,,,,,
Morden,,,21-09-2025,Group 1,https://www.dartsatlas.com/matches/4xNb6FhzKnts,Kian Dominguez,First,Steve Henry,1,25,WON,60,140,36,57,27,60,45,36,40,,,,,,
Morden,,,21-09-2025,Group 1,https://www.dartsatlas.com/matches/4xNb6FhzKnts,Steve Henry,Second,Kian Dominguez,1,24,LOST,30,22,59,83,22,47,40,42,,,,,,,
Morden,,,21-09-2025,Group 1,https://www.dartsatlas.com/matches/4xNb6FhzKnts,Kian Dominguez,Second,Steve Henry,2,24,LOST,61,45,80,41,100,58,42,49,,,,,,,
Morden,,,21-09-2025,Group 1,https://www.dartsatlas.com/matches/4xNb6FhzKnts,Steve Henry,First,Kian Dominguez,2,25,WON,83,45,60,76,63,98,36,30,10,,,,,,
Morden,,,21-09-2025,Group 1,https://www.dartsatlas.com/matches/4xNb6FhzKnts,Kian Dominguez,First,Steve Henry,3,27,WON,60,58,60,60,60,58,93,36,16,,,,,,
Morden,,,21-09-2025,Group 1,https://www.dartsatlas.com/matches/4xNb6FhzKnts,Steve Henry,Second,Kian Dominguez,3,24,LOST,85,45,47,83,47,83,36,26,,,,,,,
Morden,,,21-09-2025,Group 1,https://www.dartsatlas.com/matches/efNHKlovpuow,Charlie Green,First,Shane Edwards,1,21,LOST,140,60,81,60,80,60,0,,,,,,,,
Morden,,,21-09-2025,Group 1,https://www.dartsatlas.com/matches/efNHKlovpuow,Shane Edwards,Second,Charlie Green,1,19,WON,60,42,40,99,100,120,40,,,,,,,,
Morden,,,21-09-2025,Group 1,https://www.dartsatlas.com/matches/efNHKlovpuow,Charlie Green,Second,Shane Edwards,2,18,WON,100,57,60,100,140,44,,,,,,,,,
Morden,,,21-09-2025,Group 1,https://www.dartsatlas.com/matches/efNHKlovpuow,Shane Edwards,First,Charlie Green,2,18,LOST,134,100,60,95,96,8,,,,,,,,,
Morden,,,21-09-2025,Group 1,https://www.dartsatlas.com/matches/efNHKlovpuow,Charlie Green,First,Shane Edwards,3,19,WON,83,78,100,100,100,0,40,,,,,,,,
Morden,,,21-09-2025,Group 1,https://www.dartsatlas.com/matches/efNHKlovpuow,Shane Edwards,Second,Charlie Green,3,18,LOST,57,85,41,140,60,80,,,,,,,,,
Morden,,,21-09-2025,Group 1,https://www.dartsatlas.com/matches/NP1iDM1uipgg,Troy Power,First,Tyler Holmes,1,23,WON,45,58,140,60,45,60,53,40,,,,,,,
Morden,,,21-09-2025,Group 1,https://www.dartsatlas.com/matches/NP1iDM1uipgg,Tyler Holmes,Second,Troy Power,1,21,LOST,41,45,60,45,70,100,100,,,,,,,,
Morden,,,21-09-2025,Group 1,https://www.dartsatlas.com/matches/NP1iDM1uipgg,Troy Power,Second,Tyler Holmes,2,17,WON,59,81,140,123,57,41,,,,,,,,,
Morden,,,21-09-2025,Group 1,https://www.dartsatlas.com/matches/NP1iDM1uipgg,Tyler Holmes,First,Troy Power,2,18,LOST,99,29,60,36,44,59,,,,,,,,,
Morden,,,21-09-2025,Group 2,https://www.dartsatlas.com/matches/m4eN4m1pmr1Y,John Green,First,Paul Upfold,1,21,LOST,81,81,30,45,100,55,39,,,,,,,,
Morden,,,21-09-2025,Group 2,https://www.dartsatlas.com/matches/m4eN4m1pmr1Y,Paul Upfold,Second,John Green,1,20,WON,85,43,121,100,72,40,40,,,,,,,,
Morden,,,21-09-2025,Group 2,https://www.dartsatlas.com/matches/m4eN4m1pmr1Y,John Green,Second,Paul Upfold,2,21,LOST,45,60,100,60,26,40,98,,,,,,,,
Morden,,,21-09-2025,Group 2,https://www.dartsatlas.com/matches/m4eN4m1pmr1Y,Paul Upfold,First,John Green,2,22,WON,59,81,100,40,29,140,42,10,,,,,,,
Morden,,,21-09-2025,Group 2,https://www.dartsatlas.com/matches/l9NUMFS7ra4P,Tomasz Lach,First,Tom Riding,1,24,LOST,90,60,41,24,60,60,81,60,,,,,,,
Morden,,,21-09-2025,Group 2,https://www.dartsatlas.com/matches/l9NUMFS7ra4P,Tom Riding,Second,Tomasz Lach,1,24,WON,50,60,140,60,43,100,16,32,,,,,,,
Morden,,,21-09-2025,Group 2,https://www.dartsatlas.com/matches/l9NUMFS7ra4P,Tomasz Lach,Second,Tom Riding,2,15,LOST,45,60,38,36,30,,,,,,,,,,
Morden,,,21-09-2025,Group 2,https://www.dartsatlas.com/matches/l9NUMFS7ra4P,Tom Riding,First,Tomasz Lach,2,16,WON,100,81,180,100,0,40,,,,,,,,,
Morden,,,21-09-2025,Group 2,https://www.dartsatlas.com/matches/nmY6gXp3ubQU,Teddie Stanford,First,Paul Tudor,1,24,LOST,57,93,29,41,6,15,47,13,,,,,,,
Morden,,,21-09-2025,Group 2,https://www.dartsatlas.com/matches/nmY6gXp3ubQU,Paul Tudor,Second,Teddie Stanford,1,22,WON,100,41,121,121,30,30,38,20,,,,,,,
Morden,,,21-09-2025,Group 2,https://www.dartsatlas.com/matches/nmY6gXp3ubQU,Teddie Stanford,Second,Paul Tudor,2,21,LOST,57,77,57,79,38,31,63,,,,,,,,
Morden,,,21-09-2025,Group 2,https://www.dartsatlas.com/matches/nmY6gXp3ubQU,Paul Tudor,First,Teddie Stanford,2,23,WON,100,60,60,55,100,58,64,4,,,,,,,
Morden,,,21-09-2025,Group 2,https://www.dartsatlas.com/matches/byk6K6BwCmIm,John Green,First,Tomasz Lach,1,24,WON,60,81,85,43,81,100,19,32,,,,,,,
Morden,,,21-09-2025,Group 2,https://www.dartsatlas.com/matches/byk6K6BwCmIm,Tomasz Lach,Second,John Green,1,21,LOST,30,41,59,56,58,26,104,,,,,,,,
Morden,,,21-09-2025,Group 2,https://www.dartsatlas.com/matches/byk6K6BwCmIm,John Green,Second,Tomasz Lach,2,43,WON,81,26,140,26,44,43,29,48,32,0,24,6,0,0,2
Morden,,,21-09-2025,Group 2,https://www.dartsatlas.com/matches/byk6K6BwCmIm,Tomasz Lach,First,John Green,2,45,LOST,60,55,85,30,28,83,81,69,0,0,0,0,0,8,0
Morden,,,21-09-2025,Group 2,https://www.dartsatlas.com/matches/RHARwDaVJOOG,Paul Upfold,Second,Paul Tudor,1,18,WON,76,140,100,43,94,48,,,,,,,,,
Morden,,,21-09-2025,Group 2,https://www.dartsatlas.com/matches/RHARwDaVJOOG,Paul Tudor,First,Paul Upfold,1,18,LOST,100,30,41,123,123,37,,,,,,,,,
Morden,,,21-09-2025,Group 2,https://www.dartsatlas.com/matches/RHARwDaVJOOG,Paul Upfold,First,Paul Tudor,2,21,LOST,45,45,27,100,60,32,55,,,,,,,,
Morden,,,21-09-2025,Group 2,https://www.dartsatlas.com/matches/RHARwDaVJOOG,Paul Tudor,Second,Paul Upfold,2,19,WON,100,100,100,66,85,10,40,,,,,,,,
Morden,,,21-09-2025,Group 2,https://www.dartsatlas.com/matches/RHARwDaVJOOG,Paul Upfold,Second,Paul Tudor,3,21,LOST,48,140,60,92,74,69,10,,,,,,,,
Morden,,,21-09-2025,Group 2,https://www.dartsatlas.com/matches/RHARwDaVJOOG,Paul Tudor,First,Paul Upfold,3,23,WON,85,60,26,85,125,60,24,36,,,,,,,
Morden,,,21-09-2025,Group 2,https://www.dartsatlas.com/matches/xJqdPJ54JwKL,Tom Riding,First,Teddie Stanford,1,20,WON,100,100,60,60,100,69,12,,,,,,,,
Morden,,,21-09-2025,Group 2,https://www.dartsatlas.com/matches/xJqdPJ54JwKL,Teddie Stanford,Second,Tom Riding,1,18,LOST,105,63,31,86,13,43,,,,,,,,,
Morden,,,21-09-2025,Group 2,https://www.dartsatlas.com/matches/xJqdPJ54JwKL,Tom Riding,Second,Teddie Stanford,2,21,WON,45,100,60,100,81,59,56,,,,,,,,
Morden,,,21-09-2025,Group 2,https://www.dartsatlas.com/matches/xJqdPJ54JwKL,Teddie Stanford,First,Tom Riding,2,21,LOST,13,76,35,76,57,13,48,,,,,,,,
Morden,,,21-09-2025,Group 2,https://www.dartsatlas.com/matches/s3xhEUt0sZCW,Paul Tudor,First,John Green,1,16,WON,100,140,121,80,20,40,,,,,,,,,
Morden,,,21-09-2025,Group 2,https://www.dartsatlas.com/matches/s3xhEUt0sZCW,John Green,Second,Paul Tudor,1,15,LOST,60,45,26,83,30,,,,,,,,,,
Morden,,,21-09-2025,Group 2,https://www.dartsatlas.com/matches/s3xhEUt0sZCW,Paul Tudor,Second,John Green,2,18,WON,60,81,62,100,100,98,,,,,,,,,
Morden,,,21-09-2025,Group 2,https://www.dartsatlas.com/matches/s3xhEUt0sZCW,John Green,First,Paul Tudor,2,18,LOST,22,45,26,66,22,28,,,,,,,,,
Morden,,,21-09-2025,Group 2,https://www.dartsatlas.com/matches/pXZ1UvzNn0Zu,Paul Upfold,Second,Tom Riding,1,18,LOST,78,32,60,42,44,70,,,,,,,,,
Morden,,,21-09-2025,Group 2,https://www.dartsatlas.com/matches/pXZ1UvzNn0Zu,Tom Riding,First,Paul Upfold,1,20,WON,140,58,60,100,60,43,40,,,,,,,,
Morden,,,21-09-2025,Group 2,https://www.dartsatlas.com/matches/pXZ1UvzNn0Zu,Paul Upfold,First,Tom Riding,2,24,LOST,45,44,100,60,34,60,134,21,,,,,,,
Morden,,,21-09-2025,Group 2,https://www.dartsatlas.com/matches/pXZ1UvzNn0Zu,Tom Riding,Second,Paul Upfold,2,24,WON,41,45,100,66,100,59,65,25,,,,,,,
Morden,,,21-09-2025,Group 2,https://www.dartsatlas.com/matches/mGyebZNOmbgy,Tomasz Lach,Second,Teddie Stanford,1,43,WON,60,7,100,11,64,83,9,26,26,83,16,12,0,0,4
Morden,,,21-09-2025,Group 2,https://www.dartsatlas.com/matches/mGyebZNOmbgy,Teddie Stanford,First,Tomasz Lach,1,45,LOST,67,54,57,21,25,31,73,25,39,9,28,40,0,23,0
Morden,,,21-09-2025,Group 2,https://www.dartsatlas.com/matches/mGyebZNOmbgy,Tomasz Lach,First,Teddie Stanford,2,34,WON,60,81,60,22,41,43,39,95,5,35,10,10,,,
Morden,,,21-09-2025,Group 2,https://www.dartsatlas.com/matches/mGyebZNOmbgy,Teddie Stanford,Second,Tomasz Lach,2,33,LOST,29,45,53,83,22,27,71,12,58,45,46,,,,
Morden,,,21-09-2025,Group 2,https://www.dartsatlas.com/matches/WmRq9VabkDkl,John Green,First,Tom Riding,1,18,LOST,100,76,60,66,81,78,,,,,,,,,
Morden,,,21-09-2025,Group 2,https://www.dartsatlas.com/matches/WmRq9VabkDkl,Tom Riding,Second,John Green,1,16,WON,100,140,100,80,51,30,,,,,,,,,
Morden,,,21-09-2025,Group 2,https://www.dartsatlas.com/matches/WmRq9VabkDkl,John Green,Second,Tom Riding,2,15,LOST,140,45,81,55,60,,,,,,,,,,
Morden,,,21-09-2025,Group 2,https://www.dartsatlas.com/matches/WmRq9VabkDkl,Tom Riding,First,John Green,2,16,WON,180,45,60,140,36,40,,,,,,,,,
Morden,,,21-09-2025,Group 2,https://www.dartsatlas.com/matches/JRRIAqn0OrYj,Teddie Stanford,Second,Paul Upfold,1,21,LOST,28,20,24,76,41,39,71,,,,,,,,
Morden,,,21-09-2025,Group 2,https://www.dartsatlas.com/matches/JRRIAqn0OrYj,Paul Upfold,First,Teddie Stanford,1,22,WON,140,129,60,54,29,49,20,20,,,,,,,
Morden,,,21-09-2025,Group 2,https://www.dartsatlas.com/matches/JRRIAqn0OrYj,Teddie Stanford,First,Paul Upfold,2,21,LOST,45,41,29,26,88,30,29,,,,,,,,
Morden,,,21-09-2025,Group 2,https://www.dartsatlas.com/matches/JRRIAqn0OrYj,Paul Upfold,Second,Teddie Stanford,2,20,WON,65,81,59,31,171,34,60,,,,,,,,
Morden,,,21-09-2025,Group 2,https://www.dartsatlas.com/matches/I5XE16G0pemA,Paul Tudor,First,Tomasz Lach,1,22,WON,60,85,85,60,33,134,12,32,,,,,,,
Morden,,,21-09-2025,Group 2,https://www.dartsatlas.com/matches/I5XE16G0pemA,Tomasz Lach,Second,Paul Tudor,1,21,LOST,22,60,26,45,79,45,71,,,,,,,,
Morden,,,21-09-2025,Group 2,https://www.dartsatlas.com/matches/I5XE16G0pemA,Paul Tudor,Second,Tomasz Lach,2,31,WON,47,3,45,45,100,60,85,76,30,6,4,,,,
Morden,,,21-09-2025,Group 2,https://www.dartsatlas.com/matches/I5XE16G0pemA,Tomasz Lach,First,Paul Tudor,2,33,LOST,23,27,7,60,20,43,17,26,9,61,26,,,,
Morden,,,21-09-2025,Group 2,https://www.dartsatlas.com/matches/9BdaCqDR5hju,Teddie Stanford,Second,John Green,1,33,LOST,33,64,38,35,36,31,9,20,41,50,90,,,,
Morden,,,21-09-2025,Group 2,https://www.dartsatlas.com/matches/9BdaCqDR5hju,John Green,First,Teddie Stanford,1,36,WON,41,100,45,81,100,41,30,47,0,8,0,8,,,
Morden,,,21-09-2025,Group 2,https://www.dartsatlas.com/matches/9BdaCqDR5hju,Teddie Stanford,First,John Green,2,33,LOST,83,12,51,55,25,29,55,13,36,21,23,,,,
Morden,,,21-09-2025,Group 2,https://www.dartsatlas.com/matches/9BdaCqDR5hju,John Green,Second,Teddie Stanford,2,33,WON,45,22,41,68,60,57,60,45,41,30,32,,,,
Morden,,,21-09-2025,Group 2,https://www.dartsatlas.com/matches/BXwSgult99OV,Tom Riding,Second,Paul Tudor,1,20,WON,140,85,15,100,100,25,36,,,,,,,,
Morden,,,21-09-2025,Group 2,https://www.dartsatlas.com/matches/BXwSgult99OV,Paul Tudor,First,Tom Riding,1,21,LOST,55,45,100,45,140,24,68,,,,,,,,
Morden,,,21-09-2025,Group 2,https://www.dartsatlas.com/matches/BXwSgult99OV,Tom Riding,First,Paul Tudor,2,19,WON,45,180,28,121,59,36,32,,,,,,,,
Morden,,,21-09-2025,Group 2,https://www.dartsatlas.com/matches/BXwSgult99OV,Paul Tudor,Second,Tom Riding,2,18,LOST,100,45,45,58,81,60,,,,,,,,,
Morden,,,21-09-2025,Group 2,https://www.dartsatlas.com/matches/J30U9nhspX7j,Paul Upfold,First,Tomasz Lach,1,34,WON,121,32,47,100,43,58,80,10,0,0,8,2,,,
Morden,,,21-09-2025,Group 2,https://www.dartsatlas.com/matches/J30U9nhspX7j,Tomasz Lach,Second,Paul Upfold,1,33,LOST,45,81,55,45,7,41,41,39,47,24,58,,,,
Morden,,,21-09-2025,Group 2,https://www.dartsatlas.com/matches/J30U9nhspX7j,Paul Upfold,Second,Tomasz Lach,2,22,WON,40,64,100,100,64,53,40,40,,,,,,,
Morden,,,21-09-2025,Group 2,https://www.dartsatlas.com/matches/J30U9nhspX7j,Tomasz Lach,First,Paul Upfold,2,24,LOST,7,30,68,81,70,35,26,41,,,,,,,
Morden,,,21-09-2025,Group 3,https://www.dartsatlas.com/matches/voA2HuSFIyrB,Sam Henig,Second,Nick Holman,1,27,LOST,30,121,15,43,46,25,61,55,86,,,,,,
Morden,,,21-09-2025,Group 3,https://www.dartsatlas.com/matches/voA2HuSFIyrB,Nick Holman,First,Sam Henig,1,29,WON,121,41,60,41,22,140,72,2,0,2,,,,,
Morden,,,21-09-2025,Group 3,https://www.dartsatlas.com/matches/voA2HuSFIyrB,Sam Henig,First,Nick Holman,2,27,LOST,26,13,7,85,23,5,5,41,26,,,,,,
Morden,,,21-09-2025,Group 3,https://www.dartsatlas.com/matches/voA2HuSFIyrB,Nick Holman,Second,Sam Henig,2,25,WON,60,43,27,100,101,26,42,82,20,,,,,,
Morden,,,21-09-2025,Group 3,https://www.dartsatlas.com/matches/9OtdvPnffAIk,Bobby Harwood,Second,Dylan Loughnane,1,24,LOST,45,41,140,41,45,61,82,40,,,,,,,
Morden,,,21-09-2025,Group 3,https://www.dartsatlas.com/matches/9OtdvPnffAIk,Dylan Loughnane,First,Bobby Harwood,1,27,WON,85,59,40,60,22,60,59,84,32,,,,,,
Morden,,,21-09-2025,Group 3,https://www.dartsatlas.com/matches/9OtdvPnffAIk,Bobby Harwood,First,Dylan Loughnane,2,27,LOST,83,60,60,60,26,41,28,47,48,,,,,,
