Venue,Division,Season,Date,Round,URL,Player,First Thrower,Opponent,Leg,Total Darts,Result,Throw_1,Throw_2,Throw_3,Throw_4,Throw_5,Throw_6,Throw_7,Throw_8,Throw_9,Throw_10
Wood Green,,,14/06/2025,Semi-Final,https://www.dartsatlas.com/matches/13v98pJuEfUD,Charlie Green,First,Joe ephgrave,8,21,WON,85,45,46,99,59,100,67,,,
Wood Green,,,14/06/2025,Semi-Final,https://www.dartsatlas.com/matches/13v98pJuEfUD,Joe ephgrave,Second,Charlie Green,8,18,LOST,64,81,26,140,121,37,,,,
Wood Green,,,14/06/2025,Semi-Final,https://www.dartsatlas.com/matches/13v98pJuEfUD,Charlie Green,Second,Joe ephgrave,9,18,LOST,26,100,40,65,100,55,,,,
Wood Green,,,14/06/2025,Semi-Final,https://www.dartsatlas.com/matches/13v98pJuEfUD,Joe ephgrave,First,Charlie Green,9,19,WON,26,34,81,96,128,96,40,,,
Wood Green,,,14/06/2025,Semi-Final,https://www.dartsatlas.com/matches/jECZVI4Ln423,Sebastian Bond,Second,Steve Henry,1,27,LOST,63,28,60,45,65,81,47,42,24,
Wood Green,,,14/06/2025,Semi-Final,https://www.dartsatlas.com/matches/jECZVI4Ln423,Steve Henry,First,Sebastian Bond,1,30,WON,57,95,67,33,47,95,40,42,21,4
Wood Green,,,14/06/2025,Semi-Final,https://www.dartsatlas.com/matches/jECZVI4Ln423,Sebastian Bond,First,Steve Henry,2,26,WON,60,81,70,140,26,102,14,0,8,
Wood Green,,,14/06/2025,Semi-Final,https://www.dartsatlas.com/matches/jECZVI4Ln423,Steve Henry,Second,Sebastian Bond,2,24,LOST,18,133,23,42,100,57,28,80,,
Wood Green,,,14/06/2025,Semi-Final,https://www.dartsatlas.com/matches/jECZVI4Ln423,Sebastian Bond,Second,Steve Henry,3,21,LOST,60,60,26,100,39,42,25,,,
Wood Green,,,14/06/2025,Semi-Final,https://www.dartsatlas.com/matches/jECZVI4Ln423,Steve Henry,First,Sebastian Bond,3,23,WON,33,99,83,100,82,28,56,20,,
Wood Green,,,14/06/2025,Semi-Final,https://www.dartsatlas.com/matches/jECZVI4Ln423,Sebastian Bond,First,Steve Henry,4,29,WON,60,45,85,41,28,44,56,44,40,58
Wood Green,,,14/06/2025,Semi-Final,https://www.dartsatlas.com/matches/jECZVI4Ln423,Steve Henry,Second,Sebastian Bond,4,27,LOST,33,67,79,27,48,79,43,100,21,
Wood Green,,,14/06/2025,Semi-Final,https://www.dartsatlas.com/matches/jECZVI4Ln423,Sebastian Bond,Second,Steve Henry,5,18,LOST,41,41,81,100,100,40,,,,
Wood Green,,,14/06/2025,Semi-Final,https://www.dartsatlas.com/matches/jECZVI4Ln423,Steve Henry,First,Sebastian Bond,5,19,WON,47,95,133,134,70,18,4,,,
Wood Green,,,14/06/2025,Semi-Final,https://www.dartsatlas.com/matches/jECZVI4Ln423,Sebastian Bond,First,Steve Henry,6,18,LOST,28,100,63,81,99,86,,,,
Wood Green,,,14/06/2025,Semi-Final,https://www.dartsatlas.com/matches/jECZVI4Ln423,Steve Henry,Second,Sebastian Bond,6,18,WON,133,49,67,97,89,66,,,,
Wood Green,,,14/06/2025,Semi-Final,https://www.dartsatlas.com/matches/jECZVI4Ln423,Sebastian Bond,Second,Steve Henry,7,20,WON,60,95,41,42,85,80,98,,,
Wood Green,,,14/06/2025,Semi-Final,https://www.dartsatlas.com/matches/jECZVI4Ln423,Steve Henry,First,Sebastian Bond,7,21,LOST,55,36,43,41,57,45,54,,,
Wood Green,,,14/06/2025,Semi-Final,https://www.dartsatlas.com/matches/jECZVI4Ln423,Sebastian Bond,First,Steve Henry,8,27,WON,41,26,17,41,60,52,140,76,48,
Wood Green,,,14/06/2025,Semi-Final,https://www.dartsatlas.com/matches/jECZVI4Ln423,Steve Henry,Second,Sebastian Bond,8,24,LOST,130,25,43,83,60,44,40,37,,
Wood Green,,,14/06/2025,Semi-Final,https://www.dartsatlas.com/matches/jECZVI4Ln423,Sebastian Bond,Second,Steve Henry,9,27,LOST,60,52,38,97,30,58,56,40,30,
Wood Green,,,14/06/2025,Semi-Final,https://www.dartsatlas.com/matches/jECZVI4Ln423,Steve Henry,First,Sebastian Bond,9,29,WON,97,83,33,133,95,20,30,0,0,10
Wood Green,,,14/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/KuDmm8GjXmZy,Charlie Green,First,John Mcdermott,1,18,WON,59,63,140,83,100,56,,,,
Wood Green,,,14/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/KuDmm8GjXmZy,John Mcdermott,Second,Charlie Green,1,15,LOST,43,123,81,40,140,,,,,
Wood Green,,,14/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/KuDmm8GjXmZy,Charlie Green,Second,John Mcdermott,2,18,LOST,100,57,100,84,45,43,,,,
Wood Green,,,14/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/KuDmm8GjXmZy,John Mcdermott,First,Charlie Green,2,19,WON,60,100,50,41,121,89,40,,,
Wood Green,,,14/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/KuDmm8GjXmZy,Charlie Green,First,John Mcdermott,3,21,WON,100,43,42,60,100,78,78,,,
Wood Green,,,14/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/KuDmm8GjXmZy,John Mcdermott,Second,Charlie Green,3,18,LOST,43,60,140,45,42,40,,,,
Wood Green,,,14/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/KuDmm8GjXmZy,Charlie Green,Second,John Mcdermott,4,19,WON,45,70,100,58,100,92,36,,,
Wood Green,,,14/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/KuDmm8GjXmZy,John Mcdermott,First,Charlie Green,4,21,LOST,135,140,81,82,8,45,0,,,
Wood Green,,,14/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/KuDmm8GjXmZy,Charlie Green,First,John Mcdermott,5,20,WON,139,100,41,44,83,36,58,,,
Wood Green,,,14/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/KuDmm8GjXmZy,John Mcdermott,Second,Charlie Green,5,18,LOST,81,22,40,100,60,138,,,,
Wood Green,,,14/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/DNmKVMat9ET4,Joe ephgrave,First,Andrew Parsonage,1,21,WON,140,41,60,95,41,92,32,,,
Wood Green,,,14/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/DNmKVMat9ET4,Andrew Parsonage,Second,Joe ephgrave,1,18,LOST,41,85,47,83,95,38,,,,
Wood Green,,,14/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/DNmKVMat9ET4,Joe ephgrave,Second,Andrew Parsonage,2,25,WON,45,95,100,60,64,41,80,12,4,
Wood Green,,,14/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/DNmKVMat9ET4,Andrew Parsonage,First,Joe ephgrave,2,27,LOST,7,100,95,26,59,98,35,31,17,
Wood Green,,,14/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/DNmKVMat9ET4,Joe ephgrave,First,Andrew Parsonage,3,23,WON,83,44,32,41,100,100,80,21,,
Wood Green,,,14/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/DNmKVMat9ET4,Andrew Parsonage,Second,Joe ephgrave,3,21,LOST,41,28,28,26,41,45,41,,,
Wood Green,,,14/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/DNmKVMat9ET4,Joe ephgrave,Second,Andrew Parsonage,4,21,WON,78,81,100,66,55,79,42,,,
Wood Green,,,14/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/DNmKVMat9ET4,Andrew Parsonage,First,Joe ephgrave,4,21,LOST,60,40,60,41,30,36,22,,,
Wood Green,,,14/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/A6G8sL48EQwe,George Bamber,Second,Sebastian Bond,1,27,LOST,41,45,47,11,180,98,39,20,0,
Wood Green,,,14/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/A6G8sL48EQwe,Sebastian Bond,First,George Bamber,1,30,WON,60,45,27,45,64,81,47,48,52,32
Wood Green,,,14/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/A6G8sL48EQwe,George Bamber,First,Sebastian Bond,2,21,LOST,60,81,94,58,48,41,59,,,
Wood Green,,,14/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/A6G8sL48EQwe,Sebastian Bond,Second,George Bamber,2,20,WON,83,41,100,99,30,128,20,,,
Wood Green,,,14/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/A6G8sL48EQwe,George Bamber,Second,Sebastian Bond,3,21,LOST,41,56,69,96,83,24,23,,,
Wood Green,,,14/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/A6G8sL48EQwe,Sebastian Bond,First,George Bamber,3,23,WON,125,81,45,140,80,18,6,6,,
Wood Green,,,14/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/A6G8sL48EQwe,George Bamber,First,Sebastian Bond,4,24,LOST,140,48,45,28,100,73,17,18,,
Wood Green,,,14/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/A6G8sL48EQwe,Sebastian Bond,Second,George Bamber,4,23,WON,22,45,28,100,60,100,98,48,,
Wood Green,,,14/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/WyAJop3TE0oW,Steve Henry,Second,Nathaniel Deall,1,18,LOST,100,45,36,33,45,97,,,,
Wood Green,,,14/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/WyAJop3TE0oW,Nathaniel Deall,First,Steve Henry,1,19,WON,26,41,90,180,101,47,16,,,
Wood Green,,,14/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/WyAJop3TE0oW,Steve Henry,First,Nathaniel Deall,2,18,WON,57,95,59,121,85,84,,,,
Wood Green,,,14/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/WyAJop3TE0oW,Nathaniel Deall,Second,Steve Henry,2,15,LOST,60,100,42,81,58,,,,,
Wood Green,,,14/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/WyAJop3TE0oW,Steve Henry,Second,Nathaniel Deall,3,24,LOST,47,29,95,33,42,57,85,42,,
Wood Green,,,14/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/WyAJop3TE0oW,Nathaniel Deall,First,Steve Henry,3,25,WON,21,60,62,27,91,60,40,120,20,
Wood Green,,,14/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/WyAJop3TE0oW,Steve Henry,First,Nathaniel Deall,4,24,LOST,47,58,25,95,59,95,46,66,,
Wood Green,,,14/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/WyAJop3TE0oW,Nathaniel Deall,Second,Steve Henry,4,24,WON,65,60,15,96,46,39,100,80,,
Wood Green,,,14/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/WyAJop3TE0oW,Steve Henry,Second,Nathaniel Deall,5,24,WON,45,41,43,43,133,133,31,32,,
Wood Green,,,14/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/WyAJop3TE0oW,Nathaniel Deall,First,Steve Henry,5,24,LOST,100,60,56,57,94,19,59,36,,
Wood Green,,,14/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/WyAJop3TE0oW,Steve Henry,First,Nathaniel Deall,6,26,WON,95,95,95,45,23,57,51,0,40,
Wood Green,,,14/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/WyAJop3TE0oW,Nathaniel Deall,Second,Steve Henry,6,24,LOST,41,43,61,83,56,77,60,28,,
Wood Green,,,14/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/WyAJop3TE0oW,Steve Henry,Second,Nathaniel Deall,7,24,WON,47,42,29,95,57,57,95,79,,
Wood Green,,,14/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/WyAJop3TE0oW,Nathaniel Deall,First,Steve Henry,7,24,LOST,45,30,22,77,100,80,55,32,,
