Venue,Division,Season,Date,Round,URL,Player,First Thrower,Opponent,Leg,Total Darts,Result,Throw_1,Throw_2,Throw_3,Throw_4,Throw_5,Throw_6,Throw_7,Throw_8,Throw_9,Throw_10,Throw_11,Throw_12,Throw_13,Throw_14,Throw_15,Throw_16,Throw_17,Throw_18,Throw_19
Ruislip,,,10/10/2025,Group 4,https://www.dartsatlas.com/matches/siVxp7wLjNFo,Peter Whelan,First,Liam Saxon,2,21,LOST,74,68,45,45,33,79,45,,,,,,,,,,,,
Ruislip,,,10/10/2025,Group 4,https://www.dartsatlas.com/matches/siVxp7wLjNFo,Liam Saxon,Second,Peter Whelan,2,21,WON,100,45,100,82,58,96,20,,,,,,,,,,,,
Ruislip,,,10/10/2025,Group 4,https://www.dartsatlas.com/matches/2OAKMMm1A0TC,Steve Henry,First,Charlie Hardie,1,23,WON,29,100,85,27,43,79,102,36,,,,,,,,,,,
Ruislip,,,10/10/2025,Group 4,https://www.dartsatlas.com/matches/2OAKMMm1A0TC,Charlie Hardie,Second,Steve Henry,1,21,LOST,44,84,64,37,52,58,51,,,,,,,,,,,,
Ruislip,,,10/10/2025,Group 4,https://www.dartsatlas.com/matches/2OAKMMm1A0TC,Steve Henry,Second,Charlie Hardie,2,25,WON,44,48,33,43,81,41,95,96,20,,,,,,,,,,
Ruislip,,,10/10/2025,Group 4,https://www.dartsatlas.com/matches/2OAKMMm1A0TC,Charlie Hardie,First,Steve Henry,2,27,LOST,45,25,60,95,60,60,26,59,25,,,,,,,,,,
Ruislip,,,10/10/2025,Group 4,https://www.dartsatlas.com/matches/VMJQ0sArmb9c,Charlie Green,First,Tomasz Lach,1,24,WON,60,100,100,76,95,0,66,4,,,,,,,,,,,
Ruislip,,,10/10/2025,Group 4,https://www.dartsatlas.com/matches/VMJQ0sArmb9c,Tomasz Lach,Second,Charlie Green,1,21,LOST,85,41,45,81,22,41,30,,,,,,,,,,,,
Ruislip,,,10/10/2025,Group 4,https://www.dartsatlas.com/matches/VMJQ0sArmb9c,Charlie Green,Second,Tomasz Lach,2,22,WON,60,58,44,60,83,120,72,4,,,,,,,,,,,
Ruislip,,,10/10/2025,Group 4,https://www.dartsatlas.com/matches/VMJQ0sArmb9c,Tomasz Lach,First,Charlie Green,2,24,LOST,43,25,41,45,29,45,26,30,,,,,,,,,,,
Ruislip,,,10/10/2025,Group 4,https://www.dartsatlas.com/matches/1aJv5i7jh8PY,Charlie Hardie,First,Peter Whelan,1,29,WON,45,49,41,28,99,51,81,79,0,28,,,,,,,,,
Ruislip,,,10/10/2025,Group 4,https://www.dartsatlas.com/matches/1aJv5i7jh8PY,Peter Whelan,Second,Charlie Hardie,1,27,LOST,60,24,45,28,82,35,19,33,41,,,,,,,,,,
Ruislip,,,10/10/2025,Group 4,https://www.dartsatlas.com/matches/1aJv5i7jh8PY,Charlie Hardie,Second,Peter Whelan,2,20,WON,66,95,56,82,46,100,56,,,,,,,,,,,,
Ruislip,,,10/10/2025,Group 4,https://www.dartsatlas.com/matches/1aJv5i7jh8PY,Peter Whelan,First,Charlie Hardie,2,21,LOST,85,85,28,22,29,22,8,,,,,,,,,,,,
Ruislip,,,10/10/2025,Group 4,https://www.dartsatlas.com/matches/YnKXhrRbGziN,Steve Henry,First,Charlie Green,1,18,WON,96,96,87,84,58,80,,,,,,,,,,,,,
Ruislip,,,10/10/2025,Group 4,https://www.dartsatlas.com/matches/YnKXhrRbGziN,Charlie Green,Second,Steve Henry,1,15,LOST,77,30,85,99,100,,,,,,,,,,,,,,
Ruislip,,,10/10/2025,Group 4,https://www.dartsatlas.com/matches/YnKXhrRbGziN,Steve Henry,Second,Charlie Green,2,24,LOST,22,89,45,96,59,58,44,8,,,,,,,,,,,
Ruislip,,,10/10/2025,Group 4,https://www.dartsatlas.com/matches/YnKXhrRbGziN,Charlie Green,First,Steve Henry,2,25,WON,45,96,61,59,30,46,57,67,40,,,,,,,,,,
Ruislip,,,10/10/2025,Group 4,https://www.dartsatlas.com/matches/YnKXhrRbGziN,Steve Henry,First,Charlie Green,3,21,WON,99,30,44,99,84,68,77,,,,,,,,,,,,
Ruislip,,,10/10/2025,Group 4,https://www.dartsatlas.com/matches/YnKXhrRbGziN,Charlie Green,Second,Steve Henry,3,18,LOST,100,77,81,44,99,62,,,,,,,,,,,,,
Ruislip,,,10/10/2025,Group 4,https://www.dartsatlas.com/matches/U6PsM68zvIyv,Liam Saxon,First,Tomasz Lach,1,20,WON,82,96,54,59,96,49,65,,,,,,,,,,,,
Ruislip,,,10/10/2025,Group 4,https://www.dartsatlas.com/matches/U6PsM68zvIyv,Tomasz Lach,Second,Liam Saxon,1,18,LOST,140,85,22,45,45,36,,,,,,,,,,,,,
Ruislip,,,10/10/2025,Group 4,https://www.dartsatlas.com/matches/U6PsM68zvIyv,Liam Saxon,Second,Tomasz Lach,2,23,WON,180,58,134,64,57,4,0,4,,,,,,,,,,,
Ruislip,,,10/10/2025,Group 4,https://www.dartsatlas.com/matches/U6PsM68zvIyv,Tomasz Lach,First,Liam Saxon,2,24,LOST,38,31,85,41,40,26,68,26,,,,,,,,,,,
Ruislip,,,10/10/2025,Group 4,https://www.dartsatlas.com/matches/HVI1Bz66Cswd,Peter Whelan,Second,Charlie Green,1,18,LOST,52,60,26,48,41,100,,,,,,,,,,,,,
Ruislip,,,10/10/2025,Group 4,https://www.dartsatlas.com/matches/HVI1Bz66Cswd,Charlie Green,First,Peter Whelan,1,19,WON,59,115,41,140,86,40,20,,,,,,,,,,,,
Ruislip,,,10/10/2025,Group 4,https://www.dartsatlas.com/matches/HVI1Bz66Cswd,Peter Whelan,First,Charlie Green,2,18,LOST,10,90,45,26,28,25,,,,,,,,,,,,,
Ruislip,,,10/10/2025,Group 4,https://www.dartsatlas.com/matches/HVI1Bz66Cswd,Charlie Green,Second,Peter Whelan,2,16,WON,100,100,100,81,100,20,,,,,,,,,,,,,
Ruislip,,,10/10/2025,Group 4,https://www.dartsatlas.com/matches/uhdBGpT3wmt4,Tomasz Lach,Second,Steve Henry,1,24,LOST,60,41,60,31,58,85,43,60,,,,,,,,,,,
Ruislip,,,10/10/2025,Group 4,https://www.dartsatlas.com/matches/uhdBGpT3wmt4,Steve Henry,First,Tomasz Lach,1,25,WON,27,100,28,49,42,45,100,90,20,,,,,,,,,,
Ruislip,,,10/10/2025,Group 4,https://www.dartsatlas.com/matches/uhdBGpT3wmt4,Tomasz Lach,First,Steve Henry,2,27,LOST,50,45,60,41,9,60,28,60,41,,,,,,,,,,
Ruislip,,,10/10/2025,Group 4,https://www.dartsatlas.com/matches/uhdBGpT3wmt4,Steve Henry,Second,Tomasz Lach,2,27,WON,61,45,95,60,60,44,60,41,35,,,,,,,,,,
Ruislip,,,10/10/2025,Group 4,https://www.dartsatlas.com/matches/DW72vMLAC6RE,Charlie Hardie,Second,Liam Saxon,1,18,LOST,42,31,40,26,41,60,,,,,,,,,,,,,
Ruislip,,,10/10/2025,Group 4,https://www.dartsatlas.com/matches/DW72vMLAC6RE,Liam Saxon,First,Charlie Hardie,1,20,WON,59,46,140,100,58,58,40,,,,,,,,,,,,
Ruislip,,,10/10/2025,Group 4,https://www.dartsatlas.com/matches/DW72vMLAC6RE,Charlie Hardie,First,Liam Saxon,2,15,LOST,65,21,87,21,100,,,,,,,,,,,,,,
Ruislip,,,10/10/2025,Group 4,https://www.dartsatlas.com/matches/DW72vMLAC6RE,Liam Saxon,Second,Charlie Hardie,2,15,WON,99,97,98,95,112,,,,,,,,,,,,,,
Ruislip,,,10/10/2025,Group 4,https://www.dartsatlas.com/matches/QgkCJW3pSVn6,Tomasz Lach,First,Peter Whelan,1,36,WON,30,26,41,3,95,57,41,60,60,40,32,16,,,,,,,
Ruislip,,,10/10/2025,Group 4,https://www.dartsatlas.com/matches/QgkCJW3pSVn6,Peter Whelan,Second,Tomasz Lach,1,33,LOST,16,83,26,18,47,83,15,25,9,36,83,,,,,,,,
Ruislip,,,10/10/2025,Group 4,https://www.dartsatlas.com/matches/QgkCJW3pSVn6,Tomasz Lach,Second,Peter Whelan,2,33,WON,22,17,133,79,43,60,57,47,0,0,43,,,,,,,,
Ruislip,,,10/10/2025,Group 4,https://www.dartsatlas.com/matches/QgkCJW3pSVn6,Peter Whelan,First,Tomasz Lach,2,33,LOST,100,52,85,30,63,52,20,23,21,20,19,,,,,,,,
Ruislip,,,10/10/2025,Group 4,https://www.dartsatlas.com/matches/wydjZIJUbBWC,Charlie Green,Second,Charlie Hardie,1,26,WON,100,26,100,83,45,87,50,8,2,,,,,,,,,,
Ruislip,,,10/10/2025,Group 4,https://www.dartsatlas.com/matches/wydjZIJUbBWC,Charlie Hardie,First,Charlie Green,1,27,LOST,31,43,40,45,89,24,59,100,24,,,,,,,,,,
Ruislip,,,10/10/2025,Group 4,https://www.dartsatlas.com/matches/wydjZIJUbBWC,Charlie Green,First,Charlie Hardie,2,16,WON,100,86,97,140,38,40,,,,,,,,,,,,,
Ruislip,,,10/10/2025,Group 4,https://www.dartsatlas.com/matches/wydjZIJUbBWC,Charlie Hardie,Second,Charlie Green,2,15,LOST,30,60,45,100,30,,,,,,,,,,,,,,
Ruislip,,,10/10/2025,Group 4,https://www.dartsatlas.com/matches/lLPlkfeHohYC,Steve Henry,First,Liam Saxon,1,21,LOST,43,41,43,45,43,46,26,,,,,,,,,,,,
Ruislip,,,10/10/2025,Group 4,https://www.dartsatlas.com/matches/lLPlkfeHohYC,Liam Saxon,Second,Steve Henry,1,21,WON,59,83,125,41,44,96,53,,,,,,,,,,,,
Ruislip,,,10/10/2025,Group 4,https://www.dartsatlas.com/matches/lLPlkfeHohYC,Steve Henry,Second,Liam Saxon,2,21,LOST,48,43,28,45,72,59,60,,,,,,,,,,,,
Ruislip,,,10/10/2025,Group 4,https://www.dartsatlas.com/matches/lLPlkfeHohYC,Liam Saxon,First,Steve Henry,2,22,WON,45,49,65,93,81,96,36,36,,,,,,,,,,,
