Venue,Division,Season,Date,Round,URL,Player,First Thrower,Opponent,Leg,Total Darts,Result,Throw_1,Throw_2,Throw_3,Throw_4,Throw_5,Throw_6,Throw_7,Throw_8,Throw_9,Throw_10,Throw_11,Throw_12,Throw_13,Throw_14,Throw_15,Throw_16,Throw_17,Throw_18
Morden,,,10/08/2025,Group 7,https://www.dartsatlas.com/matches/NRAlhu5Qg7qI,James Edghill,First,Louis Jackson,2,33,LOST,42,3,32,45,140,47,140,44,4,0,0,,,,,,,
Morden,,,10/08/2025,Group 7,https://www.dartsatlas.com/matches/NRAlhu5Qg7qI,Louis Jackson,First,James Edghill,3,25,WON,23,95,41,58,59,41,100,44,40,,,,,,,,,
Morden,,,10/08/2025,Group 7,https://www.dartsatlas.com/matches/NRAlhu5Qg7qI,James Edghill,Second,Louis Jackson,3,24,LOST,81,45,60,21,79,60,59,28,,,,,,,,,,
Morden,,,10/08/2025,Group 8,https://www.dartsatlas.com/matches/Vv1sIiuPlOlQ,Kian Dominguez,First,Troy Power,1,27,LOST,61,60,100,83,60,58,59,10,0,,,,,,,,,
Morden,,,10/08/2025,Group 8,https://www.dartsatlas.com/matches/Vv1sIiuPlOlQ,Troy Power,Second,Kian Dominguez,1,25,WON,41,46,80,61,59,100,82,24,8,,,,,,,,,
Morden,,,10/08/2025,Group 8,https://www.dartsatlas.com/matches/Vv1sIiuPlOlQ,Kian Dominguez,Second,Troy Power,2,18,LOST,45,44,60,100,43,30,,,,,,,,,,,,
Morden,,,10/08/2025,Group 8,https://www.dartsatlas.com/matches/Vv1sIiuPlOlQ,Troy Power,First,Kian Dominguez,2,21,WON,29,82,59,60,126,77,68,,,,,,,,,,,
Morden,,,10/08/2025,Group 8,https://www.dartsatlas.com/matches/Vv1sIiuPlOlQ,Kian Dominguez,First,Troy Power,3,18,WON,99,95,45,47,140,75,,,,,,,,,,,,
Morden,,,10/08/2025,Group 8,https://www.dartsatlas.com/matches/Vv1sIiuPlOlQ,Troy Power,Second,Kian Dominguez,3,15,LOST,45,140,59,42,140,,,,,,,,,,,,,
Morden,,,10/08/2025,Group 8,https://www.dartsatlas.com/matches/Vv1sIiuPlOlQ,Kian Dominguez,Second,Troy Power,4,29,WON,49,85,45,97,81,60,59,0,0,25,,,,,,,,
Morden,,,10/08/2025,Group 8,https://www.dartsatlas.com/matches/Vv1sIiuPlOlQ,Troy Power,First,Kian Dominguez,4,30,LOST,85,58,55,40,44,47,98,61,11,0,,,,,,,,
Morden,,,10/08/2025,Group 8,https://www.dartsatlas.com/matches/Vv1sIiuPlOlQ,Kian Dominguez,First,Troy Power,5,23,WON,59,97,60,45,45,46,77,72,,,,,,,,,,
Morden,,,10/08/2025,Group 8,https://www.dartsatlas.com/matches/Vv1sIiuPlOlQ,Troy Power,Second,Kian Dominguez,5,21,LOST,45,100,58,44,60,60,59,,,,,,,,,,,
Morden,,,10/08/2025,Group 8,https://www.dartsatlas.com/matches/z5UtzN2hS1a0,Troy Power,Second,Chris King,1,30,LOST,42,100,59,60,59,63,78,30,8,0,,,,,,,,
Morden,,,10/08/2025,Group 8,https://www.dartsatlas.com/matches/z5UtzN2hS1a0,Chris King,First,Troy Power,1,32,WON,46,58,88,57,28,85,39,60,20,0,20,,,,,,,
Morden,,,10/08/2025,Group 8,https://www.dartsatlas.com/matches/z5UtzN2hS1a0,Troy Power,First,Chris King,2,24,LOST,41,100,58,98,44,60,80,10,,,,,,,,,,
Morden,,,10/08/2025,Group 8,https://www.dartsatlas.com/matches/z5UtzN2hS1a0,Chris King,Second,Troy Power,2,24,WON,41,77,81,132,58,67,13,32,,,,,,,,,,
Morden,,,10/08/2025,Group 8,https://www.dartsatlas.com/matches/z5UtzN2hS1a0,Troy Power,Second,Chris King,3,30,LOST,32,45,45,100,46,81,56,38,40,14,,,,,,,,
Morden,,,10/08/2025,Group 8,https://www.dartsatlas.com/matches/z5UtzN2hS1a0,Chris King,First,Troy Power,3,33,WON,60,58,99,30,24,100,41,42,15,0,32,,,,,,,
Morden,,,10/08/2025,Group 8,https://www.dartsatlas.com/matches/8AapFMUgxOXX,Chris King,First,Kian Dominguez,1,27,LOST,100,87,58,78,58,56,44,0,0,,,,,,,,,
Morden,,,10/08/2025,Group 8,https://www.dartsatlas.com/matches/8AapFMUgxOXX,Kian Dominguez,Second,Chris King,1,25,WON,45,120,40,45,83,136,24,0,8,,,,,,,,,
Morden,,,10/08/2025,Group 8,https://www.dartsatlas.com/matches/8AapFMUgxOXX,Chris King,Second,Kian Dominguez,2,21,LOST,100,41,112,78,43,75,20,,,,,,,,,,,
Morden,,,10/08/2025,Group 8,https://www.dartsatlas.com/matches/8AapFMUgxOXX,Kian Dominguez,First,Chris King,2,24,WON,93,97,60,100,39,32,40,40,,,,,,,,,,
Morden,,,10/08/2025,Group 8,https://www.dartsatlas.com/matches/8AapFMUgxOXX,Chris King,First,Kian Dominguez,3,21,WON,40,96,58,53,82,100,72,,,,,,,,,,,
Morden,,,10/08/2025,Group 8,https://www.dartsatlas.com/matches/8AapFMUgxOXX,Kian Dominguez,Second,Chris King,3,18,LOST,40,44,140,40,96,81,,,,,,,,,,,,
Morden,,,10/08/2025,Group 8,https://www.dartsatlas.com/matches/8AapFMUgxOXX,Chris King,Second,Kian Dominguez,4,12,LOST,57,41,59,46,,,,,,,,,,,,,,
Morden,,,10/08/2025,Group 8,https://www.dartsatlas.com/matches/8AapFMUgxOXX,Kian Dominguez,First,Chris King,4,14,WON,180,68,125,95,33,,,,,,,,,,,,,
