Venue,Division,Season,Date,Round,URL,Player,First Thrower,Opponent,Leg,Total Darts,Result,Throw_1,Throw_2,Throw_3,Throw_4,Throw_5,Throw_6,Throw_7,Throw_8,Throw_9,Throw_10,Throw_11,Throw_12,Throw_13,Throw_14,Throw_15,Throw_16,Throw_17,Throw_18
Redhill,,,07/02/2025,Last 32,https://www.dartsatlas.com/matches/Koz0CDh2S7xM,Robbie Collins,First,Michael Hope,1,22,WON,96,100,60,60,61,78,30,16,,,,,,,,,,
Redhill,,,07/02/2025,Last 32,https://www.dartsatlas.com/matches/Koz0CDh2S7xM,Michael Hope,First,Robbie Collins,2,33,LOST,34,41,38,25,43,85,45,77,27,28,9,,,,,,,
Redhill,,,07/02/2025,Last 32,https://www.dartsatlas.com/matches/Koz0CDh2S7xM,Robbie Collins,Second,Michael Hope,2,32,WON,140,42,28,30,43,58,73,62,9,12,4,,,,,,,
Redhill,,,07/02/2025,Last 32,https://www.dartsatlas.com/matches/Koz0CDh2S7xM,Michael Hope,Second,Robbie Collins,3,27,LOST,43,45,60,60,96,40,60,73,0,,,,,,,,,
Redhill,,,07/02/2025,Last 32,https://www.dartsatlas.com/matches/Koz0CDh2S7xM,Robbie Collins,First,Michael Hope,3,30,WON,80,84,5,58,58,60,66,70,0,20,,,,,,,,
Redhill,,,07/02/2025,Last 32,https://www.dartsatlas.com/matches/vA22ovLvXc3F,Wayne Brill,Second,Sean Lahiff,1,15,LOST,60,21,100,59,60,,,,,,,,,,,,,
Redhill,,,07/02/2025,Last 32,https://www.dartsatlas.com/matches/vA22ovLvXc3F,Sean Lahiff,First,Wayne Brill,1,17,WON,100,100,94,95,60,52,,,,,,,,,,,,
Redhill,,,07/02/2025,Last 32,https://www.dartsatlas.com/matches/vA22ovLvXc3F,Wayne Brill,First,Sean Lahiff,2,17,WON,45,91,100,45,140,80,,,,,,,,,,,,
Redhill,,,07/02/2025,Last 32,https://www.dartsatlas.com/matches/vA22ovLvXc3F,Sean Lahiff,Second,Wayne Brill,2,15,LOST,100,53,22,61,57,,,,,,,,,,,,,
Redhill,,,07/02/2025,Last 32,https://www.dartsatlas.com/matches/vA22ovLvXc3F,Wayne Brill,Second,Sean Lahiff,3,19,WON,81,54,100,100,140,24,2,,,,,,,,,,,
Redhill,,,07/02/2025,Last 32,https://www.dartsatlas.com/matches/vA22ovLvXc3F,Sean Lahiff,First,Wayne Brill,3,21,LOST,60,100,43,44,75,60,59,,,,,,,,,,,
Redhill,,,07/02/2025,Last 32,https://www.dartsatlas.com/matches/vA22ovLvXc3F,Wayne Brill,First,Sean Lahiff,4,21,LOST,63,60,53,100,41,24,120,,,,,,,,,,,
Redhill,,,07/02/2025,Last 32,https://www.dartsatlas.com/matches/vA22ovLvXc3F,Sean Lahiff,Second,Wayne Brill,4,19,WON,60,60,100,85,140,24,32,,,,,,,,,,,
Redhill,,,07/02/2025,Last 32,https://www.dartsatlas.com/matches/vA22ovLvXc3F,Wayne Brill,Second,Sean Lahiff,5,16,WON,100,125,95,99,42,40,,,,,,,,,,,,
Redhill,,,07/02/2025,Last 32,https://www.dartsatlas.com/matches/vA22ovLvXc3F,Sean Lahiff,First,Wayne Brill,5,18,LOST,40,24,40,54,60,54,,,,,,,,,,,,
Redhill,,,07/02/2025,Last 32,https://www.dartsatlas.com/matches/fxEZKPLPkOaR,KESH Kahsio Dallman,First,Steve Brill,1,30,LOST,24,140,81,44,60,28,58,34,20,0,,,,,,,,
Redhill,,,07/02/2025,Last 32,https://www.dartsatlas.com/matches/fxEZKPLPkOaR,Steve Brill,Second,KESH Kahsio Dallman,1,28,WON,60,140,60,60,41,0,35,48,47,10,,,,,,,,
Redhill,,,07/02/2025,Last 32,https://www.dartsatlas.com/matches/fxEZKPLPkOaR,KESH Kahsio Dallman,Second,Steve Brill,2,21,LOST,26,140,22,34,60,123,54,,,,,,,,,,,
Redhill,,,07/02/2025,Last 32,https://www.dartsatlas.com/matches/fxEZKPLPkOaR,Steve Brill,First,KESH Kahsio Dallman,2,23,WON,41,100,100,23,85,65,47,40,,,,,,,,,,
Redhill,,,07/02/2025,Last 32,https://www.dartsatlas.com/matches/fxEZKPLPkOaR,KESH Kahsio Dallman,First,Steve Brill,3,27,LOST,24,24,123,52,24,64,100,50,22,,,,,,,,,
Redhill,,,07/02/2025,Last 32,https://www.dartsatlas.com/matches/fxEZKPLPkOaR,Steve Brill,Second,KESH Kahsio Dallman,3,27,WON,100,29,62,28,55,60,87,60,20,,,,,,,,,
Redhill,,,07/02/2025,Last 32,https://www.dartsatlas.com/matches/PltHVdLhFODr,George Lee,First,Callum Jones,1,37,WON,11,45,45,100,21,26,21,60,81,55,0,4,32,,,,,
Redhill,,,07/02/2025,Last 32,https://www.dartsatlas.com/matches/PltHVdLhFODr,Callum Jones,Second,George Lee,1,36,LOST,37,121,26,55,26,47,59,40,54,8,14,0,,,,,,
Redhill,,,07/02/2025,Last 32,https://www.dartsatlas.com/matches/PltHVdLhFODr,George Lee,Second,Callum Jones,2,33,LOST,26,80,140,100,41,28,24,40,0,14,0,,,,,,,
Redhill,,,07/02/2025,Last 32,https://www.dartsatlas.com/matches/PltHVdLhFODr,Callum Jones,First,George Lee,2,35,WON,45,55,92,30,99,100,40,18,0,0,16,6,,,,,,
Redhill,,,07/02/2025,Last 32,https://www.dartsatlas.com/matches/PltHVdLhFODr,George Lee,First,Callum Jones,3,54,WON,40,41,45,25,43,45,100,26,60,25,33,14,0,0,2,0,0,2
Redhill,,,07/02/2025,Last 32,https://www.dartsatlas.com/matches/PltHVdLhFODr,Callum Jones,Second,George Lee,3,51,LOST,85,41,62,30,36,60,25,9,123,2,0,0,0,21,0,0,5,
Redhill,,,07/02/2025,Last 32,https://www.dartsatlas.com/matches/PltHVdLhFODr,George Lee,Second,Callum Jones,4,22,WON,45,73,45,65,98,95,40,40,,,,,,,,,,
Redhill,,,07/02/2025,Last 32,https://www.dartsatlas.com/matches/PltHVdLhFODr,Callum Jones,First,George Lee,4,24,LOST,40,11,79,26,55,30,23,7,,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/kd9mpZIRpflS,Kev Raynesford,Second,Liam Elliott,1,19,WON,58,100,41,140,94,52,16,,,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/kd9mpZIRpflS,Liam Elliott,First,Kev Raynesford,1,21,LOST,60,5,45,40,100,137,94,,,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/kd9mpZIRpflS,Kev Raynesford,First,Liam Elliott,2,20,WON,43,38,85,85,28,125,97,,,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/kd9mpZIRpflS,Liam Elliott,Second,Kev Raynesford,2,18,LOST,57,60,93,44,25,40,,,,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/kd9mpZIRpflS,Kev Raynesford,Second,Liam Elliott,3,15,WON,64,180,45,95,117,,,,,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/kd9mpZIRpflS,Liam Elliott,First,Kev Raynesford,3,15,LOST,120,100,57,40,28,,,,,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/tp5VFR6YtUCW,James Ralph,Second,Luke Crowley,1,30,LOST,81,60,22,81,100,137,0,16,0,0,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/tp5VFR6YtUCW,Luke Crowley,First,James Ralph,1,31,WON,36,45,64,83,26,99,70,58,0,0,20,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/tp5VFR6YtUCW,James Ralph,First,Luke Crowley,2,16,WON,41,60,180,140,60,20,,,,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/tp5VFR6YtUCW,Luke Crowley,Second,James Ralph,2,15,LOST,100,51,100,100,85,,,,,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/tp5VFR6YtUCW,James Ralph,Second,Luke Crowley,3,19,WON,100,26,85,100,100,54,36,,,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/tp5VFR6YtUCW,Luke Crowley,First,James Ralph,3,21,LOST,60,26,81,62,83,44,64,,,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/tp5VFR6YtUCW,James Ralph,First,Luke Crowley,4,20,WON,41,85,100,81,114,21,59,,,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/tp5VFR6YtUCW,Luke Crowley,Second,James Ralph,4,18,LOST,55,68,7,85,7,119,,,,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/k9z0L0jlHaBY,Jono Harding,Second,Cam Crabtree,1,15,LOST,121,81,100,26,45,,,,,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/k9z0L0jlHaBY,Cam Crabtree,First,Jono Harding,1,18,WON,100,140,94,97,38,32,,,,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/k9z0L0jlHaBY,Jono Harding,First,Cam Crabtree,2,15,LOST,43,32,85,28,140,,,,,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/k9z0L0jlHaBY,Cam Crabtree,Second,Jono Harding,2,14,WON,58,139,134,145,25,,,,,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/k9z0L0jlHaBY,Jono Harding,Second,Cam Crabtree,3,15,LOST,60,50,40,26,43,,,,,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/k9z0L0jlHaBY,Cam Crabtree,First,Jono Harding,3,17,WON,100,134,100,99,52,16,,,,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/GPQ3gS5vQY6w,Greg OConnor,Second,Kean Evans,1,21,LOST,85,43,43,30,60,45,25,,,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/GPQ3gS5vQY6w,Kean Evans,First,Greg OConnor,1,23,WON,45,85,45,41,95,23,121,46,,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/GPQ3gS5vQY6w,Greg OConnor,First,Kean Evans,2,24,LOST,59,41,40,41,43,36,60,23,,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/GPQ3gS5vQY6w,Kean Evans,Second,Greg OConnor,2,22,WON,81,45,140,64,99,48,12,12,,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/GPQ3gS5vQY6w,Greg OConnor,Second,Kean Evans,3,18,LOST,30,43,58,95,40,45,,,,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/GPQ3gS5vQY6w,Kean Evans,First,Greg OConnor,3,19,WON,100,100,60,85,78,60,18,,,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/6KvLpI4B5Nsj,Sean Knight,Second,Jake Du Platel,1,25,WON,55,24,100,60,45,81,83,33,20,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/6KvLpI4B5Nsj,Jake Du Platel,First,Sean Knight,1,27,LOST,60,85,80,100,60,98,0,0,9,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/6KvLpI4B5Nsj,Sean Knight,First,Jake Du Platel,2,28,WON,90,60,30,43,42,41,55,50,52,38,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/6KvLpI4B5Nsj,Jake Du Platel,Second,Sean Knight,2,27,LOST,26,41,100,66,140,40,38,31,0,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/6KvLpI4B5Nsj,Sean Knight,Second,Jake Du Platel,3,24,WON,60,40,55,140,52,104,14,36,,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/6KvLpI4B5Nsj,Jake Du Platel,First,Sean Knight,3,24,LOST,37,40,35,26,26,61,60,65,,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/ENXYnPvec55K,Caden Stroud,Second,Charlie Sutherland,1,20,WON,45,140,60,85,45,82,44,,,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/ENXYnPvec55K,Charlie Sutherland,First,Caden Stroud,1,21,LOST,95,85,60,43,94,86,10,,,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/ENXYnPvec55K,Caden Stroud,First,Charlie Sutherland,2,24,LOST,22,60,85,60,11,100,59,44,,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/ENXYnPvec55K,Charlie Sutherland,Second,Caden Stroud,2,23,WON,60,85,100,134,35,28,54,5,,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/ENXYnPvec55K,Caden Stroud,Second,Charlie Sutherland,3,15,LOST,45,45,60,45,81,,,,,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/ENXYnPvec55K,Charlie Sutherland,First,Caden Stroud,3,18,WON,41,60,100,100,140,60,,,,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/ENXYnPvec55K,Caden Stroud,First,Charlie Sutherland,4,26,WON,99,55,41,122,55,43,54,16,16,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/ENXYnPvec55K,Charlie Sutherland,Second,Caden Stroud,4,24,LOST,34,68,100,99,55,43,54,40,,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/ENXYnPvec55K,Caden Stroud,Second,Charlie Sutherland,5,27,LOST,46,81,60,100,26,44,42,50,28,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/ENXYnPvec55K,Charlie Sutherland,First,Caden Stroud,5,30,WON,45,100,46,41,24,25,11,60,42,107,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/hBxyS4CaBlz1,sharon Mercer,Second,Daniel Killick,1,18,LOST,77,73,41,7,40,44,,,,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/hBxyS4CaBlz1,Daniel Killick,First,sharon Mercer,1,20,WON,100,43,85,41,140,42,50,,,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/hBxyS4CaBlz1,sharon Mercer,First,Daniel Killick,2,33,LOST,22,25,11,18,57,11,28,11,37,62,45,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/hBxyS4CaBlz1,Daniel Killick,Second,sharon Mercer,2,31,WON,24,45,41,100,43,140,54,0,34,0,20,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/hBxyS4CaBlz1,sharon Mercer,Second,Daniel Killick,3,30,WON,100,41,41,40,33,73,29,48,24,72,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/hBxyS4CaBlz1,Daniel Killick,First,sharon Mercer,3,30,LOST,135,60,41,140,68,37,0,0,6,10,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/hBxyS4CaBlz1,sharon Mercer,First,Daniel Killick,4,21,LOST,100,33,17,45,40,22,61,,,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/hBxyS4CaBlz1,Daniel Killick,Second,sharon Mercer,4,21,WON,41,85,140,9,95,57,74,,,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/QUP6dI4s5yrv,John Nelson,First,John Crowley,1,21,WON,96,46,32,125,80,90,32,,,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/QUP6dI4s5yrv,John Crowley,Second,John Nelson,1,18,LOST,45,41,9,60,30,41,,,,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/QUP6dI4s5yrv,John Nelson,Second,John Crowley,2,25,WON,96,60,97,90,139,15,0,0,4,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/QUP6dI4s5yrv,John Crowley,First,John Nelson,2,27,LOST,43,45,66,60,45,28,68,60,46,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/QUP6dI4s5yrv,John Nelson,First,John Crowley,3,20,WON,96,134,58,59,122,14,18,,,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/QUP6dI4s5yrv,John Crowley,Second,John Nelson,3,18,LOST,11,41,68,85,45,57,,,,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/FDPoDBHbZuvq,Ryan Olver,First,Mark Page,1,30,LOST,100,60,125,81,3,42,54,0,0,0,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/FDPoDBHbZuvq,Mark Page,Second,Ryan Olver,1,28,WON,43,140,85,68,24,41,28,32,30,10,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/FDPoDBHbZuvq,Ryan Olver,Second,Mark Page,2,18,WON,66,100,100,81,40,114,,,,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/FDPoDBHbZuvq,Mark Page,First,Ryan Olver,2,18,LOST,81,7,34,26,41,95,,,,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/FDPoDBHbZuvq,Ryan Olver,First,Mark Page,3,28,WON,40,96,100,41,81,84,57,0,0,2,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/FDPoDBHbZuvq,Mark Page,Second,Ryan Olver,3,27,LOST,60,43,70,85,91,35,42,35,20,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/FDPoDBHbZuvq,Ryan Olver,Second,Mark Page,4,31,WON,55,40,97,96,41,13,61,40,38,0,20,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/FDPoDBHbZuvq,Mark Page,First,Ryan Olver,4,33,LOST,41,11,60,22,60,26,58,140,43,20,16,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/2nrtCQd4wtld,Connor Brehme,Second,Aidan Oliver,1,18,WON,41,140,140,23,42,115,,,,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/2nrtCQd4wtld,Aidan Oliver,First,Connor Brehme,1,18,LOST,60,100,81,100,60,68,,,,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/2nrtCQd4wtld,Connor Brehme,First,Aidan Oliver,2,27,WON,60,60,42,60,86,40,57,27,69,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/2nrtCQd4wtld,Aidan Oliver,Second,Connor Brehme,2,24,LOST,9,77,81,100,41,67,45,46,,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/2nrtCQd4wtld,Connor Brehme,Second,Aidan Oliver,3,24,LOST,60,58,60,60,81,74,44,0,,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/2nrtCQd4wtld,Aidan Oliver,First,Connor Brehme,3,27,WON,140,60,41,44,40,40,77,49,10,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/2nrtCQd4wtld,Connor Brehme,First,Aidan Oliver,4,25,WON,45,40,100,58,100,60,30,52,16,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/2nrtCQd4wtld,Aidan Oliver,Second,Connor Brehme,4,24,LOST,81,60,60,100,83,22,79,0,,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/QcYupPyQvmfP,Shane Edwards,First,Daley Brill,1,18,WON,61,45,60,57,140,138,,,,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/QcYupPyQvmfP,Daley Brill,Second,Shane Edwards,1,15,LOST,55,40,81,26,79,,,,,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/QcYupPyQvmfP,Shane Edwards,Second,Daley Brill,2,24,LOST,44,60,41,60,60,58,96,33,,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/QcYupPyQvmfP,Daley Brill,First,Shane Edwards,2,25,WON,45,81,40,60,41,77,60,85,12,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/QcYupPyQvmfP,Shane Edwards,First,Daley Brill,3,17,WON,98,40,134,99,102,28,,,,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/QcYupPyQvmfP,Daley Brill,Second,Shane Edwards,3,15,LOST,60,21,40,68,58,,,,,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/QcYupPyQvmfP,Shane Edwards,Second,Daley Brill,4,15,WON,120,115,42,140,84,,,,,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/QcYupPyQvmfP,Daley Brill,First,Shane Edwards,4,15,LOST,82,45,45,47,45,,,,,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/g4OEmiLBnnV8,Robbie Collins,First,Joe Toy,1,28,WON,19,60,66,140,45,45,46,60,0,20,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/g4OEmiLBnnV8,Joe Toy,Second,Robbie Collins,1,27,LOST,40,81,66,13,96,43,30,32,44,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/g4OEmiLBnnV8,Robbie Collins,Second,Joe Toy,2,25,WON,82,85,7,60,30,100,57,40,40,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/g4OEmiLBnnV8,Joe Toy,First,Robbie Collins,2,27,LOST,45,32,45,45,82,45,40,45,24,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/g4OEmiLBnnV8,Robbie Collins,First,Joe Toy,3,34,WON,54,81,48,23,95,100,60,10,0,0,22,8,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/g4OEmiLBnnV8,Joe Toy,Second,Robbie Collins,3,33,LOST,26,77,60,11,100,97,58,32,30,0,0,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/u4h2ohMPb2e4,Sean Lahiff,First,Norbert Nemeth,1,23,WON,100,43,41,60,100,41,56,60,,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/u4h2ohMPb2e4,Norbert Nemeth,Second,Sean Lahiff,1,21,LOST,30,55,28,119,9,140,48,,,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/u4h2ohMPb2e4,Sean Lahiff,Second,Norbert Nemeth,2,36,LOST,86,21,10,60,41,57,80,57,26,43,15,0,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/u4h2ohMPb2e4,Norbert Nemeth,First,Sean Lahiff,2,37,WON,64,135,70,58,9,39,42,28,46,5,3,0,2,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/u4h2ohMPb2e4,Sean Lahiff,First,Norbert Nemeth,3,18,WON,100,81,82,100,98,40,,,,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/u4h2ohMPb2e4,Norbert Nemeth,Second,Sean Lahiff,3,15,LOST,17,60,57,81,60,,,,,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/u4h2ohMPb2e4,Sean Lahiff,Second,Norbert Nemeth,4,26,WON,26,35,55,60,81,77,97,38,32,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/u4h2ohMPb2e4,Norbert Nemeth,First,Sean Lahiff,4,27,LOST,28,45,41,96,55,80,140,0,8,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/CZovcu4s1IkX,Steve Brill,First,Jozsef Varga,1,21,WON,60,31,100,60,62,81,107,,,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/CZovcu4s1IkX,Jozsef Varga,Second,Steve Brill,1,18,LOST,36,15,43,58,24,57,,,,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/CZovcu4s1IkX,Steve Brill,Second,Jozsef Varga,2,29,WON,60,22,81,60,59,85,44,42,24,24,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/CZovcu4s1IkX,Jozsef Varga,First,Steve Brill,2,30,LOST,46,41,47,24,134,27,60,97,17,6,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/CZovcu4s1IkX,Steve Brill,First,Jozsef Varga,3,24,WON,41,60,100,76,41,60,38,85,,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/CZovcu4s1IkX,Jozsef Varga,Second,Steve Brill,3,21,LOST,22,41,100,40,100,100,36,,,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/jzih0rnPZzKM,Callum Jones,Second,Tony Oak,1,19,WON,26,140,92,95,41,57,50,,,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/jzih0rnPZzKM,Tony Oak,First,Callum Jones,1,21,LOST,121,26,60,26,60,41,79,,,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/jzih0rnPZzKM,Callum Jones,First,Tony Oak,2,40,WON,11,47,49,26,45,7,85,41,60,60,50,0,0,20,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/jzih0rnPZzKM,Tony Oak,Second,Callum Jones,2,39,LOST,41,60,60,50,7,40,36,85,56,46,0,10,6,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/jzih0rnPZzKM,Callum Jones,Second,Tony Oak,3,27,LOST,70,22,11,45,138,60,23,60,48,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/jzih0rnPZzKM,Tony Oak,First,Callum Jones,3,29,WON,60,100,60,100,26,43,72,11,1,28,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/jzih0rnPZzKM,Callum Jones,First,Tony Oak,4,33,LOST,70,45,41,46,45,41,43,4,26,110,20,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/jzih0rnPZzKM,Tony Oak,Second,Callum Jones,4,33,WON,60,60,64,40,100,137,20,15,1,0,4,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/jzih0rnPZzKM,Callum Jones,Second,Tony Oak,5,18,WON,58,100,62,60,140,81,,,,,,,,,,,,
Redhill,,,07/02/2025,Last 64,https://www.dartsatlas.com/matches/jzih0rnPZzKM,Tony Oak,First,Callum Jones,5,18,LOST,140,81,41,45,53,41,,,,,,,,,,,,
