Venue,Division,Season,Date,Round,URL,Player,Opponent,First Thrower,Leg,Total Darts,Result,Throw_1,Throw_2,Throw_3,Throw_4,Throw_5,Throw_6,Throw_7,Throw_8,Throw_9,Throw_10,Throw_11,Throw_12,Throw_13,Throw_14,Throw_15,Throw_16
Morden,Premier,39,,,https://www.dartsatlas.com/matches/MLCZ2faYeIyZ,Nick Holman,Ryan Payne,Second,6,21,LOST,60,100,77,23,60,81,40,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/MLCZ2faYeIyZ,Ryan Payne,Nick Holman,Second,7,15,WON,100,60,95,180,66,,,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/MLCZ2faYeIyZ,Nick Holman,Ryan Payne,First,7,15,LOST,45,39,60,121,85,,,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/MLCZ2faYeIyZ,Ryan Payne,Nick Holman,First,8,21,WON,55,85,57,140,45,72,47,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/MLCZ2faYeIyZ,Nick Holman,Ryan Payne,Second,8,18,LOST,31,100,60,60,24,96,,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/MLCZ2faYeIyZ,Ryan Payne,Nick Holman,Second,9,15,LOST,57,100,125,85,42,,,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/MLCZ2faYeIyZ,Nick Holman,Ryan Payne,First,9,18,WON,41,140,47,180,43,50,,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/MLCZ2faYeIyZ,Ryan Payne,Nick Holman,First,10,18,LOST,58,59,80,36,58,134,,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/MLCZ2faYeIyZ,Nick Holman,Ryan Payne,Second,10,16,WON,100,100,100,60,105,36,,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/MLCZ2faYeIyZ,Ryan Payne,Nick Holman,Second,11,15,LOST,45,60,60,100,180,,,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/MLCZ2faYeIyZ,Nick Holman,Ryan Payne,First,11,17,WON,100,81,100,60,100,60,,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/MLCZ2faYeIyZ,Ryan Payne,Nick Holman,First,12,18,WON,100,100,100,100,54,47,,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/MLCZ2faYeIyZ,Nick Holman,Ryan Payne,Second,12,15,LOST,83,60,60,115,95,,,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/pP2poWgD8tnT,Jack Brownsmead,Shane Edwards,Second,1,15,LOST,45,60,100,140,120,,,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/pP2poWgD8tnT,Shane Edwards,Jack Brownsmead,First,1,17,WON,96,121,100,81,47,56,,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/pP2poWgD8tnT,Jack Brownsmead,Shane Edwards,First,2,33,LOST,60,85,60,81,55,30,125,0,0,0,0,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/pP2poWgD8tnT,Shane Edwards,Jack Brownsmead,Second,2,32,WON,57,81,96,97,56,98,0,12,0,0,4,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/pP2poWgD8tnT,Jack Brownsmead,Shane Edwards,Second,3,27,WON,121,80,96,40,44,43,34,27,16,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/pP2poWgD8tnT,Shane Edwards,Jack Brownsmead,First,3,27,LOST,93,23,44,83,60,28,58,47,29,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/pP2poWgD8tnT,Jack Brownsmead,Shane Edwards,First,4,18,LOST,60,42,60,95,79,45,,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/pP2poWgD8tnT,Shane Edwards,Jack Brownsmead,Second,4,16,WON,43,81,57,180,124,16,,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/pP2poWgD8tnT,Jack Brownsmead,Shane Edwards,Second,5,19,WON,100,98,120,81,78,12,12,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/pP2poWgD8tnT,Shane Edwards,Jack Brownsmead,First,5,21,LOST,39,39,100,53,42,48,100,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/pP2poWgD8tnT,Jack Brownsmead,Shane Edwards,First,6,30,LOST,99,62,100,81,59,40,40,0,15,3,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/pP2poWgD8tnT,Shane Edwards,Jack Brownsmead,Second,6,29,WON,15,140,50,56,41,59,55,45,0,40,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/pP2poWgD8tnT,Jack Brownsmead,Shane Edwards,Second,7,15,LOST,82,60,41,41,30,,,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/pP2poWgD8tnT,Shane Edwards,Jack Brownsmead,First,7,17,WON,100,121,28,56,140,56,,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/pP2poWgD8tnT,Jack Brownsmead,Shane Edwards,First,8,18,LOST,44,55,41,46,24,26,,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/pP2poWgD8tnT,Shane Edwards,Jack Brownsmead,Second,8,17,WON,93,96,123,171,0,18,,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/pP2poWgD8tnT,Jack Brownsmead,Shane Edwards,Second,9,12,LOST,44,85,96,64,,,,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/pP2poWgD8tnT,Shane Edwards,Jack Brownsmead,First,9,15,WON,140,131,100,94,36,,,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/pP2poWgD8tnT,Jack Brownsmead,Shane Edwards,First,10,24,LOST,58,125,99,59,30,58,0,40,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/pP2poWgD8tnT,Shane Edwards,Jack Brownsmead,Second,10,23,WON,41,41,59,140,140,40,20,20,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/M7TL01ZYRH14,Ryan Payne,Shane Edwards,First,1,27,LOST,60,85,22,40,41,57,83,93,10,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/M7TL01ZYRH14,Shane Edwards,Ryan Payne,Second,1,27,WON,60,78,58,43,78,140,12,0,32,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/M7TL01ZYRH14,Ryan Payne,Shane Edwards,Second,2,16,WON,83,123,60,140,87,8,,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/M7TL01ZYRH14,Shane Edwards,Ryan Payne,First,2,18,LOST,120,40,41,45,37,41,,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/M7TL01ZYRH14,Ryan Payne,Shane Edwards,First,3,16,WON,140,56,56,99,130,20,,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/M7TL01ZYRH14,Shane Edwards,Ryan Payne,Second,3,15,LOST,100,180,65,120,28,,,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/M7TL01ZYRH14,Ryan Payne,Shane Edwards,Second,4,20,WON,57,40,60,140,121,43,40,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/M7TL01ZYRH14,Shane Edwards,Ryan Payne,First,4,21,LOST,57,96,77,59,41,65,74,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/M7TL01ZYRH14,Ryan Payne,Shane Edwards,First,5,21,LOST,100,140,45,59,41,42,42,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/M7TL01ZYRH14,Shane Edwards,Ryan Payne,Second,5,21,WON,41,42,100,96,58,98,66,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/M7TL01ZYRH14,Ryan Payne,Shane Edwards,Second,6,21,LOST,57,43,45,96,100,60,80,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/M7TL01ZYRH14,Shane Edwards,Ryan Payne,First,6,24,WON,43,58,44,47,40,59,138,72,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/M7TL01ZYRH14,Ryan Payne,Shane Edwards,First,7,21,LOST,46,85,41,140,87,70,24,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/M7TL01ZYRH14,Shane Edwards,Ryan Payne,Second,7,19,WON,140,57,58,140,42,48,16,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/M7TL01ZYRH14,Ryan Payne,Shane Edwards,Second,8,20,WON,60,91,60,92,100,60,38,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/M7TL01ZYRH14,Shane Edwards,Ryan Payne,First,8,21,LOST,140,96,174,71,0,16,0,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/M7TL01ZYRH14,Ryan Payne,Shane Edwards,First,9,18,LOST,39,45,59,140,58,100,,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/M7TL01ZYRH14,Shane Edwards,Ryan Payne,Second,9,16,WON,140,100,100,89,40,32,,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/M7TL01ZYRH14,Ryan Payne,Shane Edwards,Second,10,15,LOST,57,96,58,45,59,,,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/M7TL01ZYRH14,Shane Edwards,Ryan Payne,First,10,18,WON,140,34,135,58,38,96,,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/M7TL01ZYRH14,Ryan Payne,Shane Edwards,First,11,28,WON,97,60,100,100,100,28,0,8,6,2,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/M7TL01ZYRH14,Shane Edwards,Ryan Payne,Second,11,27,LOST,140,125,41,127,35,17,0,12,0,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/M7TL01ZYRH14,Ryan Payne,Shane Edwards,Second,12,22,WON,97,43,60,42,83,136,30,10,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/M7TL01ZYRH14,Shane Edwards,Ryan Payne,First,12,24,LOST,85,98,60,21,59,80,21,67,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/M7TL01ZYRH14,Ryan Payne,Shane Edwards,First,13,21,LOST,42,15,85,60,43,60,82,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/M7TL01ZYRH14,Shane Edwards,Ryan Payne,Second,13,21,WON,100,44,25,60,45,78,149,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/M7TL01ZYRH14,Ryan Payne,Shane Edwards,Second,14,21,WON,125,42,41,65,94,74,60,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/M7TL01ZYRH14,Shane Edwards,Ryan Payne,First,14,21,LOST,45,30,135,140,75,11,15,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/seniEa4gSprg,James Willcox,Oscar King,First,1,24,WON,41,100,42,55,57,100,58,48,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/seniEa4gSprg,Oscar King,James Willcox,Second,1,21,LOST,80,121,81,180,25,12,0,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/seniEa4gSprg,James Willcox,Oscar King,Second,2,15,LOST,100,121,81,59,68,,,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/seniEa4gSprg,Oscar King,James Willcox,First,2,17,WON,100,100,85,60,100,56,,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/seniEa4gSprg,James Willcox,Oscar King,First,3,24,LOST,25,56,45,45,45,41,46,58,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/seniEa4gSprg,Oscar King,James Willcox,Second,3,22,WON,140,60,100,60,60,49,28,4,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/seniEa4gSprg,James Willcox,Oscar King,Second,4,20,WON,100,83,58,60,82,32,86,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/seniEa4gSprg,Oscar King,James Willcox,First,4,21,LOST,60,41,85,60,57,124,58,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/seniEa4gSprg,James Willcox,Oscar King,First,5,21,LOST,59,24,60,100,55,39,41,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/seniEa4gSprg,Oscar King,James Willcox,Second,5,19,WON,82,140,97,122,40,10,10,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/seniEa4gSprg,James Willcox,Oscar King,Second,6,16,WON,95,96,140,130,30,10,,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/seniEa4gSprg,Oscar King,James Willcox,First,6,18,LOST,60,100,45,45,45,45,,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/seniEa4gSprg,James Willcox,Oscar King,First,7,15,LOST,80,5,99,41,48,,,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/seniEa4gSprg,Oscar King,James Willcox,Second,7,14,WON,180,140,60,81,40,,,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/seniEa4gSprg,James Willcox,Oscar King,Second,8,21,LOST,140,81,60,28,66,39,77,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/seniEa4gSprg,Oscar King,James Willcox,First,8,23,WON,100,60,26,140,81,40,42,12,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/seniEa4gSprg,James Willcox,Oscar King,First,9,18,LOST,83,100,42,44,62,58,,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/seniEa4gSprg,Oscar King,James Willcox,Second,9,18,WON,45,140,85,54,137,40,,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/seniEa4gSprg,James Willcox,Oscar King,Second,10,24,LOST,50,62,39,100,96,59,38,37,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/seniEa4gSprg,Oscar King,James Willcox,First,10,26,WON,60,43,140,129,44,60,5,0,20,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/seniEa4gSprg,James Willcox,Oscar King,First,11,21,LOST,60,60,120,140,41,40,0,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/seniEa4gSprg,Oscar King,James Willcox,Second,11,20,WON,60,85,30,85,100,87,54,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/BbhNwJnwEpbu,Matt Cannon,Nick Holman,First,1,21,LOST,60,24,57,60,85,65,118,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/BbhNwJnwEpbu,Nick Holman,Matt Cannon,Second,1,19,WON,70,100,60,101,140,0,30,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/BbhNwJnwEpbu,Matt Cannon,Nick Holman,Second,2,18,LOST,24,55,100,60,42,45,,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/BbhNwJnwEpbu,Nick Holman,Matt Cannon,First,2,19,WON,140,40,64,140,40,67,10,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/BbhNwJnwEpbu,Matt Cannon,Nick Holman,First,3,33,LOST,40,91,40,36,100,92,94,4,0,2,0,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/BbhNwJnwEpbu,Nick Holman,Matt Cannon,Second,3,31,WON,100,60,23,41,23,100,60,14,72,0,8,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/BbhNwJnwEpbu,Matt Cannon,Nick Holman,Second,4,18,LOST,100,100,85,85,91,35,,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/BbhNwJnwEpbu,Nick Holman,Matt Cannon,First,4,20,WON,48,81,45,100,85,60,82,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/BbhNwJnwEpbu,Matt Cannon,Nick Holman,First,5,18,LOST,45,81,82,45,96,27,,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/BbhNwJnwEpbu,Nick Holman,Matt Cannon,Second,5,16,WON,125,60,100,100,108,8,,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/BbhNwJnwEpbu,Matt Cannon,Nick Holman,Second,6,21,LOST,100,100,85,30,100,53,1,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/BbhNwJnwEpbu,Nick Holman,Matt Cannon,First,6,24,WON,60,100,100,57,60,102,18,4,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/BbhNwJnwEpbu,Matt Cannon,Nick Holman,First,7,24,WON,41,85,85,55,60,59,29,87,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/BbhNwJnwEpbu,Nick Holman,Matt Cannon,Second,7,21,LOST,81,100,100,60,100,50,6,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/BbhNwJnwEpbu,Matt Cannon,Nick Holman,Second,8,18,LOST,83,40,26,13,100,99,,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/BbhNwJnwEpbu,Nick Holman,Matt Cannon,First,8,19,WON,87,27,24,64,140,127,32,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/BbhNwJnwEpbu,Matt Cannon,Nick Holman,First,9,28,WON,43,140,27,140,27,76,16,0,0,32,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/BbhNwJnwEpbu,Nick Holman,Matt Cannon,Second,9,27,LOST,60,60,28,41,57,41,74,100,0,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/BbhNwJnwEpbu,Matt Cannon,Nick Holman,Second,10,21,LOST,100,45,45,100,140,24,19,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/BbhNwJnwEpbu,Nick Holman,Matt Cannon,First,10,22,WON,39,95,55,55,60,140,47,10,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/JWt275ir0lkk,Chris King,Charlie Green,Second,1,18,LOST,28,58,60,96,43,37,,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/JWt275ir0lkk,Charlie Green,Chris King,First,1,20,WON,95,60,81,133,60,52,20,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/JWt275ir0lkk,Chris King,Charlie Green,First,2,24,LOST,7,96,100,100,46,41,31,75,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/JWt275ir0lkk,Charlie Green,Chris King,Second,2,22,WON,41,63,39,96,75,95,52,40,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/JWt275ir0lkk,Chris King,Charlie Green,Second,3,15,LOST,125,59,60,47,60,,,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/JWt275ir0lkk,Charlie Green,Chris King,First,3,16,WON,140,140,26,95,80,20,,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/JWt275ir0lkk,Chris King,Charlie Green,First,4,24,LOST,89,41,61,45,34,64,40,65,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/JWt275ir0lkk,Charlie Green,Chris King,Second,4,24,WON,20,57,96,81,98,60,24,65,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/JWt275ir0lkk,Chris King,Charlie Green,Second,5,23,WON,26,140,43,45,97,97,18,35,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/JWt275ir0lkk,Charlie Green,Chris King,First,5,24,LOST,140,26,58,66,85,101,0,1,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/JWt275ir0lkk,Chris King,Charlie Green,First,6,18,LOST,77,60,100,125,87,34,,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/JWt275ir0lkk,Charlie Green,Chris King,Second,6,16,WON,77,85,123,85,91,40,,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/JWt275ir0lkk,Chris King,Charlie Green,Second,7,28,WON,45,47,49,60,45,45,40,80,62,28,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/JWt275ir0lkk,Charlie Green,Chris King,First,7,30,LOST,96,95,140,42,63,25,20,10,0,0,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/JWt275ir0lkk,Chris King,Charlie Green,First,8,30,LOST,57,85,60,57,20,52,55,28,35,36,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/JWt275ir0lkk,Charlie Green,Chris King,Second,8,29,WON,83,121,45,100,100,12,35,3,0,2,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/JWt275ir0lkk,Chris King,Charlie Green,Second,9,30,LOST,36,43,77,70,41,96,70,60,4,0,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/JWt275ir0lkk,Charlie Green,Chris King,First,9,33,WON,58,81,85,81,45,43,68,30,8,0,2,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/JWt275ir0lkk,Chris King,Charlie Green,First,10,18,LOST,26,59,43,55,45,100,,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/JWt275ir0lkk,Charlie Green,Chris King,Second,10,18,WON,100,140,89,60,72,40,,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/6Bi2r9j3Nl2Y,Jack Brownsmead,Shaun Francome,First,1,23,WON,60,60,77,78,40,85,40,61,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/6Bi2r9j3Nl2Y,Shaun Francome,Jack Brownsmead,Second,1,21,LOST,66,41,125,29,25,140,59,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/6Bi2r9j3Nl2Y,Jack Brownsmead,Shaun Francome,Second,2,21,LOST,41,45,58,25,81,60,140,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/6Bi2r9j3Nl2Y,Shaun Francome,Jack Brownsmead,First,2,22,WON,100,85,40,67,44,78,47,40,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/6Bi2r9j3Nl2Y,Jack Brownsmead,Shaun Francome,First,3,27,LOST,23,22,100,58,60,40,58,60,40,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/6Bi2r9j3Nl2Y,Shaun Francome,Jack Brownsmead,Second,3,27,WON,26,85,45,58,81,77,49,78,2,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/6Bi2r9j3Nl2Y,Jack Brownsmead,Shaun Francome,Second,4,20,WON,60,81,60,140,82,58,20,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/6Bi2r9j3Nl2Y,Shaun Francome,Jack Brownsmead,First,4,21,LOST,85,100,23,80,60,43,54,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/6Bi2r9j3Nl2Y,Jack Brownsmead,Shaun Francome,First,5,27,WON,64,39,80,60,100,42,24,33,59,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/6Bi2r9j3Nl2Y,Shaun Francome,Jack Brownsmead,Second,5,24,LOST,21,95,78,26,82,42,58,83,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/6Bi2r9j3Nl2Y,Jack Brownsmead,Shaun Francome,Second,6,18,LOST,51,64,59,86,81,0,,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/6Bi2r9j3Nl2Y,Shaun Francome,Jack Brownsmead,First,6,19,WON,135,41,140,41,100,4,40,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/6Bi2r9j3Nl2Y,Jack Brownsmead,Shaun Francome,First,7,27,LOST,43,38,93,64,40,100,80,3,35,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/6Bi2r9j3Nl2Y,Shaun Francome,Jack Brownsmead,Second,7,25,WON,66,80,100,42,41,60,42,50,20,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/6Bi2r9j3Nl2Y,Jack Brownsmead,Shaun Francome,Second,8,21,LOST,85,60,41,23,27,96,22,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/6Bi2r9j3Nl2Y,Shaun Francome,Jack Brownsmead,First,8,22,WON,140,95,83,22,41,27,61,32,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/6Bi2r9j3Nl2Y,Jack Brownsmead,Shaun Francome,First,9,39,LOST,45,100,100,80,41,10,85,0,20,15,0,0,0,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/6Bi2r9j3Nl2Y,Shaun Francome,Jack Brownsmead,Second,9,37,WON,40,25,41,51,95,93,58,58,20,15,0,3,2,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/6Bi2r9j3Nl2Y,Jack Brownsmead,Shaun Francome,Second,10,26,WON,60,140,41,100,45,57,52,4,2,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/6Bi2r9j3Nl2Y,Shaun Francome,Jack Brownsmead,First,10,27,LOST,100,67,24,60,60,68,42,30,30,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/6Bi2r9j3Nl2Y,Jack Brownsmead,Shaun Francome,First,11,24,LOST,65,41,96,96,60,74,30,0,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/6Bi2r9j3Nl2Y,Shaun Francome,Jack Brownsmead,Second,11,24,WON,60,100,43,96,55,21,89,37,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/6Bi2r9j3Nl2Y,Jack Brownsmead,Shaun Francome,Second,12,21,LOST,26,100,28,60,77,25,47,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/6Bi2r9j3Nl2Y,Shaun Francome,Jack Brownsmead,First,12,23,WON,100,140,55,43,99,48,0,16,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/FYUoBmxD1Zw6,James Willcox,Nick Holman,Second,1,22,WON,57,140,25,117,37,79,14,32,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/FYUoBmxD1Zw6,Nick Holman,James Willcox,First,1,24,LOST,81,100,60,45,26,30,45,58,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/FYUoBmxD1Zw6,James Willcox,Nick Holman,First,2,24,WON,85,45,96,91,42,39,91,12,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/FYUoBmxD1Zw6,Nick Holman,James Willcox,Second,2,21,LOST,55,45,45,41,140,41,94,,,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/FYUoBmxD1Zw6,James Willcox,Nick Holman,Second,3,27,LOST,41,28,95,59,26,38,57,41,98,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/FYUoBmxD1Zw6,Nick Holman,James Willcox,First,3,30,WON,41,28,55,81,81,45,60,40,38,32,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/FYUoBmxD1Zw6,James Willcox,Nick Holman,First,4,25,WON,93,140,24,60,46,39,40,39,20,,,,,,,
Morden,Premier,39,,,https://www.dartsatlas.com/matches/FYUoBmxD1Zw6,Nick Holman,James Willcox,Second,4,24,LOST,26,85,60,100,25,100,73,24,,,,,,,,
