Venue,Division,Season,Date,Round,URL,Player,First Thrower,Opponent,Leg,Total Darts,Result,Throw_1,Throw_2,Throw_3,Throw_4,Throw_5,Throw_6,Throw_7,Throw_8,Throw_9,Throw_10,Throw_11,Throw_12,Throw_13
Ruislip,,,16/11/2025,Final,https://www.dartsatlas.com/matches/FjkwpjxMSIhA,Kian Dominguez,Second,Edgar Znutins,1,21,LOST,29,58,25,60,100,41,100,,,,,,
Ruislip,,,16/11/2025,Final,https://www.dartsatlas.com/matches/FjkwpjxMSIhA,Edgar Znutins,First,Kian Dominguez,1,22,WON,60,60,100,100,45,60,58,18,,,,,
Ruislip,,,16/11/2025,Final,https://www.dartsatlas.com/matches/FjkwpjxMSIhA,Kian Dominguez,First,Edgar Znutins,2,21,LOST,81,25,85,99,46,59,50,,,,,,
Ruislip,,,16/11/2025,Final,https://www.dartsatlas.com/matches/FjkwpjxMSIhA,Edgar Znutins,Second,Kian Dominguez,2,21,WON,60,100,24,100,43,120,54,,,,,,
Ruislip,,,16/11/2025,Final,https://www.dartsatlas.com/matches/FjkwpjxMSIhA,Kian Dominguez,Second,Edgar Znutins,3,23,WON,57,3,96,93,40,39,95,78,,,,,
Ruislip,,,16/11/2025,Final,https://www.dartsatlas.com/matches/FjkwpjxMSIhA,Edgar Znutins,First,Kian Dominguez,3,24,LOST,43,28,60,78,100,44,55,33,,,,,
Ruislip,,,16/11/2025,Final,https://www.dartsatlas.com/matches/FjkwpjxMSIhA,Kian Dominguez,First,Edgar Znutins,4,24,LOST,45,60,100,65,91,54,32,44,,,,,
Ruislip,,,16/11/2025,Final,https://www.dartsatlas.com/matches/FjkwpjxMSIhA,Edgar Znutins,Second,Kian Dominguez,4,23,WON,45,58,96,96,84,92,0,30,,,,,
Ruislip,,,16/11/2025,Final,https://www.dartsatlas.com/matches/FjkwpjxMSIhA,Kian Dominguez,Second,Edgar Znutins,5,21,LOST,96,45,140,60,68,27,25,,,,,,
Ruislip,,,16/11/2025,Final,https://www.dartsatlas.com/matches/FjkwpjxMSIhA,Edgar Znutins,First,Kian Dominguez,5,23,WON,57,100,60,100,98,62,18,6,,,,,
