Venue,Division,Season,Date,Round,URL,Player,First Thrower,Opponent,Leg,Total Darts,Result,Throw_1,Throw_2,Throw_3,Throw_4,Throw_5,Throw_6,Throw_7,Throw_8,Throw_9,Throw_10,Throw_11
Redhill,,,04/04/2025,Quarter-Final,https://www.dartsatlas.com/matches/GkoOnPEo8e1t,Robbie Collins,Second,Shane Edwards,3,18,LOST,45,100,95,57,100,51,,,,,
Redhill,,,04/04/2025,Quarter-Final,https://www.dartsatlas.com/matches/GkoOnPEo8e1t,Shane Edwards,Second,Robbie Collins,4,21,WON,57,100,28,46,135,111,24,,,,
Redhill,,,04/04/2025,Quarter-Final,https://www.dartsatlas.com/matches/GkoOnPEo8e1t,Robbie Collins,First,Shane Edwards,4,21,LOST,67,32,84,9,59,100,60,,,,
Redhill,,,04/04/2025,Quarter-Final,https://www.dartsatlas.com/matches/nnevcolZlwSH,Sam Belcher,Second,Nicky Jones,1,21,WON,60,100,26,100,100,90,25,,,,
Redhill,,,04/04/2025,Quarter-Final,https://www.dartsatlas.com/matches/nnevcolZlwSH,Nicky Jones,First,Sam Belcher,1,21,LOST,60,26,26,45,41,60,45,,,,
Redhill,,,04/04/2025,Quarter-Final,https://www.dartsatlas.com/matches/nnevcolZlwSH,Sam Belcher,First,Nicky Jones,2,26,WON,41,100,100,45,95,60,20,20,20,,
Redhill,,,04/04/2025,Quarter-Final,https://www.dartsatlas.com/matches/nnevcolZlwSH,Nicky Jones,Second,Sam Belcher,2,24,LOST,43,66,95,83,100,58,16,0,,,
Redhill,,,04/04/2025,Quarter-Final,https://www.dartsatlas.com/matches/nnevcolZlwSH,Sam Belcher,Second,Nicky Jones,3,18,LOST,43,23,81,45,60,59,,,,,
Redhill,,,04/04/2025,Quarter-Final,https://www.dartsatlas.com/matches/nnevcolZlwSH,Nicky Jones,First,Sam Belcher,3,21,WON,60,100,81,100,100,50,10,,,,
Redhill,,,04/04/2025,Quarter-Final,https://www.dartsatlas.com/matches/nnevcolZlwSH,Sam Belcher,First,Nicky Jones,4,21,LOST,100,45,60,60,26,28,60,,,,
Redhill,,,04/04/2025,Quarter-Final,https://www.dartsatlas.com/matches/nnevcolZlwSH,Nicky Jones,Second,Sam Belcher,4,20,WON,60,100,121,140,40,0,40,,,,
Redhill,,,04/04/2025,Quarter-Final,https://www.dartsatlas.com/matches/nnevcolZlwSH,Sam Belcher,Second,Nicky Jones,5,18,LOST,85,22,60,27,45,100,,,,,
Redhill,,,04/04/2025,Quarter-Final,https://www.dartsatlas.com/matches/nnevcolZlwSH,Nicky Jones,First,Sam Belcher,5,21,WON,121,140,100,60,60,0,20,,,,
Redhill,,,04/04/2025,Quarter-Final,https://www.dartsatlas.com/matches/nnevcolZlwSH,Sam Belcher,First,Nicky Jones,6,24,LOST,81,41,41,45,41,62,41,59,,,
Redhill,,,04/04/2025,Quarter-Final,https://www.dartsatlas.com/matches/nnevcolZlwSH,Nicky Jones,Second,Sam Belcher,6,23,WON,140,45,85,85,23,57,30,36,,,
Redhill,,,04/04/2025,Quarter-Final,https://www.dartsatlas.com/matches/CYn0xKHngmwz,Josh Blore,Second,Bradley OConnor,1,15,LOST,121,41,60,43,70,,,,,,
Redhill,,,04/04/2025,Quarter-Final,https://www.dartsatlas.com/matches/CYn0xKHngmwz,Bradley OConnor,First,Josh Blore,1,18,WON,58,97,100,96,134,16,,,,,
Redhill,,,04/04/2025,Quarter-Final,https://www.dartsatlas.com/matches/CYn0xKHngmwz,Josh Blore,First,Bradley OConnor,2,18,LOST,44,45,38,28,81,83,,,,,
Redhill,,,04/04/2025,Quarter-Final,https://www.dartsatlas.com/matches/CYn0xKHngmwz,Bradley OConnor,Second,Josh Blore,2,17,WON,100,60,140,91,78,32,,,,,
Redhill,,,04/04/2025,Quarter-Final,https://www.dartsatlas.com/matches/CYn0xKHngmwz,Josh Blore,Second,Bradley OConnor,3,15,LOST,97,68,81,28,41,,,,,,
Redhill,,,04/04/2025,Quarter-Final,https://www.dartsatlas.com/matches/CYn0xKHngmwz,Bradley OConnor,First,Josh Blore,3,18,WON,57,140,100,100,56,48,,,,,
Redhill,,,04/04/2025,Quarter-Final,https://www.dartsatlas.com/matches/CYn0xKHngmwz,Josh Blore,First,Bradley OConnor,4,21,WON,95,45,26,98,81,60,96,,,,
Redhill,,,04/04/2025,Quarter-Final,https://www.dartsatlas.com/matches/CYn0xKHngmwz,Bradley OConnor,Second,Josh Blore,4,18,LOST,60,100,81,100,100,50,,,,,
Redhill,,,04/04/2025,Quarter-Final,https://www.dartsatlas.com/matches/CYn0xKHngmwz,Josh Blore,Second,Bradley OConnor,5,18,LOST,85,137,99,42,47,71,,,,,
Redhill,,,04/04/2025,Quarter-Final,https://www.dartsatlas.com/matches/CYn0xKHngmwz,Bradley OConnor,First,Josh Blore,5,20,WON,59,77,96,135,78,36,20,,,,
Redhill,,,04/04/2025,Last 16,https://www.dartsatlas.com/matches/IRTcvWYuRr7G,Shane Edwards,Second,Paul Upfold,1,24,LOST,41,80,58,43,41,34,45,47,,,
Redhill,,,04/04/2025,Last 16,https://www.dartsatlas.com/matches/IRTcvWYuRr7G,Paul Upfold,First,Shane Edwards,1,25,WON,87,85,81,45,99,40,0,24,40,,
Redhill,,,04/04/2025,Last 16,https://www.dartsatlas.com/matches/IRTcvWYuRr7G,Shane Edwards,First,Paul Upfold,2,18,WON,60,120,121,140,21,39,,,,,
Redhill,,,04/04/2025,Last 16,https://www.dartsatlas.com/matches/IRTcvWYuRr7G,Paul Upfold,Second,Shane Edwards,2,15,LOST,100,55,43,95,60,,,,,,
Redhill,,,04/04/2025,Last 16,https://www.dartsatlas.com/matches/IRTcvWYuRr7G,Shane Edwards,Second,Paul Upfold,3,17,WON,140,85,60,100,100,16,,,,,
Redhill,,,04/04/2025,Last 16,https://www.dartsatlas.com/matches/IRTcvWYuRr7G,Paul Upfold,First,Shane Edwards,3,18,LOST,30,78,68,60,95,40,,,,,
Redhill,,,04/04/2025,Last 16,https://www.dartsatlas.com/matches/IRTcvWYuRr7G,Shane Edwards,First,Paul Upfold,4,13,WON,85,140,60,180,36,,,,,,
Redhill,,,04/04/2025,Last 16,https://www.dartsatlas.com/matches/IRTcvWYuRr7G,Paul Upfold,Second,Shane Edwards,4,12,LOST,100,45,60,59,,,,,,,
Redhill,,,04/04/2025,Last 16,https://www.dartsatlas.com/matches/IRTcvWYuRr7G,Shane Edwards,Second,Paul Upfold,5,21,LOST,57,96,26,58,78,28,82,,,,
Redhill,,,04/04/2025,Last 16,https://www.dartsatlas.com/matches/IRTcvWYuRr7G,Paul Upfold,First,Shane Edwards,5,23,WON,100,60,42,43,83,100,53,20,,,
Redhill,,,04/04/2025,Last 16,https://www.dartsatlas.com/matches/IRTcvWYuRr7G,Shane Edwards,First,Paul Upfold,6,16,WON,45,60,140,140,76,40,,,,,
Redhill,,,04/04/2025,Last 16,https://www.dartsatlas.com/matches/IRTcvWYuRr7G,Paul Upfold,Second,Shane Edwards,6,15,LOST,54,99,100,100,68,,,,,,
Redhill,,,04/04/2025,Last 16,https://www.dartsatlas.com/matches/54HmW2sgbMOc,Robbie Collins,First,James Ralph,1,19,WON,32,45,57,180,140,31,16,,,,
Redhill,,,04/04/2025,Last 16,https://www.dartsatlas.com/matches/54HmW2sgbMOc,James Ralph,Second,Robbie Collins,1,18,LOST,85,45,82,60,99,26,,,,,
Redhill,,,04/04/2025,Last 16,https://www.dartsatlas.com/matches/54HmW2sgbMOc,Robbie Collins,Second,James Ralph,2,17,WON,85,60,180,41,87,48,,,,,
Redhill,,,04/04/2025,Last 16,https://www.dartsatlas.com/matches/54HmW2sgbMOc,James Ralph,First,Robbie Collins,2,18,LOST,97,60,45,140,59,64,,,,,
Redhill,,,04/04/2025,Last 16,https://www.dartsatlas.com/matches/54HmW2sgbMOc,Robbie Collins,First,James Ralph,3,15,LOST,140,60,93,44,60,,,,,,
Redhill,,,04/04/2025,Last 16,https://www.dartsatlas.com/matches/54HmW2sgbMOc,James Ralph,Second,Robbie Collins,3,14,WON,140,140,85,82,54,,,,,,
Redhill,,,04/04/2025,Last 16,https://www.dartsatlas.com/matches/54HmW2sgbMOc,Robbie Collins,Second,James Ralph,4,14,WON,60,180,100,97,64,,,,,,
Redhill,,,04/04/2025,Last 16,https://www.dartsatlas.com/matches/54HmW2sgbMOc,James Ralph,First,Robbie Collins,4,15,LOST,100,41,43,41,38,,,,,,
Redhill,,,04/04/2025,Last 16,https://www.dartsatlas.com/matches/54HmW2sgbMOc,Robbie Collins,First,James Ralph,5,15,WON,100,26,140,180,55,,,,,,
Redhill,,,04/04/2025,Last 16,https://www.dartsatlas.com/matches/54HmW2sgbMOc,James Ralph,Second,Robbie Collins,5,12,LOST,60,180,57,140,,,,,,,
Redhill,,,04/04/2025,Last 16,https://www.dartsatlas.com/matches/1fcVNJI2z7bd,Charlie Sutherland,First,Damien Olver,1,21,LOST,54,41,36,100,100,134,18,,,,
Redhill,,,04/04/2025,Last 16,https://www.dartsatlas.com/matches/1fcVNJI2z7bd,Damien Olver,Second,Charlie Sutherland,1,21,WON,60,60,85,60,100,100,36,,,,
Redhill,,,04/04/2025,Last 16,https://www.dartsatlas.com/matches/1fcVNJI2z7bd,Charlie Sutherland,Second,Damien Olver,2,17,WON,100,100,58,100,60,83,,,,,
Redhill,,,04/04/2025,Last 16,https://www.dartsatlas.com/matches/1fcVNJI2z7bd,Damien Olver,First,Charlie Sutherland,2,18,LOST,37,26,55,92,100,100,,,,,
Redhill,,,04/04/2025,Last 16,https://www.dartsatlas.com/matches/1fcVNJI2z7bd,Charlie Sutherland,First,Damien Olver,3,25,WON,96,45,60,55,58,80,47,20,40,,
Redhill,,,04/04/2025,Last 16,https://www.dartsatlas.com/matches/1fcVNJI2z7bd,Damien Olver,Second,Charlie Sutherland,3,24,LOST,26,85,41,95,83,60,43,48,,,
Redhill,,,04/04/2025,Last 16,https://www.dartsatlas.com/matches/1fcVNJI2z7bd,Charlie Sutherland,Second,Damien Olver,4,26,WON,83,26,39,45,60,118,99,23,8,,
Redhill,,,04/04/2025,Last 16,https://www.dartsatlas.com/matches/1fcVNJI2z7bd,Damien Olver,First,Charlie Sutherland,4,27,LOST,100,41,43,55,42,140,40,0,0,,
Redhill,,,04/04/2025,Last 16,https://www.dartsatlas.com/matches/1fcVNJI2z7bd,Charlie Sutherland,First,Damien Olver,5,24,LOST,43,100,96,92,60,30,60,0,,,
Redhill,,,04/04/2025,Last 16,https://www.dartsatlas.com/matches/1fcVNJI2z7bd,Damien Olver,Second,Charlie Sutherland,5,23,WON,100,81,100,83,39,38,40,20,,,
Redhill,,,04/04/2025,Last 16,https://www.dartsatlas.com/matches/1fcVNJI2z7bd,Charlie Sutherland,Second,Damien Olver,6,18,LOST,60,58,60,60,99,84,,,,,
Redhill,,,04/04/2025,Last 16,https://www.dartsatlas.com/matches/1fcVNJI2z7bd,Damien Olver,First,Charlie Sutherland,6,20,WON,60,45,41,85,100,135,35,,,,
Redhill,,,04/04/2025,Last 16,https://www.dartsatlas.com/matches/1fcVNJI2z7bd,Charlie Sutherland,First,Damien Olver,7,22,WON,60,87,60,100,60,42,60,32,,,
Redhill,,,04/04/2025,Last 16,https://www.dartsatlas.com/matches/1fcVNJI2z7bd,Damien Olver,Second,Charlie Sutherland,7,21,LOST,60,100,45,41,64,81,50,,,,
Redhill,,,04/04/2025,Last 16,https://www.dartsatlas.com/matches/JsSgOXOZTB7F,Sam Belcher,Second,Steve Henry,1,31,WON,41,80,30,100,26,100,68,32,12,6,6
Redhill,,,04/04/2025,Last 16,https://www.dartsatlas.com/matches/JsSgOXOZTB7F,Steve Henry,First,Sam Belcher,1,33,LOST,100,85,45,80,45,45,30,52,3,0,0
Redhill,,,04/04/2025,Last 16,https://www.dartsatlas.com/matches/JsSgOXOZTB7F,Sam Belcher,First,Steve Henry,2,29,WON,45,45,100,82,60,41,72,46,5,5,
Redhill,,,04/04/2025,Last 16,https://www.dartsatlas.com/matches/JsSgOXOZTB7F,Steve Henry,Second,Sam Belcher,2,27,LOST,41,60,100,59,44,55,33,41,36,,
Redhill,,,04/04/2025,Last 16,https://www.dartsatlas.com/matches/JsSgOXOZTB7F,Sam Belcher,Second,Steve Henry,3,30,WON,60,45,55,77,40,30,41,85,22,46,
Redhill,,,04/04/2025,Last 16,https://www.dartsatlas.com/matches/JsSgOXOZTB7F,Steve Henry,First,Sam Belcher,3,30,LOST,60,41,30,37,26,49,96,60,87,7,
Redhill,,,04/04/2025,Last 16,https://www.dartsatlas.com/matches/JsSgOXOZTB7F,Sam Belcher,First,Steve Henry,4,30,WON,60,42,60,47,9,30,60,95,58,40,
Redhill,,,04/04/2025,Last 16,https://www.dartsatlas.com/matches/JsSgOXOZTB7F,Steve Henry,Second,Sam Belcher,4,27,LOST,60,41,100,30,39,45,64,82,35,,
Redhill,,,04/04/2025,Last 16,https://www.dartsatlas.com/matches/iTCIci09hhJY,Nicky Jones,Second,John Green,1,17,WON,43,80,140,41,97,100,,,,,
Redhill,,,04/04/2025,Last 16,https://www.dartsatlas.com/matches/iTCIci09hhJY,John Green,First,Nicky Jones,1,18,LOST,100,60,100,41,91,22,,,,,
Redhill,,,04/04/2025,Last 16,https://www.dartsatlas.com/matches/iTCIci09hhJY,Nicky Jones,First,John Green,2,21,WON,60,41,180,135,45,20,20,,,,
Redhill,,,04/04/2025,Last 16,https://www.dartsatlas.com/matches/iTCIci09hhJY,John Green,Second,Nicky Jones,2,18,LOST,43,40,100,41,41,60,,,,,
Redhill,,,04/04/2025,Last 16,https://www.dartsatlas.com/matches/iTCIci09hhJY,Nicky Jones,Second,John Green,3,13,WON,140,140,100,81,40,,,,,,
Redhill,,,04/04/2025,Last 16,https://www.dartsatlas.com/matches/iTCIci09hhJY,John Green,First,Nicky Jones,3,15,LOST,30,30,58,140,85,,,,,,
Redhill,,,04/04/2025,Last 16,https://www.dartsatlas.com/matches/iTCIci09hhJY,Nicky Jones,First,John Green,4,24,WON,100,140,45,100,54,22,20,20,,,
Redhill,,,04/04/2025,Last 16,https://www.dartsatlas.com/matches/iTCIci09hhJY,John Green,Second,Nicky Jones,4,21,LOST,100,22,41,24,45,24,100,,,,
Redhill,,,04/04/2025,Last 16,https://www.dartsatlas.com/matches/1o4B9tha2qEv,Charlie Green,Second,Josh Blore,1,12,LOST,100,42,42,28,,,,,,,
Redhill,,,04/04/2025,Last 16,https://www.dartsatlas.com/matches/1o4B9tha2qEv,Josh Blore,First,Charlie Green,1,14,WON,93,180,85,83,60,,,,,,
Redhill,,,04/04/2025,Last 16,https://www.dartsatlas.com/matches/1o4B9tha2qEv,Charlie Green,First,Josh Blore,2,27,LOST,43,41,140,45,58,54,42,60,11,,
Redhill,,,04/04/2025,Last 16,https://www.dartsatlas.com/matches/1o4B9tha2qEv,Josh Blore,Second,Charlie Green,2,27,WON,39,100,75,22,27,43,27,100,68,,
Redhill,,,04/04/2025,Last 16,https://www.dartsatlas.com/matches/1o4B9tha2qEv,Charlie Green,Second,Josh Blore,3,27,LOST,55,41,60,80,27,91,47,60,30,,
Redhill,,,04/04/2025,Last 16,https://www.dartsatlas.com/matches/1o4B9tha2qEv,Josh Blore,First,Charlie Green,3,29,WON,59,55,93,60,42,41,97,19,19,16,
Redhill,,,04/04/2025,Last 16,https://www.dartsatlas.com/matches/1o4B9tha2qEv,Charlie Green,First,Josh Blore,4,18,LOST,60,100,28,134,59,100,,,,,
Redhill,,,04/04/2025,Last 16,https://www.dartsatlas.com/matches/1o4B9tha2qEv,Josh Blore,Second,Charlie Green,4,17,WON,180,95,41,105,70,10,,,,,
Redhill,,,04/04/2025,Last 16,https://www.dartsatlas.com/matches/o0c3B4FklGJz,Bradley OConnor,First,Michael Lawrence,1,22,WON,140,28,95,45,95,38,40,20,,,
Redhill,,,04/04/2025,Last 16,https://www.dartsatlas.com/matches/o0c3B4FklGJz,Michael Lawrence,Second,Bradley OConnor,1,21,LOST,95,26,30,60,14,22,100,,,,
Redhill,,,04/04/2025,Last 16,https://www.dartsatlas.com/matches/o0c3B4FklGJz,Bradley OConnor,Second,Michael Lawrence,2,23,WON,140,85,59,57,44,96,0,20,,,
Redhill,,,04/04/2025,Last 16,https://www.dartsatlas.com/matches/o0c3B4FklGJz,Michael Lawrence,First,Bradley OConnor,2,24,LOST,140,135,44,22,28,78,0,14,,,
Redhill,,,04/04/2025,Last 16,https://www.dartsatlas.com/matches/o0c3B4FklGJz,Bradley OConnor,First,Michael Lawrence,3,19,WON,60,140,140,95,58,0,8,,,,
Redhill,,,04/04/2025,Last 16,https://www.dartsatlas.com/matches/o0c3B4FklGJz,Michael Lawrence,Second,Bradley OConnor,3,18,LOST,97,82,74,22,85,43,,,,,
Redhill,,,04/04/2025,Last 16,https://www.dartsatlas.com/matches/o0c3B4FklGJz,Bradley OConnor,Second,Michael Lawrence,4,21,LOST,100,60,22,58,45,46,58,,,,
Redhill,,,04/04/2025,Last 16,https://www.dartsatlas.com/matches/o0c3B4FklGJz,Michael Lawrence,First,Bradley OConnor,4,22,WON,78,58,100,45,83,31,86,20,,,
Redhill,,,04/04/2025,Last 16,https://www.dartsatlas.com/matches/o0c3B4FklGJz,Bradley OConnor,First,Michael Lawrence,5,21,WON,100,95,83,93,105,21,4,,,,
Redhill,,,04/04/2025,Last 16,https://www.dartsatlas.com/matches/o0c3B4FklGJz,Michael Lawrence,Second,Bradley OConnor,5,18,LOST,43,66,78,81,16,100,,,,,
