Venue,Division,Season,Date,Round,URL,Player,First Thrower,Opponent,Leg,Total Darts,Result,Throw_1,Throw_2,Throw_3,Throw_4,Throw_5,Throw_6,Throw_7,Throw_8,Throw_9,Throw_10,Throw_11
Morden,,,16/02/2025,Final,https://www.dartsatlas.com/matches/WbmwSz4pcO6e,Kurtis Atkins,First,Nick Ellis,1,20,WON,97,78,100,97,40,84,5,,,,
Morden,,,16/02/2025,Final,https://www.dartsatlas.com/matches/WbmwSz4pcO6e,Nick Ellis,Second,Kurtis Atkins,1,18,LOST,100,140,54,37,58,76,,,,,
Morden,,,16/02/2025,Final,https://www.dartsatlas.com/matches/WbmwSz4pcO6e,Kurtis Atkins,Second,Nick Ellis,2,18,LOST,45,100,58,125,41,56,,,,,
Morden,,,16/02/2025,Final,https://www.dartsatlas.com/matches/WbmwSz4pcO6e,Nick Ellis,First,Kurtis Atkins,2,20,WON,57,40,58,81,171,78,16,,,,
Morden,,,16/02/2025,Final,https://www.dartsatlas.com/matches/WbmwSz4pcO6e,Kurtis Atkins,First,Nick Ellis,3,16,WON,57,100,134,100,82,28,,,,,
Morden,,,16/02/2025,Final,https://www.dartsatlas.com/matches/WbmwSz4pcO6e,Nick Ellis,Second,Kurtis Atkins,3,15,LOST,57,60,96,42,134,,,,,,
Morden,,,16/02/2025,Final,https://www.dartsatlas.com/matches/WbmwSz4pcO6e,Kurtis Atkins,Second,Nick Ellis,4,15,LOST,100,81,95,134,79,,,,,,
Morden,,,16/02/2025,Final,https://www.dartsatlas.com/matches/WbmwSz4pcO6e,Nick Ellis,First,Kurtis Atkins,4,18,WON,60,140,60,140,53,48,,,,,
Morden,,,16/02/2025,Final,https://www.dartsatlas.com/matches/WbmwSz4pcO6e,Kurtis Atkins,First,Nick Ellis,5,20,WON,100,57,60,100,92,36,56,,,,
Morden,,,16/02/2025,Final,https://www.dartsatlas.com/matches/WbmwSz4pcO6e,Nick Ellis,Second,Kurtis Atkins,5,18,LOST,41,77,100,83,100,60,,,,,
Morden,,,16/02/2025,Final,https://www.dartsatlas.com/matches/WbmwSz4pcO6e,Kurtis Atkins,Second,Nick Ellis,6,23,WON,60,81,100,60,100,60,0,40,,,
Morden,,,16/02/2025,Final,https://www.dartsatlas.com/matches/WbmwSz4pcO6e,Nick Ellis,First,Kurtis Atkins,6,24,LOST,30,100,57,100,58,120,0,20,,,
Morden,,,16/02/2025,Final,https://www.dartsatlas.com/matches/WbmwSz4pcO6e,Kurtis Atkins,First,Nick Ellis,7,15,LOST,43,98,85,100,57,,,,,,
Morden,,,16/02/2025,Final,https://www.dartsatlas.com/matches/WbmwSz4pcO6e,Nick Ellis,Second,Kurtis Atkins,7,15,WON,45,180,60,60,156,,,,,,
Morden,,,16/02/2025,Final,https://www.dartsatlas.com/matches/WbmwSz4pcO6e,Kurtis Atkins,Second,Nick Ellis,8,21,LOST,121,43,42,40,83,100,61,,,,
Morden,,,16/02/2025,Final,https://www.dartsatlas.com/matches/WbmwSz4pcO6e,Nick Ellis,First,Kurtis Atkins,8,22,WON,43,45,85,60,94,58,98,18,,,
Morden,,,16/02/2025,Final,https://www.dartsatlas.com/matches/WbmwSz4pcO6e,Kurtis Atkins,First,Nick Ellis,9,18,WON,60,100,83,140,52,66,,,,,
Morden,,,16/02/2025,Final,https://www.dartsatlas.com/matches/WbmwSz4pcO6e,Nick Ellis,Second,Kurtis Atkins,9,15,LOST,58,26,58,47,100,,,,,,
Morden,,,16/02/2025,Final,https://www.dartsatlas.com/matches/WbmwSz4pcO6e,Kurtis Atkins,Second,Nick Ellis,10,15,LOST,140,57,80,81,102,,,,,,
Morden,,,16/02/2025,Final,https://www.dartsatlas.com/matches/WbmwSz4pcO6e,Nick Ellis,First,Kurtis Atkins,10,18,WON,100,57,60,140,96,48,,,,,
Morden,,,16/02/2025,Final,https://www.dartsatlas.com/matches/WbmwSz4pcO6e,Kurtis Atkins,First,Nick Ellis,11,15,LOST,58,44,48,92,99,,,,,,
Morden,,,16/02/2025,Final,https://www.dartsatlas.com/matches/WbmwSz4pcO6e,Nick Ellis,Second,Kurtis Atkins,11,15,WON,131,140,60,100,70,,,,,,
Morden,,,16/02/2025,Semi-Final,https://www.dartsatlas.com/matches/DigvXdbUcu5Q,Kurtis Atkins,First,Jack Brownsmead,1,21,LOST,59,98,59,121,58,98,4,,,,
Morden,,,16/02/2025,Semi-Final,https://www.dartsatlas.com/matches/DigvXdbUcu5Q,Jack Brownsmead,Second,Kurtis Atkins,1,21,WON,63,85,121,41,100,59,32,,,,
Morden,,,16/02/2025,Semi-Final,https://www.dartsatlas.com/matches/DigvXdbUcu5Q,Kurtis Atkins,Second,Jack Brownsmead,2,23,WON,140,100,125,24,38,34,20,20,,,
Morden,,,16/02/2025,Semi-Final,https://www.dartsatlas.com/matches/DigvXdbUcu5Q,Jack Brownsmead,First,Kurtis Atkins,2,24,LOST,100,60,41,45,45,24,60,80,,,
Morden,,,16/02/2025,Semi-Final,https://www.dartsatlas.com/matches/DigvXdbUcu5Q,Kurtis Atkins,First,Jack Brownsmead,3,17,WON,99,58,100,93,81,70,,,,,
Morden,,,16/02/2025,Semi-Final,https://www.dartsatlas.com/matches/DigvXdbUcu5Q,Jack Brownsmead,Second,Kurtis Atkins,3,15,LOST,96,180,95,40,30,,,,,,
Morden,,,16/02/2025,Semi-Final,https://www.dartsatlas.com/matches/DigvXdbUcu5Q,Kurtis Atkins,Second,Jack Brownsmead,4,14,WON,177,140,83,93,8,,,,,,
Morden,,,16/02/2025,Semi-Final,https://www.dartsatlas.com/matches/DigvXdbUcu5Q,Jack Brownsmead,First,Kurtis Atkins,4,15,LOST,60,134,100,57,40,,,,,,
Morden,,,16/02/2025,Semi-Final,https://www.dartsatlas.com/matches/DigvXdbUcu5Q,Kurtis Atkins,First,Jack Brownsmead,5,15,LOST,80,57,81,140,89,,,,,,
Morden,,,16/02/2025,Semi-Final,https://www.dartsatlas.com/matches/DigvXdbUcu5Q,Jack Brownsmead,Second,Kurtis Atkins,5,14,WON,100,121,121,83,76,,,,,,
Morden,,,16/02/2025,Semi-Final,https://www.dartsatlas.com/matches/DigvXdbUcu5Q,Kurtis Atkins,Second,Jack Brownsmead,6,16,WON,140,83,84,134,50,10,,,,,
Morden,,,16/02/2025,Semi-Final,https://www.dartsatlas.com/matches/DigvXdbUcu5Q,Jack Brownsmead,First,Kurtis Atkins,6,18,LOST,83,41,60,59,140,60,,,,,
Morden,,,16/02/2025,Semi-Final,https://www.dartsatlas.com/matches/DigvXdbUcu5Q,Kurtis Atkins,First,Jack Brownsmead,7,18,WON,97,140,83,60,81,40,,,,,
Morden,,,16/02/2025,Semi-Final,https://www.dartsatlas.com/matches/DigvXdbUcu5Q,Jack Brownsmead,Second,Kurtis Atkins,7,15,LOST,100,42,41,60,119,,,,,,
Morden,,,16/02/2025,Semi-Final,https://www.dartsatlas.com/matches/f6pnfwLoC5Bp,Nick Ellis,First,Nick Holman,1,17,WON,60,85,140,44,125,47,,,,,
Morden,,,16/02/2025,Semi-Final,https://www.dartsatlas.com/matches/f6pnfwLoC5Bp,Nick Holman,Second,Nick Ellis,1,15,LOST,68,100,85,122,89,,,,,,
Morden,,,16/02/2025,Semi-Final,https://www.dartsatlas.com/matches/f6pnfwLoC5Bp,Nick Ellis,Second,Nick Holman,2,17,WON,134,60,137,100,39,31,,,,,
Morden,,,16/02/2025,Semi-Final,https://www.dartsatlas.com/matches/f6pnfwLoC5Bp,Nick Holman,First,Nick Ellis,2,18,LOST,140,85,83,85,40,55,,,,,
Morden,,,16/02/2025,Semi-Final,https://www.dartsatlas.com/matches/f6pnfwLoC5Bp,Nick Ellis,First,Nick Holman,3,17,WON,123,60,60,100,98,60,,,,,
Morden,,,16/02/2025,Semi-Final,https://www.dartsatlas.com/matches/f6pnfwLoC5Bp,Nick Holman,Second,Nick Ellis,3,15,LOST,85,41,140,65,55,,,,,,
Morden,,,16/02/2025,Semi-Final,https://www.dartsatlas.com/matches/f6pnfwLoC5Bp,Nick Ellis,Second,Nick Holman,4,12,LOST,97,45,140,49,,,,,,,
Morden,,,16/02/2025,Semi-Final,https://www.dartsatlas.com/matches/f6pnfwLoC5Bp,Nick Holman,First,Nick Ellis,4,15,WON,41,140,100,140,80,,,,,,
Morden,,,16/02/2025,Semi-Final,https://www.dartsatlas.com/matches/f6pnfwLoC5Bp,Nick Ellis,First,Nick Holman,5,15,LOST,100,100,57,100,108,,,,,,
Morden,,,16/02/2025,Semi-Final,https://www.dartsatlas.com/matches/f6pnfwLoC5Bp,Nick Holman,Second,Nick Ellis,5,14,WON,60,180,140,38,83,,,,,,
Morden,,,16/02/2025,Semi-Final,https://www.dartsatlas.com/matches/f6pnfwLoC5Bp,Nick Ellis,Second,Nick Holman,6,19,WON,140,60,95,66,86,38,16,,,,
Morden,,,16/02/2025,Semi-Final,https://www.dartsatlas.com/matches/f6pnfwLoC5Bp,Nick Holman,First,Nick Ellis,6,21,LOST,41,60,121,100,81,66,0,,,,
Morden,,,16/02/2025,Semi-Final,https://www.dartsatlas.com/matches/f6pnfwLoC5Bp,Nick Ellis,First,Nick Holman,7,15,LOST,140,100,60,100,81,,,,,,
Morden,,,16/02/2025,Semi-Final,https://www.dartsatlas.com/matches/f6pnfwLoC5Bp,Nick Holman,Second,Nick Ellis,7,13,WON,140,100,140,93,28,,,,,,
Morden,,,16/02/2025,Semi-Final,https://www.dartsatlas.com/matches/f6pnfwLoC5Bp,Nick Ellis,Second,Nick Holman,8,16,WON,100,57,140,140,48,16,,,,,
Morden,,,16/02/2025,Semi-Final,https://www.dartsatlas.com/matches/f6pnfwLoC5Bp,Nick Holman,First,Nick Ellis,8,18,LOST,60,60,60,22,100,97,,,,,
Morden,,,16/02/2025,Quarter-Final,https://www.dartsatlas.com/matches/oJUf5RoBeX7S,Charlie Green,First,Kurtis Atkins,1,27,LOST,60,59,100,40,41,100,53,28,10,,
Morden,,,16/02/2025,Quarter-Final,https://www.dartsatlas.com/matches/oJUf5RoBeX7S,Kurtis Atkins,Second,Charlie Green,1,25,WON,60,91,59,60,134,57,0,0,40,,
Morden,,,16/02/2025,Quarter-Final,https://www.dartsatlas.com/matches/oJUf5RoBeX7S,Charlie Green,Second,Kurtis Atkins,2,15,LOST,60,180,131,100,0,,,,,,
Morden,,,16/02/2025,Quarter-Final,https://www.dartsatlas.com/matches/oJUf5RoBeX7S,Kurtis Atkins,First,Charlie Green,2,17,WON,5,140,78,140,86,52,,,,,
Morden,,,16/02/2025,Quarter-Final,https://www.dartsatlas.com/matches/oJUf5RoBeX7S,Charlie Green,First,Kurtis Atkins,3,25,WON,59,92,60,100,58,34,58,4,36,,
Morden,,,16/02/2025,Quarter-Final,https://www.dartsatlas.com/matches/oJUf5RoBeX7S,Kurtis Atkins,Second,Charlie Green,3,24,LOST,36,60,45,60,44,140,80,0,,,
Morden,,,16/02/2025,Quarter-Final,https://www.dartsatlas.com/matches/oJUf5RoBeX7S,Charlie Green,Second,Kurtis Atkins,4,18,WON,140,140,43,40,114,24,,,,,
Morden,,,16/02/2025,Quarter-Final,https://www.dartsatlas.com/matches/oJUf5RoBeX7S,Kurtis Atkins,First,Charlie Green,4,18,LOST,100,140,57,96,52,36,,,,,
Morden,,,16/02/2025,Quarter-Final,https://www.dartsatlas.com/matches/oJUf5RoBeX7S,Charlie Green,First,Kurtis Atkins,5,16,WON,60,60,137,180,56,8,,,,,
