Venue,Division,Season,Date,Round,URL,Player,First Thrower,Opponent,Leg,Total Darts,Result,Throw_1,Throw_2,Throw_3,Throw_4,Throw_5,Throw_6,Throw_7,Throw_8,Throw_9,Throw_10,Throw_11
Morden,,,16/02/2025,Quarter-Final,https://www.dartsatlas.com/matches/oJUf5RoBeX7S,Kurtis Atkins,Second,Charlie Green,5,15,LOST,43,100,140,38,134,,,,,,
Morden,,,16/02/2025,Quarter-Final,https://www.dartsatlas.com/matches/oJUf5RoBeX7S,Charlie Green,Second,Kurtis Atkins,6,21,LOST,100,60,59,83,35,46,58,,,,
Morden,,,16/02/2025,Quarter-Final,https://www.dartsatlas.com/matches/oJUf5RoBeX7S,Kurtis Atkins,First,Charlie Green,6,22,WON,100,93,24,93,82,41,48,20,,,
Morden,,,16/02/2025,Quarter-Final,https://www.dartsatlas.com/matches/oJUf5RoBeX7S,Charlie Green,First,Kurtis Atkins,7,21,LOST,85,100,41,43,100,43,51,,,,
Morden,,,16/02/2025,Quarter-Final,https://www.dartsatlas.com/matches/oJUf5RoBeX7S,Kurtis Atkins,Second,Charlie Green,7,21,WON,81,134,81,140,45,0,20,,,,
Morden,,,16/02/2025,Quarter-Final,https://www.dartsatlas.com/matches/aakKwxAf36L2,Paul Tudor,Second,Jack Brownsmead,1,24,LOST,32,60,60,100,26,95,39,73,,,
Morden,,,16/02/2025,Quarter-Final,https://www.dartsatlas.com/matches/aakKwxAf36L2,Jack Brownsmead,First,Paul Tudor,1,27,WON,60,100,85,60,81,59,46,5,5,,
Morden,,,16/02/2025,Quarter-Final,https://www.dartsatlas.com/matches/aakKwxAf36L2,Paul Tudor,First,Jack Brownsmead,2,21,LOST,55,45,28,40,51,100,100,,,,
Morden,,,16/02/2025,Quarter-Final,https://www.dartsatlas.com/matches/aakKwxAf36L2,Jack Brownsmead,Second,Paul Tudor,2,19,WON,85,134,81,83,28,50,40,,,,
Morden,,,16/02/2025,Quarter-Final,https://www.dartsatlas.com/matches/aakKwxAf36L2,Paul Tudor,Second,Jack Brownsmead,3,15,LOST,60,60,55,123,81,,,,,,
Morden,,,16/02/2025,Quarter-Final,https://www.dartsatlas.com/matches/aakKwxAf36L2,Jack Brownsmead,First,Paul Tudor,3,16,WON,38,100,96,140,111,16,,,,,
Morden,,,16/02/2025,Quarter-Final,https://www.dartsatlas.com/matches/aakKwxAf36L2,Paul Tudor,First,Jack Brownsmead,4,21,LOST,180,100,60,65,92,2,0,,,,
Morden,,,16/02/2025,Quarter-Final,https://www.dartsatlas.com/matches/aakKwxAf36L2,Jack Brownsmead,Second,Paul Tudor,4,19,WON,85,59,59,60,134,88,16,,,,
Morden,,,16/02/2025,Quarter-Final,https://www.dartsatlas.com/matches/OgjGK3zSCcl1,Jozsef Varga,Second,Nick Ellis,1,15,LOST,55,119,60,55,46,,,,,,
Morden,,,16/02/2025,Quarter-Final,https://www.dartsatlas.com/matches/OgjGK3zSCcl1,Nick Ellis,First,Jozsef Varga,1,18,WON,81,100,60,100,100,60,,,,,
Morden,,,16/02/2025,Quarter-Final,https://www.dartsatlas.com/matches/OgjGK3zSCcl1,Jozsef Varga,First,Nick Ellis,2,21,LOST,95,41,60,41,41,100,45,,,,
Morden,,,16/02/2025,Quarter-Final,https://www.dartsatlas.com/matches/OgjGK3zSCcl1,Nick Ellis,Second,Jozsef Varga,2,19,WON,60,100,60,85,100,56,40,,,,
Morden,,,16/02/2025,Quarter-Final,https://www.dartsatlas.com/matches/OgjGK3zSCcl1,Jozsef Varga,Second,Nick Ellis,3,18,LOST,100,85,60,80,44,29,,,,,
Morden,,,16/02/2025,Quarter-Final,https://www.dartsatlas.com/matches/OgjGK3zSCcl1,Nick Ellis,First,Jozsef Varga,3,19,WON,58,100,96,67,83,61,36,,,,
Morden,,,16/02/2025,Quarter-Final,https://www.dartsatlas.com/matches/OgjGK3zSCcl1,Jozsef Varga,First,Nick Ellis,4,21,LOST,100,41,36,57,21,85,22,,,,
Morden,,,16/02/2025,Quarter-Final,https://www.dartsatlas.com/matches/OgjGK3zSCcl1,Nick Ellis,Second,Jozsef Varga,4,19,WON,60,100,100,60,93,48,40,,,,
Morden,,,16/02/2025,Quarter-Final,https://www.dartsatlas.com/matches/lELOjovxH2Lg,Nick Holman,First,Norbert Nemeth,1,18,WON,45,60,95,180,81,40,,,,,
Morden,,,16/02/2025,Quarter-Final,https://www.dartsatlas.com/matches/lELOjovxH2Lg,Norbert Nemeth,Second,Nick Holman,1,15,LOST,58,35,31,85,118,,,,,,
Morden,,,16/02/2025,Quarter-Final,https://www.dartsatlas.com/matches/lELOjovxH2Lg,Nick Holman,Second,Norbert Nemeth,2,14,WON,45,100,125,180,51,,,,,,
Morden,,,16/02/2025,Quarter-Final,https://www.dartsatlas.com/matches/lELOjovxH2Lg,Norbert Nemeth,First,Nick Holman,2,15,LOST,55,57,100,40,87,,,,,,
Morden,,,16/02/2025,Quarter-Final,https://www.dartsatlas.com/matches/lELOjovxH2Lg,Nick Holman,First,Norbert Nemeth,3,21,WON,95,100,42,83,45,60,76,,,,
Morden,,,16/02/2025,Quarter-Final,https://www.dartsatlas.com/matches/lELOjovxH2Lg,Norbert Nemeth,Second,Nick Holman,3,18,LOST,40,45,81,99,81,77,,,,,
Morden,,,16/02/2025,Quarter-Final,https://www.dartsatlas.com/matches/lELOjovxH2Lg,Nick Holman,Second,Norbert Nemeth,4,21,WON,36,100,95,60,100,98,12,,,,
Morden,,,16/02/2025,Quarter-Final,https://www.dartsatlas.com/matches/lELOjovxH2Lg,Norbert Nemeth,First,Nick Holman,4,21,LOST,45,52,45,30,60,47,98,,,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/xadk6w0Wioxm,Charlie Green,First,Tony Oak,1,21,LOST,59,100,60,45,60,99,38,,,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/xadk6w0Wioxm,Tony Oak,Second,Charlie Green,1,20,WON,85,60,22,100,43,131,60,,,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/xadk6w0Wioxm,Charlie Green,Second,Tony Oak,2,21,WON,140,41,38,100,100,62,20,,,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/xadk6w0Wioxm,Tony Oak,First,Charlie Green,2,21,LOST,44,60,60,64,63,44,81,,,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/xadk6w0Wioxm,Charlie Green,First,Tony Oak,3,18,WON,60,96,60,60,58,167,,,,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/xadk6w0Wioxm,Tony Oak,Second,Charlie Green,3,15,LOST,30,28,45,85,100,,,,,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/xadk6w0Wioxm,Charlie Green,Second,Tony Oak,4,15,WON,140,41,100,180,40,,,,,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/xadk6w0Wioxm,Tony Oak,First,Charlie Green,4,15,LOST,42,26,70,66,140,,,,,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/xadk6w0Wioxm,Charlie Green,First,Tony Oak,5,19,WON,45,100,100,140,76,0,40,,,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/xadk6w0Wioxm,Tony Oak,Second,Charlie Green,5,18,LOST,135,45,41,100,41,39,,,,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/j1Vy5K0PBnBS,Kurtis Atkins,Second,Jason Hughes,1,17,WON,100,81,140,59,81,40,,,,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/j1Vy5K0PBnBS,Jason Hughes,First,Kurtis Atkins,1,18,LOST,87,81,70,101,85,57,,,,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/j1Vy5K0PBnBS,Kurtis Atkins,First,Jason Hughes,2,23,WON,98,59,140,41,97,26,0,40,,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/j1Vy5K0PBnBS,Jason Hughes,Second,Kurtis Atkins,2,21,LOST,140,85,17,68,64,27,27,,,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/j1Vy5K0PBnBS,Kurtis Atkins,Second,Jason Hughes,3,21,WON,85,55,123,83,84,46,25,,,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/j1Vy5K0PBnBS,Jason Hughes,First,Kurtis Atkins,3,21,LOST,45,60,45,24,73,95,28,,,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/j1Vy5K0PBnBS,Kurtis Atkins,First,Jason Hughes,4,20,WON,55,99,123,100,43,49,32,,,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/j1Vy5K0PBnBS,Jason Hughes,Second,Kurtis Atkins,4,18,LOST,180,70,95,76,45,19,,,,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/s1dORd4xyNIW,Paul Tudor,Second,Paul Upfold,1,24,WON,60,121,60,63,4,97,56,40,,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/s1dORd4xyNIW,Paul Upfold,First,Paul Tudor,1,24,LOST,81,100,81,29,60,32,58,40,,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/s1dORd4xyNIW,Paul Tudor,First,Paul Upfold,2,18,LOST,41,60,60,180,81,59,,,,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/s1dORd4xyNIW,Paul Upfold,Second,Paul Tudor,2,18,WON,123,100,59,139,50,30,,,,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/s1dORd4xyNIW,Paul Tudor,Second,Paul Upfold,3,17,WON,80,100,121,60,90,50,,,,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/s1dORd4xyNIW,Paul Upfold,First,Paul Tudor,3,18,LOST,125,44,140,44,42,58,,,,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/s1dORd4xyNIW,Paul Tudor,First,Paul Upfold,4,21,LOST,140,26,60,105,60,46,48,,,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/s1dORd4xyNIW,Paul Upfold,Second,Paul Tudor,4,20,WON,60,100,60,140,60,66,15,,,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/s1dORd4xyNIW,Paul Tudor,Second,Paul Upfold,5,18,WON,41,41,100,85,100,134,,,,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/s1dORd4xyNIW,Paul Upfold,First,Paul Tudor,5,18,LOST,85,44,100,41,60,22,,,,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/s1dORd4xyNIW,Paul Tudor,First,Paul Upfold,6,15,WON,140,125,59,60,117,,,,,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/s1dORd4xyNIW,Paul Upfold,Second,Paul Tudor,6,12,LOST,81,28,42,40,,,,,,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/diHCK5IKIHVI,Jack Brownsmead,Second,Jono Harding,1,19,WON,100,100,43,41,99,80,38,,,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/diHCK5IKIHVI,Jono Harding,First,Jack Brownsmead,1,21,LOST,85,100,84,65,41,46,60,,,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/diHCK5IKIHVI,Jack Brownsmead,First,Jono Harding,2,29,WON,60,40,81,80,60,120,40,0,0,20,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/diHCK5IKIHVI,Jono Harding,Second,Jack Brownsmead,2,27,LOST,43,3,43,43,48,26,30,83,80,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/diHCK5IKIHVI,Jack Brownsmead,Second,Jono Harding,3,24,WON,30,42,100,100,59,40,41,89,,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/diHCK5IKIHVI,Jono Harding,First,Jack Brownsmead,3,24,LOST,66,66,24,81,41,81,60,0,,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/diHCK5IKIHVI,Jack Brownsmead,First,Jono Harding,4,23,WON,100,60,57,11,120,60,61,32,,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/diHCK5IKIHVI,Jono Harding,Second,Jack Brownsmead,4,21,LOST,22,40,40,60,46,45,27,,,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/vYgExfwJGEkQ,Jozsef Varga,Second,Charlie Sutherland,1,31,WON,68,59,47,95,61,57,56,18,20,0,20
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/vYgExfwJGEkQ,Charlie Sutherland,First,Jozsef Varga,1,33,LOST,60,42,60,113,66,60,40,50,0,5,1
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/vYgExfwJGEkQ,Jozsef Varga,First,Charlie Sutherland,2,18,LOST,42,60,60,46,47,28,,,,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/vYgExfwJGEkQ,Charlie Sutherland,Second,Jozsef Varga,2,18,WON,180,58,40,99,39,85,,,,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/vYgExfwJGEkQ,Jozsef Varga,Second,Charlie Sutherland,3,24,LOST,36,30,47,60,26,100,70,52,,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/vYgExfwJGEkQ,Charlie Sutherland,First,Jozsef Varga,3,25,WON,60,41,100,58,81,41,35,77,8,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/vYgExfwJGEkQ,Jozsef Varga,First,Charlie Sutherland,4,26,WON,60,121,83,99,58,40,35,1,4,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/vYgExfwJGEkQ,Charlie Sutherland,Second,Jozsef Varga,4,24,LOST,46,41,46,134,64,60,74,0,,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/vYgExfwJGEkQ,Jozsef Varga,Second,Charlie Sutherland,5,27,LOST,81,41,95,60,69,41,42,47,0,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/vYgExfwJGEkQ,Charlie Sutherland,First,Jozsef Varga,5,30,WON,62,59,40,58,60,40,41,47,54,40,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/vYgExfwJGEkQ,Jozsef Varga,First,Charlie Sutherland,6,29,WON,33,41,24,95,40,55,44,95,56,18,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/vYgExfwJGEkQ,Charlie Sutherland,Second,Jozsef Varga,6,27,LOST,58,60,47,100,27,60,45,44,12,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/vYgExfwJGEkQ,Jozsef Varga,Second,Charlie Sutherland,7,26,WON,44,58,60,100,60,57,62,20,40,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/vYgExfwJGEkQ,Charlie Sutherland,First,Jozsef Varga,7,27,LOST,59,41,100,60,44,24,66,45,22,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/ix2yQJwspNyH,Nick Ellis,Second,James Ralph,1,17,WON,100,100,140,82,40,39,,,,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/ix2yQJwspNyH,James Ralph,First,Nick Ellis,1,18,LOST,59,100,55,140,26,93,,,,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/ix2yQJwspNyH,Nick Ellis,First,James Ralph,2,16,WON,43,60,140,98,120,40,,,,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/ix2yQJwspNyH,James Ralph,Second,Nick Ellis,2,15,LOST,41,83,85,100,40,,,,,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/ix2yQJwspNyH,Nick Ellis,Second,James Ralph,3,18,LOST,58,60,45,55,57,56,,,,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/ix2yQJwspNyH,James Ralph,First,Nick Ellis,3,20,WON,140,41,140,60,35,45,40,,,,
Morden,,,16/02/2025,Last 16,https://www.dartsatlas.com/matches/ix2yQJwspNyH,Nick Ellis,First,James Ralph,4,20,WON,60,58,58,57,79,140,49,,,,
