Venue,Division,Season,Date,Round,URL,Player,First Thrower,Opponent,Leg,Total Darts,Result,Throw_1,Throw_2,Throw_3,Throw_4,Throw_5,Throw_6,Throw_7,Throw_8,Throw_9,Throw_10,Throw_11,Throw_12,Throw_13,Throw_14,Throw_15,Throw_16,Throw_17,Throw_18,Throw_19,Throw_20,Throw_21
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/mIYc65mTU9d4,Brandon Keen,Second,John Nelson,3,15,LOST,121,125,59,60,82,,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/mIYc65mTU9d4,John Nelson,Second,Brandon Keen,4,17,WON,57,58,58,140,180,8,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/mIYc65mTU9d4,Brandon Keen,First,John Nelson,4,18,LOST,44,134,60,57,85,44,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/mIYc65mTU9d4,John Nelson,First,Brandon Keen,5,20,WON,57,100,78,96,100,25,45,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/mIYc65mTU9d4,Brandon Keen,Second,John Nelson,5,18,LOST,60,85,81,80,59,104,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/ap5ZBvq6KyZD,Josh Weller,Second,Ryan Burke,1,30,LOST,80,100,41,45,121,25,15,35,19,0,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/ap5ZBvq6KyZD,Ryan Burke,First,Josh Weller,1,33,WON,41,59,26,81,45,39,41,45,21,80,23,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/ap5ZBvq6KyZD,Josh Weller,First,Ryan Burke,2,63,LOST,65,40,60,43,7,41,41,55,63,20,20,26,0,0,0,15,0,3,0,0,0
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/ap5ZBvq6KyZD,Ryan Burke,Second,Josh Weller,2,61,WON,41,41,45,41,22,43,24,41,30,60,85,0,21,0,5,0,0,0,0,0,2
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/ap5ZBvq6KyZD,Josh Weller,Second,Ryan Burke,3,30,LOST,100,140,45,59,60,41,40,0,8,0,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/ap5ZBvq6KyZD,Ryan Burke,First,Josh Weller,3,31,WON,22,24,41,76,81,41,100,16,54,28,18,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/ap5ZBvq6KyZD,Josh Weller,First,Ryan Burke,4,27,LOST,81,100,43,45,45,58,35,45,17,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/ap5ZBvq6KyZD,Ryan Burke,Second,Josh Weller,4,27,WON,43,60,41,98,55,25,60,77,42,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/WTHP57m9F9sv,Charlie Hardie,Second,David Buckley,1,15,LOST,42,121,27,59,43,,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/WTHP57m9F9sv,David Buckley,First,Charlie Hardie,1,18,WON,140,60,76,140,28,57,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/WTHP57m9F9sv,Charlie Hardie,First,David Buckley,2,20,WON,42,26,139,98,40,85,71,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/WTHP57m9F9sv,David Buckley,Second,Charlie Hardie,2,18,LOST,60,93,60,60,135,37,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/WTHP57m9F9sv,Charlie Hardie,Second,David Buckley,3,21,LOST,80,22,81,80,82,79,59,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/WTHP57m9F9sv,David Buckley,First,Charlie Hardie,3,23,WON,96,121,60,41,140,11,16,16,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/WTHP57m9F9sv,Charlie Hardie,First,David Buckley,4,26,WON,30,47,42,85,39,62,100,33,63,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/WTHP57m9F9sv,David Buckley,Second,Charlie Hardie,4,24,LOST,100,58,22,125,45,43,41,45,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/WTHP57m9F9sv,Charlie Hardie,Second,David Buckley,5,24,LOST,28,32,59,58,13,27,81,33,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/WTHP57m9F9sv,David Buckley,First,Charlie Hardie,5,25,WON,40,100,46,46,81,81,71,28,8,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/WTHP57m9F9sv,Charlie Hardie,First,David Buckley,6,18,LOST,40,58,59,45,59,78,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/WTHP57m9F9sv,David Buckley,Second,Charlie Hardie,6,16,WON,100,95,100,120,70,16,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/3oso5ozgSuhF,Liam Edwards,First,Ryan Smith,1,24,LOST,81,78,36,73,47,23,37,53,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/3oso5ozgSuhF,Ryan Smith,Second,Liam Edwards,1,24,WON,62,81,26,60,45,46,83,98,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/3oso5ozgSuhF,Liam Edwards,Second,Ryan Smith,2,23,WON,60,81,100,98,58,30,34,40,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/3oso5ozgSuhF,Ryan Smith,First,Liam Edwards,2,24,LOST,59,65,80,100,45,44,42,26,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/3oso5ozgSuhF,Liam Edwards,First,Ryan Smith,3,33,WON,9,60,41,55,66,85,41,28,27,49,40,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/3oso5ozgSuhF,Ryan Smith,Second,Liam Edwards,3,30,LOST,59,44,69,85,100,58,82,0,0,0,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/3oso5ozgSuhF,Liam Edwards,Second,Ryan Smith,4,24,LOST,60,81,44,44,26,70,13,31,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/3oso5ozgSuhF,Ryan Smith,First,Liam Edwards,4,27,WON,82,43,60,41,60,36,43,77,59,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/3oso5ozgSuhF,Liam Edwards,First,Ryan Smith,5,24,LOST,62,41,40,41,97,26,78,28,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/3oso5ozgSuhF,Ryan Smith,Second,Liam Edwards,5,24,WON,41,100,41,98,15,60,41,105,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/3oso5ozgSuhF,Liam Edwards,Second,Ryan Smith,6,21,LOST,60,45,68,121,25,13,44,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/3oso5ozgSuhF,Ryan Smith,First,Liam Edwards,6,23,WON,66,59,81,60,92,85,38,20,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/jQL5ElSUjvsX,Jake Willingham,Second,Phil Ward,1,24,LOST,21,41,10,40,29,45,31,41,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/jQL5ElSUjvsX,Phil Ward,First,Jake Willingham,1,27,WON,22,38,45,135,83,68,29,33,48,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/jQL5ElSUjvsX,Jake Willingham,First,Phil Ward,2,24,LOST,60,55,30,41,45,78,5,54,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/jQL5ElSUjvsX,Phil Ward,Second,Jake Willingham,2,23,WON,85,60,140,95,81,24,0,16,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/jQL5ElSUjvsX,Jake Willingham,Second,Phil Ward,3,24,LOST,33,45,55,41,25,59,31,13,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/jQL5ElSUjvsX,Phil Ward,First,Jake Willingham,3,25,WON,98,58,21,45,70,83,86,0,40,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/jQL5ElSUjvsX,Jake Willingham,First,Phil Ward,4,30,LOST,73,30,39,80,44,23,11,22,37,25,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/jQL5ElSUjvsX,Phil Ward,Second,Jake Willingham,4,30,WON,30,140,81,55,97,57,37,0,0,4,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/fibUx3XwXaw1,Alex Hewitson,First,David Cameron,1,27,LOST,41,80,42,60,41,95,60,50,0,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/fibUx3XwXaw1,David Cameron,Second,Alex Hewitson,1,25,WON,81,30,67,60,79,45,43,60,36,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/fibUx3XwXaw1,Alex Hewitson,Second,David Cameron,2,24,WON,41,100,85,45,140,28,46,16,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/fibUx3XwXaw1,David Cameron,First,Alex Hewitson,2,24,LOST,83,30,60,135,42,27,43,47,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/fibUx3XwXaw1,Alex Hewitson,First,David Cameron,3,26,WON,121,81,81,100,94,21,0,0,3,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/fibUx3XwXaw1,David Cameron,Second,Alex Hewitson,3,24,LOST,43,45,29,41,67,76,46,44,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/fibUx3XwXaw1,Alex Hewitson,Second,David Cameron,4,20,WON,41,85,140,41,83,79,32,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/fibUx3XwXaw1,David Cameron,First,Alex Hewitson,4,21,LOST,23,60,50,45,60,24,25,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/fibUx3XwXaw1,Alex Hewitson,First,David Cameron,5,37,WON,85,45,41,60,36,76,58,40,50,0,6,0,4,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/fibUx3XwXaw1,David Cameron,Second,Alex Hewitson,5,36,LOST,60,60,30,25,41,85,60,44,56,20,0,10,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/tuF0lOfv8gca,Ricky Caves,First,Nick Holman,1,17,WON,60,123,140,58,40,80,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/tuF0lOfv8gca,Nick Holman,Second,Ricky Caves,1,15,LOST,100,81,125,22,100,,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/tuF0lOfv8gca,Ricky Caves,Second,Nick Holman,2,18,WON,80,45,81,98,58,139,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/tuF0lOfv8gca,Nick Holman,First,Ricky Caves,2,18,LOST,45,85,81,28,42,100,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/tuF0lOfv8gca,Ricky Caves,First,Nick Holman,3,21,WON,60,140,40,100,100,43,18,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/tuF0lOfv8gca,Nick Holman,Second,Ricky Caves,3,18,LOST,45,41,83,45,140,100,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/tuF0lOfv8gca,Ricky Caves,Second,Nick Holman,4,18,WON,60,100,180,61,40,60,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/tuF0lOfv8gca,Nick Holman,First,Ricky Caves,4,18,LOST,55,100,60,45,41,136,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/3QPHC4kqVp4b,Owen Cuthbert,First,Paul Dowthwaite,1,24,WON,68,96,40,45,41,11,86,114,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/3QPHC4kqVp4b,Paul Dowthwaite,Second,Owen Cuthbert,1,21,LOST,19,37,54,35,11,22,11,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/3QPHC4kqVp4b,Owen Cuthbert,Second,Paul Dowthwaite,2,20,WON,100,100,45,55,58,87,56,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/3QPHC4kqVp4b,Paul Dowthwaite,First,Owen Cuthbert,2,21,LOST,25,45,70,33,100,41,45,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/3QPHC4kqVp4b,Owen Cuthbert,First,Paul Dowthwaite,3,24,WON,140,81,66,44,50,24,80,16,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/3QPHC4kqVp4b,Paul Dowthwaite,Second,Owen Cuthbert,3,21,LOST,24,80,41,28,52,66,38,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/3QPHC4kqVp4b,Owen Cuthbert,Second,Paul Dowthwaite,4,17,WON,140,125,140,40,16,40,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 32,https://www.dartsatlas.com/matches/3QPHC4kqVp4b,Paul Dowthwaite,First,Owen Cuthbert,4,18,LOST,92,30,27,41,26,43,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/m1PcZ15sK4lo,Jaime Message,Second,Sam Doherty,1,32,WON,81,34,60,21,43,100,41,28,9,44,40,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/m1PcZ15sK4lo,Sam Doherty,First,Jaime Message,1,33,LOST,66,45,82,96,45,45,41,0,42,15,12,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/m1PcZ15sK4lo,Jaime Message,First,Sam Doherty,2,30,LOST,66,41,45,60,22,60,60,42,45,25,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/m1PcZ15sK4lo,Sam Doherty,Second,Jaime Message,2,28,WON,30,41,44,40,57,60,80,137,0,12,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/m1PcZ15sK4lo,Jaime Message,Second,Sam Doherty,3,21,LOST,45,60,100,30,26,36,45,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/m1PcZ15sK4lo,Sam Doherty,First,Jaime Message,3,23,WON,44,60,118,60,25,140,14,40,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/m1PcZ15sK4lo,Jaime Message,First,Sam Doherty,4,21,LOST,36,100,63,49,26,57,55,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/m1PcZ15sK4lo,Sam Doherty,Second,Jaime Message,4,21,WON,60,85,45,15,92,85,119,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/m1PcZ15sK4lo,Jaime Message,Second,Sam Doherty,5,15,LOST,40,100,30,26,26,,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/m1PcZ15sK4lo,Sam Doherty,First,Jaime Message,5,18,WON,140,81,30,58,100,92,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/J4unEYgCeIqc,Sean Lahiff,First,Rob Message,1,33,WON,100,45,41,30,60,26,73,79,39,0,8,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/J4unEYgCeIqc,Rob Message,Second,Sean Lahiff,1,30,LOST,85,82,100,34,55,60,45,20,0,0,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/J4unEYgCeIqc,Sean Lahiff,Second,Rob Message,2,26,WON,100,45,40,100,125,51,35,0,5,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/J4unEYgCeIqc,Rob Message,First,Sean Lahiff,2,27,LOST,100,60,41,85,85,44,61,15,0,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/J4unEYgCeIqc,Sean Lahiff,First,Rob Message,3,24,LOST,41,100,80,60,45,99,60,0,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/J4unEYgCeIqc,Rob Message,Second,Sean Lahiff,3,22,WON,60,35,60,100,82,60,64,40,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/J4unEYgCeIqc,Sean Lahiff,Second,Rob Message,4,21,LOST,60,45,43,60,95,58,60,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/J4unEYgCeIqc,Rob Message,First,Sean Lahiff,4,23,WON,45,62,40,180,41,59,54,20,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/J4unEYgCeIqc,Sean Lahiff,First,Rob Message,5,15,WON,60,100,81,140,120,,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/J4unEYgCeIqc,Rob Message,Second,Sean Lahiff,5,12,LOST,85,43,81,96,,,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/J4unEYgCeIqc,Sean Lahiff,Second,Rob Message,6,20,WON,140,100,45,100,60,46,10,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/J4unEYgCeIqc,Rob Message,First,Sean Lahiff,6,21,LOST,45,123,60,40,43,45,80,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/BUO9gOgvjAxP,Terry Young,Second,Harry Sheridan,1,20,WON,60,140,38,60,100,55,48,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/BUO9gOgvjAxP,Harry Sheridan,First,Terry Young,1,21,LOST,15,24,60,36,43,17,37,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/BUO9gOgvjAxP,Terry Young,First,Harry Sheridan,2,23,WON,66,30,125,100,26,20,58,76,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/BUO9gOgvjAxP,Harry Sheridan,Second,Terry Young,2,21,LOST,53,81,7,41,43,22,38,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/BUO9gOgvjAxP,Terry Young,Second,Harry Sheridan,3,20,WON,85,60,41,83,121,71,40,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/BUO9gOgvjAxP,Harry Sheridan,First,Terry Young,3,21,LOST,78,85,45,33,59,41,7,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/BUO9gOgvjAxP,Terry Young,First,Harry Sheridan,4,23,WON,81,100,60,60,61,41,58,40,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/BUO9gOgvjAxP,Harry Sheridan,Second,Terry Young,4,21,LOST,26,7,59,82,41,70,46,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/UUSHe4V6uNo9,River Dobson-Wallace,Second,Andy Ward,1,36,LOST,46,43,42,30,66,43,47,37,40,50,41,0,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/UUSHe4V6uNo9,Andy Ward,First,River Dobson-Wallace,1,39,WON,97,45,85,84,140,18,24,0,4,0,0,0,4,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/UUSHe4V6uNo9,River Dobson-Wallace,First,Andy Ward,2,24,LOST,52,33,85,97,27,23,28,100,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/UUSHe4V6uNo9,Andy Ward,Second,River Dobson-Wallace,2,24,WON,85,92,55,95,98,56,0,20,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/UUSHe4V6uNo9,River Dobson-Wallace,Second,Andy Ward,3,15,LOST,27,25,45,30,36,,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/UUSHe4V6uNo9,Andy Ward,First,River Dobson-Wallace,3,18,WON,174,100,60,45,22,100,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/UUSHe4V6uNo9,River Dobson-Wallace,First,Andy Ward,4,18,LOST,18,30,41,25,45,60,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/UUSHe4V6uNo9,Andy Ward,Second,River Dobson-Wallace,4,16,WON,135,45,85,43,177,16,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/8YCVsmpuLg2T,Rio Beare,Second,Stephen Stavers,1,39,LOST,55,100,100,59,92,71,0,12,0,9,0,0,1,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/8YCVsmpuLg2T,Stephen Stavers,First,Rio Beare,1,40,WON,41,40,100,25,44,21,24,42,76,28,20,0,32,8,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/8YCVsmpuLg2T,Rio Beare,First,Stephen Stavers,2,25,WON,125,81,43,81,36,35,60,0,40,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/8YCVsmpuLg2T,Stephen Stavers,Second,Rio Beare,2,24,LOST,43,47,60,81,45,40,62,83,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/8YCVsmpuLg2T,Rio Beare,Second,Stephen Stavers,3,39,LOST,32,15,26,100,41,76,44,57,44,8,5,16,20,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/8YCVsmpuLg2T,Stephen Stavers,First,Rio Beare,3,41,WON,43,100,92,60,40,26,42,49,33,8,0,0,0,8,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/8YCVsmpuLg2T,Rio Beare,First,Stephen Stavers,4,28,WON,49,44,11,12,95,140,50,39,39,22,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/8YCVsmpuLg2T,Stephen Stavers,Second,Rio Beare,4,27,LOST,100,60,54,100,23,118,11,27,6,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/8YCVsmpuLg2T,Rio Beare,Second,Stephen Stavers,5,32,WON,48,29,30,100,39,21,29,26,85,86,8,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/8YCVsmpuLg2T,Stephen Stavers,First,Rio Beare,5,33,LOST,60,30,100,84,66,25,23,40,37,20,0,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/8YCVsmpuLg2T,Rio Beare,First,Stephen Stavers,6,30,LOST,40,30,57,26,72,72,92,25,16,32,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/8YCVsmpuLg2T,Stephen Stavers,Second,Rio Beare,6,28,WON,43,82,22,60,81,82,59,32,30,10,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/8YCVsmpuLg2T,Rio Beare,Second,Stephen Stavers,7,21,LOST,46,44,42,57,118,58,58,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/8YCVsmpuLg2T,Stephen Stavers,First,Rio Beare,7,24,WON,68,45,60,83,95,60,32,58,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/YtETBp5v1WfV,Derek Lewis,First,Brandon Keen,1,18,LOST,46,13,65,60,100,83,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/YtETBp5v1WfV,Brandon Keen,Second,Derek Lewis,1,17,WON,96,60,90,75,125,55,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/YtETBp5v1WfV,Derek Lewis,Second,Brandon Keen,2,24,WON,45,80,46,60,44,100,58,68,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/YtETBp5v1WfV,Brandon Keen,First,Derek Lewis,2,24,LOST,45,58,100,140,46,80,0,0,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/YtETBp5v1WfV,Derek Lewis,First,Brandon Keen,3,27,LOST,42,60,98,40,45,32,47,59,58,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/YtETBp5v1WfV,Brandon Keen,Second,Derek Lewis,3,25,WON,56,59,96,41,31,54,94,30,40,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/YtETBp5v1WfV,Derek Lewis,Second,Brandon Keen,4,24,LOST,40,48,45,41,60,60,60,58,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/YtETBp5v1WfV,Brandon Keen,First,Derek Lewis,4,25,WON,43,29,59,76,123,44,79,28,20,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/YtETBp5v1WfV,Derek Lewis,First,Brandon Keen,5,21,WON,59,98,100,40,60,21,123,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 64,https://www.dartsatlas.com/matches/YtETBp5v1WfV,Brandon Keen,Second,Derek Lewis,5,18,LOST,30,96,39,80,100,55,,,,,,,,,,,,,,,
