Venue,Division,Season,Date,Round,URL,Player,First Thrower,Opponent,Leg,Total Darts,Result,Throw_1,Throw_2,Throw_3,Throw_4,Throw_5,Throw_6,Throw_7,Throw_8,Throw_9,Throw_10,Throw_11,Throw_12,Throw_13,Throw_14,Throw_15,Throw_16,Throw_17,Throw_18,Throw_19,Throw_20,Throw_21
Ruislip,,,31/01/2025,Quarter-Final,https://www.dartsatlas.com/matches/uayvz3W411O9,Alex Hewitson,First,Ricky Caves,4,18,LOST,44,60,180,100,93,0,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Quarter-Final,https://www.dartsatlas.com/matches/uayvz3W411O9,Ricky Caves,Second,Alex Hewitson,4,18,WON,121,83,60,96,99,42,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/dCMegXrgLEYx,Jay Serpanchy,Second,John Mcdermott,1,18,LOST,80,29,46,41,97,47,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/dCMegXrgLEYx,John Mcdermott,First,Jay Serpanchy,1,20,WON,100,100,26,60,36,137,42,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/dCMegXrgLEYx,Jay Serpanchy,First,John Mcdermott,2,29,WON,100,60,119,73,51,66,16,0,12,4,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/dCMegXrgLEYx,John Mcdermott,Second,Jay Serpanchy,2,27,LOST,98,140,45,44,96,38,30,5,3,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/dCMegXrgLEYx,Jay Serpanchy,Second,John Mcdermott,3,15,LOST,99,95,100,63,73,,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/dCMegXrgLEYx,John Mcdermott,First,Jay Serpanchy,3,18,WON,96,100,60,30,140,75,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/dCMegXrgLEYx,Jay Serpanchy,First,John Mcdermott,4,21,LOST,55,92,137,45,26,43,41,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/dCMegXrgLEYx,John Mcdermott,Second,Jay Serpanchy,4,19,WON,100,95,137,100,37,24,8,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/dCMegXrgLEYx,Jay Serpanchy,Second,John Mcdermott,5,21,WON,66,43,66,180,42,47,57,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/dCMegXrgLEYx,John Mcdermott,First,Jay Serpanchy,5,21,LOST,100,60,45,43,85,44,92,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/dCMegXrgLEYx,Jay Serpanchy,First,John Mcdermott,6,21,LOST,41,42,45,140,75,23,59,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/dCMegXrgLEYx,John Mcdermott,Second,Jay Serpanchy,6,20,WON,100,83,100,41,100,57,20,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/MdbgdOe7ATyz,Sean Lahiff,Second,Terry Young,1,18,LOST,95,60,30,60,100,60,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/MdbgdOe7ATyz,Terry Young,First,Sean Lahiff,1,21,WON,100,41,60,60,96,96,48,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/MdbgdOe7ATyz,Sean Lahiff,First,Terry Young,2,21,LOST,41,100,96,80,32,40,96,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/MdbgdOe7ATyz,Terry Young,Second,Sean Lahiff,2,20,WON,55,42,93,77,125,49,60,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/MdbgdOe7ATyz,Sean Lahiff,Second,Terry Young,3,27,WON,60,81,100,130,47,34,17,24,8,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/MdbgdOe7ATyz,Terry Young,First,Sean Lahiff,3,27,LOST,100,26,100,121,58,42,44,5,0,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/MdbgdOe7ATyz,Sean Lahiff,First,Terry Young,4,20,WON,85,100,82,23,95,56,60,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/MdbgdOe7ATyz,Terry Young,Second,Sean Lahiff,4,18,LOST,121,26,25,60,97,132,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/MdbgdOe7ATyz,Sean Lahiff,Second,Terry Young,5,18,LOST,45,81,100,45,60,145,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/MdbgdOe7ATyz,Terry Young,First,Sean Lahiff,5,19,WON,93,100,100,22,54,116,16,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/MdbgdOe7ATyz,Sean Lahiff,First,Terry Young,6,19,WON,60,53,60,100,96,100,32,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/MdbgdOe7ATyz,Terry Young,Second,Sean Lahiff,6,18,LOST,44,100,100,45,41,97,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/MdbgdOe7ATyz,Sean Lahiff,Second,Terry Young,7,18,LOST,44,97,60,95,65,78,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/MdbgdOe7ATyz,Terry Young,First,Sean Lahiff,7,21,WON,60,41,180,42,93,31,54,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/GDjHDK7bKjkc,Andy Ward,Second,Danny Quayle,1,21,LOST,96,57,42,78,123,37,36,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/GDjHDK7bKjkc,Danny Quayle,First,Andy Ward,1,23,WON,100,60,59,59,45,98,60,20,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/GDjHDK7bKjkc,Andy Ward,First,Danny Quayle,2,18,LOST,100,140,78,41,128,10,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/GDjHDK7bKjkc,Danny Quayle,Second,Andy Ward,2,18,WON,100,90,140,42,59,70,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/GDjHDK7bKjkc,Andy Ward,Second,Danny Quayle,3,14,WON,93,125,85,123,75,,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/GDjHDK7bKjkc,Danny Quayle,First,Andy Ward,3,15,LOST,63,99,81,125,43,,,,,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/GDjHDK7bKjkc,Andy Ward,First,Danny Quayle,4,25,WON,83,43,25,97,134,79,0,20,20,,,,,,,,,,,,
Ruislip,,,31/01/2025,Last 16,https://www.dartsatlas.com/matches/GDjHDK7bKjkc,Danny Quayle,Second,Andy Ward,4,24,LOST,45,55,55,96,43,100,79,0,,,,,,,,,,,,,
