Venue,Division,Season,Date,Round,URL,Player,First Thrower,Opponent,Leg,Total Darts,Result,Throw_1,Throw_2,Throw_3,Throw_4,Throw_5,Throw_6,Throw_7,Throw_8,Throw_9,Throw_10,Throw_11,Throw_12,Throw_13
Wood Green,,,06/07/2025,Group 1,https://www.dartsatlas.com/matches/VDON26J9BhF1,Sebastian Bond,First,Tomasz Lach,1,21,LOST,42,26,60,41,60,41,91,,,,,,
Wood Green,,,06/07/2025,Group 1,https://www.dartsatlas.com/matches/VDON26J9BhF1,Tomasz Lach,First,Sebastian Bond,2,15,LOST,41,66,45,81,65,,,,,,,,
Wood Green,,,06/07/2025,Group 1,https://www.dartsatlas.com/matches/VDON26J9BhF1,Sebastian Bond,Second,Tomasz Lach,2,15,WON,100,160,59,100,82,,,,,,,,
Wood Green,,,06/07/2025,Group 1,https://www.dartsatlas.com/matches/VDON26J9BhF1,Tomasz Lach,Second,Sebastian Bond,3,36,LOST,30,100,9,70,45,26,26,41,44,60,20,0,
Wood Green,,,06/07/2025,Group 1,https://www.dartsatlas.com/matches/VDON26J9BhF1,Sebastian Bond,First,Tomasz Lach,3,37,WON,125,43,22,42,41,47,45,46,40,34,12,2,2
Wood Green,,,06/07/2025,Group 1,https://www.dartsatlas.com/matches/VDON26J9BhF1,Tomasz Lach,First,Sebastian Bond,4,38,WON,85,28,26,68,45,60,60,43,27,19,36,0,4
Wood Green,,,06/07/2025,Group 1,https://www.dartsatlas.com/matches/VDON26J9BhF1,Sebastian Bond,Second,Tomasz Lach,4,36,LOST,45,60,60,85,55,44,5,97,42,4,0,2,
Wood Green,,,06/07/2025,Group 1,https://www.dartsatlas.com/matches/VDON26J9BhF1,Tomasz Lach,Second,Sebastian Bond,5,24,LOST,125,45,60,85,41,30,72,33,,,,,
Wood Green,,,06/07/2025,Group 1,https://www.dartsatlas.com/matches/VDON26J9BhF1,Sebastian Bond,First,Tomasz Lach,5,25,WON,60,81,41,75,140,54,18,0,32,,,,
Wood Green,,,06/07/2025,Group 1,https://www.dartsatlas.com/matches/k2NnYtSa1PYQ,Charlie Hardie,First,John Mcdermott,1,23,WON,100,45,81,95,80,68,0,32,,,,,
Wood Green,,,06/07/2025,Group 1,https://www.dartsatlas.com/matches/k2NnYtSa1PYQ,John Mcdermott,Second,Charlie Hardie,1,21,LOST,41,31,41,39,100,58,97,,,,,,
Wood Green,,,06/07/2025,Group 1,https://www.dartsatlas.com/matches/k2NnYtSa1PYQ,Charlie Hardie,Second,John Mcdermott,2,24,WON,41,9,83,83,133,60,60,32,,,,,
Wood Green,,,06/07/2025,Group 1,https://www.dartsatlas.com/matches/k2NnYtSa1PYQ,John Mcdermott,First,Charlie Hardie,2,24,LOST,39,81,43,58,100,140,20,0,,,,,
Wood Green,,,06/07/2025,Group 1,https://www.dartsatlas.com/matches/k2NnYtSa1PYQ,Charlie Hardie,First,John Mcdermott,3,33,LOST,26,47,42,40,21,35,27,79,57,97,0,,
Wood Green,,,06/07/2025,Group 1,https://www.dartsatlas.com/matches/k2NnYtSa1PYQ,John Mcdermott,Second,Charlie Hardie,3,32,WON,57,83,26,70,95,98,26,14,14,0,18,,
Wood Green,,,06/07/2025,Group 1,https://www.dartsatlas.com/matches/k2NnYtSa1PYQ,Charlie Hardie,Second,John Mcdermott,4,27,LOST,40,59,23,27,43,60,53,60,41,,,,
Wood Green,,,06/07/2025,Group 1,https://www.dartsatlas.com/matches/k2NnYtSa1PYQ,John Mcdermott,First,Charlie Hardie,4,29,WON,60,96,59,45,27,44,92,38,35,5,,,
Wood Green,,,06/07/2025,Group 1,https://www.dartsatlas.com/matches/k2NnYtSa1PYQ,Charlie Hardie,First,John Mcdermott,5,24,LOST,40,20,22,95,55,45,40,23,,,,,
Wood Green,,,06/07/2025,Group 1,https://www.dartsatlas.com/matches/k2NnYtSa1PYQ,John Mcdermott,Second,Charlie Hardie,5,22,WON,41,58,100,140,78,52,16,16,,,,,
Wood Green,,,06/07/2025,Group 1,https://www.dartsatlas.com/matches/bL5DO6IoHmIv,Sebastian Bond,First,Tamas Nagy,1,31,WON,60,45,60,66,60,50,100,20,30,0,10,,
Wood Green,,,06/07/2025,Group 1,https://www.dartsatlas.com/matches/bL5DO6IoHmIv,Tamas Nagy,Second,Sebastian Bond,1,30,LOST,39,45,97,40,43,43,41,25,27,41,,,
Wood Green,,,06/07/2025,Group 1,https://www.dartsatlas.com/matches/bL5DO6IoHmIv,Sebastian Bond,Second,Tamas Nagy,2,24,WON,60,28,81,85,45,98,56,48,,,,,
Wood Green,,,06/07/2025,Group 1,https://www.dartsatlas.com/matches/bL5DO6IoHmIv,Tamas Nagy,First,Sebastian Bond,2,24,LOST,79,27,26,61,100,60,81,51,,,,,
Wood Green,,,06/07/2025,Group 1,https://www.dartsatlas.com/matches/bL5DO6IoHmIv,Sebastian Bond,First,Tamas Nagy,3,21,WON,125,100,41,100,28,25,82,,,,,,
Wood Green,,,06/07/2025,Group 1,https://www.dartsatlas.com/matches/bL5DO6IoHmIv,Tamas Nagy,Second,Sebastian Bond,3,18,LOST,30,81,43,41,117,140,,,,,,,
Wood Green,,,06/07/2025,Group 1,https://www.dartsatlas.com/matches/goUrb62brKl9,John Mcdermott,First,Tomasz Lach,1,24,WON,81,43,95,32,100,100,18,32,,,,,
Wood Green,,,06/07/2025,Group 1,https://www.dartsatlas.com/matches/goUrb62brKl9,Tomasz Lach,Second,John Mcdermott,1,21,LOST,36,30,38,31,41,30,21,,,,,,
Wood Green,,,06/07/2025,Group 1,https://www.dartsatlas.com/matches/goUrb62brKl9,John Mcdermott,Second,Tomasz Lach,2,24,WON,25,45,180,35,43,77,80,16,,,,,
Wood Green,,,06/07/2025,Group 1,https://www.dartsatlas.com/matches/goUrb62brKl9,Tomasz Lach,First,John Mcdermott,2,24,LOST,43,43,28,60,81,81,36,26,,,,,
Wood Green,,,06/07/2025,Group 1,https://www.dartsatlas.com/matches/goUrb62brKl9,John Mcdermott,First,Tomasz Lach,3,23,WON,41,140,97,23,84,30,54,32,,,,,
Wood Green,,,06/07/2025,Group 1,https://www.dartsatlas.com/matches/goUrb62brKl9,Tomasz Lach,Second,John Mcdermott,3,21,LOST,60,60,25,24,45,85,28,,,,,,
Wood Green,,,06/07/2025,Group 1,https://www.dartsatlas.com/matches/VyRxHR7fzn5o,Tamas Nagy,Second,Charlie Hardie,1,19,WON,125,60,140,60,39,57,20,,,,,,
Wood Green,,,06/07/2025,Group 1,https://www.dartsatlas.com/matches/VyRxHR7fzn5o,Charlie Hardie,First,Tamas Nagy,1,21,LOST,42,57,95,47,12,54,41,,,,,,
Wood Green,,,06/07/2025,Group 1,https://www.dartsatlas.com/matches/VyRxHR7fzn5o,Tamas Nagy,First,Charlie Hardie,2,30,LOST,81,41,45,44,81,50,127,16,0,0,,,
Wood Green,,,06/07/2025,Group 1,https://www.dartsatlas.com/matches/VyRxHR7fzn5o,Charlie Hardie,Second,Tamas Nagy,2,28,WON,45,121,70,57,60,35,23,74,8,8,,,
Wood Green,,,06/07/2025,Group 1,https://www.dartsatlas.com/matches/VyRxHR7fzn5o,Tamas Nagy,Second,Charlie Hardie,3,36,WON,58,44,15,94,140,24,62,24,0,30,5,5,
Wood Green,,,06/07/2025,Group 1,https://www.dartsatlas.com/matches/VyRxHR7fzn5o,Charlie Hardie,First,Tamas Nagy,3,36,LOST,59,85,81,43,40,41,30,82,0,30,2,0,
Wood Green,,,06/07/2025,Group 1,https://www.dartsatlas.com/matches/VyRxHR7fzn5o,Tamas Nagy,First,Charlie Hardie,4,30,WON,29,26,41,60,43,100,42,15,59,86,,,
Wood Green,,,06/07/2025,Group 1,https://www.dartsatlas.com/matches/VyRxHR7fzn5o,Charlie Hardie,Second,Tamas Nagy,4,27,LOST,80,60,60,60,60,25,100,32,0,,,,
