Venue,Division,Season,Date,Round,URL,Player,First Thrower,Opponent,Leg,Total Darts,Result,Throw_1,Throw_2,Throw_3,Throw_4,Throw_5,Throw_6,Throw_7,Throw_8,Throw_9,Throw_10,Throw_11,Throw_12,Throw_13
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/ndSJY80WxB9X,John Mcdermott,Second,Owen Cuthbert,3,21,LOST,41,28,45,44,41,86,64,,,,,,
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/ndSJY80WxB9X,Owen Cuthbert,Second,John Mcdermott,4,24,WON,41,45,100,60,44,60,85,66,,,,,
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/ndSJY80WxB9X,John Mcdermott,First,Owen Cuthbert,4,24,LOST,44,85,13,53,140,82,72,0,,,,,
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/ndSJY80WxB9X,Owen Cuthbert,First,John Mcdermott,5,21,WON,34,180,66,45,96,40,40,,,,,,
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/ndSJY80WxB9X,John Mcdermott,Second,Owen Cuthbert,5,18,LOST,30,83,27,100,100,137,,,,,,,
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/oLdP9ZZ0e667,Jimmy Cuthbert,Second,Kian Dominguez,1,18,LOST,66,85,45,41,80,44,,,,,,,
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/oLdP9ZZ0e667,Kian Dominguez,First,Jimmy Cuthbert,1,19,WON,57,39,26,100,81,174,24,,,,,,
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/oLdP9ZZ0e667,Jimmy Cuthbert,First,Kian Dominguez,2,21,WON,100,95,121,29,64,52,40,,,,,,
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/oLdP9ZZ0e667,Kian Dominguez,Second,Jimmy Cuthbert,2,18,LOST,27,42,115,85,60,39,,,,,,,
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/oLdP9ZZ0e667,Jimmy Cuthbert,Second,Kian Dominguez,3,21,LOST,41,100,96,58,60,58,47,,,,,,
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/oLdP9ZZ0e667,Kian Dominguez,First,Jimmy Cuthbert,3,24,WON,41,66,28,45,58,100,57,106,,,,,
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/oLdP9ZZ0e667,Jimmy Cuthbert,First,Kian Dominguez,4,30,LOST,100,100,100,60,45,56,30,8,0,0,,,
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/oLdP9ZZ0e667,Kian Dominguez,Second,Jimmy Cuthbert,4,30,WON,60,78,96,80,45,38,34,52,0,18,,,
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/oLdP9ZZ0e667,Jimmy Cuthbert,Second,Kian Dominguez,5,21,LOST,60,58,25,100,85,47,39,,,,,,
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/oLdP9ZZ0e667,Kian Dominguez,First,Jimmy Cuthbert,5,24,WON,39,140,80,85,99,18,20,20,,,,,
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/CVq2KJ4uDUqa,Clive Burge,First,Tomasz Lach,1,39,LOST,45,36,29,40,45,85,41,25,45,40,30,30,0
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/CVq2KJ4uDUqa,Tomasz Lach,Second,Clive Burge,1,37,WON,100,45,22,41,24,45,26,45,25,26,50,34,18
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/CVq2KJ4uDUqa,Clive Burge,Second,Tomasz Lach,2,23,WON,55,61,60,45,81,60,97,42,,,,,
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/CVq2KJ4uDUqa,Tomasz Lach,First,Clive Burge,2,24,LOST,45,81,60,7,30,41,17,21,,,,,
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/CVq2KJ4uDUqa,Clive Burge,First,Tomasz Lach,3,29,WON,100,45,22,45,81,41,59,38,30,40,,,
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/CVq2KJ4uDUqa,Tomasz Lach,Second,Clive Burge,3,27,LOST,7,31,41,39,81,37,58,95,43,,,,
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/CVq2KJ4uDUqa,Clive Burge,Second,Tomasz Lach,4,26,WON,68,55,100,85,26,60,52,15,40,,,,
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/CVq2KJ4uDUqa,Tomasz Lach,First,Clive Burge,4,27,LOST,55,70,45,24,41,15,41,33,57,,,,
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/CVq2KJ4uDUqa,Clive Burge,First,Tomasz Lach,5,23,WON,60,100,60,100,60,81,20,20,,,,,
Ruislip,,,29/08/2025,Last 16,https://www.dartsatlas.com/matches/CVq2KJ4uDUqa,Tomasz Lach,Second,Clive Burge,5,21,LOST,7,90,49,60,45,62,85,,,,,,
