Venue,Division,Season,Date,Round,URL,Player,First Thrower,Opponent,Leg,Total Darts,Result,Throw_1,Throw_2,Throw_3,Throw_4,Throw_5,Throw_6,Throw_7,Throw_8,Throw_9,Throw_10,Throw_11,Throw_12,Throw_13,Throw_14,Throw_15
Ruislip,,,27/06/2025,Final,https://www.dartsatlas.com/matches/VVR2xQ8kOJFm,Liam Saxon,First,Edgar Znutins,1,15,WON,59,100,140,140,62,,,,,,,,,,
Ruislip,,,27/06/2025,Final,https://www.dartsatlas.com/matches/VVR2xQ8kOJFm,Edgar Znutins,Second,Liam Saxon,1,12,LOST,60,60,42,140,,,,,,,,,,,
Ruislip,,,27/06/2025,Final,https://www.dartsatlas.com/matches/VVR2xQ8kOJFm,Liam Saxon,Second,Edgar Znutins,2,13,WON,180,140,59,108,14,,,,,,,,,,
Ruislip,,,27/06/2025,Final,https://www.dartsatlas.com/matches/VVR2xQ8kOJFm,Edgar Znutins,First,Liam Saxon,2,15,LOST,96,60,134,133,54,,,,,,,,,,
Ruislip,,,27/06/2025,Final,https://www.dartsatlas.com/matches/VVR2xQ8kOJFm,Liam Saxon,First,Edgar Znutins,3,18,WON,60,55,100,100,80,106,,,,,,,,,
Ruislip,,,27/06/2025,Final,https://www.dartsatlas.com/matches/VVR2xQ8kOJFm,Edgar Znutins,Second,Liam Saxon,3,15,LOST,98,77,97,59,134,,,,,,,,,,
Ruislip,,,27/06/2025,Final,https://www.dartsatlas.com/matches/VVR2xQ8kOJFm,Liam Saxon,Second,Edgar Znutins,4,18,WON,100,89,58,120,58,76,,,,,,,,,
Ruislip,,,27/06/2025,Final,https://www.dartsatlas.com/matches/VVR2xQ8kOJFm,Edgar Znutins,First,Liam Saxon,4,18,LOST,100,93,95,87,89,29,,,,,,,,,
Ruislip,,,27/06/2025,Final,https://www.dartsatlas.com/matches/VVR2xQ8kOJFm,Liam Saxon,First,Edgar Znutins,5,20,WON,60,46,58,40,100,137,60,,,,,,,,
Ruislip,,,27/06/2025,Final,https://www.dartsatlas.com/matches/VVR2xQ8kOJFm,Edgar Znutins,Second,Liam Saxon,5,18,LOST,57,41,97,136,60,46,,,,,,,,,
Ruislip,,,27/06/2025,Final,https://www.dartsatlas.com/matches/VVR2xQ8kOJFm,Liam Saxon,Second,Edgar Znutins,6,30,LOST,43,140,60,60,100,58,30,8,0,0,,,,,
Ruislip,,,27/06/2025,Final,https://www.dartsatlas.com/matches/VVR2xQ8kOJFm,Edgar Znutins,First,Liam Saxon,6,32,WON,60,57,93,100,32,59,45,35,12,0,8,,,,
Ruislip,,,27/06/2025,Final,https://www.dartsatlas.com/matches/VVR2xQ8kOJFm,Liam Saxon,First,Edgar Znutins,7,20,WON,57,100,40,60,100,85,59,,,,,,,,
Ruislip,,,27/06/2025,Final,https://www.dartsatlas.com/matches/VVR2xQ8kOJFm,Edgar Znutins,Second,Liam Saxon,7,18,LOST,60,40,85,41,85,100,,,,,,,,,
Ruislip,,,27/06/2025,Semi-Final,https://www.dartsatlas.com/matches/VFdzbiRQF685,Liam Saxon,Second,Ricky Caves,1,20,WON,57,45,180,133,52,16,18,,,,,,,,
Ruislip,,,27/06/2025,Semi-Final,https://www.dartsatlas.com/matches/VFdzbiRQF685,Ricky Caves,First,Liam Saxon,1,21,LOST,45,45,45,140,59,45,97,,,,,,,,
Ruislip,,,27/06/2025,Semi-Final,https://www.dartsatlas.com/matches/VFdzbiRQF685,Liam Saxon,First,Ricky Caves,2,20,WON,59,55,59,100,140,48,40,,,,,,,,
Ruislip,,,27/06/2025,Semi-Final,https://www.dartsatlas.com/matches/VFdzbiRQF685,Ricky Caves,Second,Liam Saxon,2,18,LOST,45,100,60,60,52,100,,,,,,,,,
Ruislip,,,27/06/2025,Semi-Final,https://www.dartsatlas.com/matches/VFdzbiRQF685,Liam Saxon,Second,Ricky Caves,3,15,LOST,100,97,41,99,45,,,,,,,,,,
Ruislip,,,27/06/2025,Semi-Final,https://www.dartsatlas.com/matches/VFdzbiRQF685,Ricky Caves,First,Liam Saxon,3,17,WON,100,123,41,99,82,56,,,,,,,,,
Ruislip,,,27/06/2025,Semi-Final,https://www.dartsatlas.com/matches/VFdzbiRQF685,Liam Saxon,First,Ricky Caves,4,22,WON,59,99,60,97,36,76,66,8,,,,,,,
Ruislip,,,27/06/2025,Semi-Final,https://www.dartsatlas.com/matches/VFdzbiRQF685,Ricky Caves,Second,Liam Saxon,4,21,LOST,135,85,45,125,46,57,6,,,,,,,,
Ruislip,,,27/06/2025,Semi-Final,https://www.dartsatlas.com/matches/VFdzbiRQF685,Liam Saxon,Second,Ricky Caves,5,12,LOST,40,60,100,41,,,,,,,,,,,
Ruislip,,,27/06/2025,Semi-Final,https://www.dartsatlas.com/matches/VFdzbiRQF685,Ricky Caves,First,Liam Saxon,5,15,WON,100,100,100,85,116,,,,,,,,,,
Ruislip,,,27/06/2025,Semi-Final,https://www.dartsatlas.com/matches/VFdzbiRQF685,Liam Saxon,First,Ricky Caves,6,20,WON,96,93,83,89,60,59,21,,,,,,,,
Ruislip,,,27/06/2025,Semi-Final,https://www.dartsatlas.com/matches/VFdzbiRQF685,Ricky Caves,Second,Liam Saxon,6,18,LOST,140,55,100,125,56,0,,,,,,,,,
Ruislip,,,27/06/2025,Semi-Final,https://www.dartsatlas.com/matches/VFdzbiRQF685,Liam Saxon,Second,Ricky Caves,7,17,WON,100,97,100,58,58,88,,,,,,,,,
Ruislip,,,27/06/2025,Semi-Final,https://www.dartsatlas.com/matches/VFdzbiRQF685,Ricky Caves,First,Liam Saxon,7,18,LOST,68,45,100,100,140,28,,,,,,,,,
Ruislip,,,27/06/2025,Semi-Final,https://www.dartsatlas.com/matches/8IYU93iVmNjc,Edgar Znutins,Second,Alfie Smith,1,18,LOST,44,121,100,44,60,54,,,,,,,,,
Ruislip,,,27/06/2025,Semi-Final,https://www.dartsatlas.com/matches/8IYU93iVmNjc,Alfie Smith,First,Edgar Znutins,1,19,WON,46,180,94,60,57,40,24,,,,,,,,
Ruislip,,,27/06/2025,Semi-Final,https://www.dartsatlas.com/matches/8IYU93iVmNjc,Edgar Znutins,First,Alfie Smith,2,20,WON,41,45,60,100,58,131,66,,,,,,,,
Ruislip,,,27/06/2025,Semi-Final,https://www.dartsatlas.com/matches/8IYU93iVmNjc,Alfie Smith,Second,Edgar Znutins,2,18,LOST,100,82,60,99,55,53,,,,,,,,,
Ruislip,,,27/06/2025,Semi-Final,https://www.dartsatlas.com/matches/8IYU93iVmNjc,Edgar Znutins,Second,Alfie Smith,3,18,LOST,45,85,44,60,100,139,,,,,,,,,
Ruislip,,,27/06/2025,Semi-Final,https://www.dartsatlas.com/matches/8IYU93iVmNjc,Alfie Smith,First,Edgar Znutins,3,21,WON,23,55,119,41,60,97,106,,,,,,,,
Ruislip,,,27/06/2025,Semi-Final,https://www.dartsatlas.com/matches/8IYU93iVmNjc,Edgar Znutins,First,Alfie Smith,4,20,WON,40,59,140,41,60,121,40,,,,,,,,
Ruislip,,,27/06/2025,Semi-Final,https://www.dartsatlas.com/matches/8IYU93iVmNjc,Alfie Smith,Second,Edgar Znutins,4,18,LOST,57,60,84,121,57,85,,,,,,,,,
Ruislip,,,27/06/2025,Semi-Final,https://www.dartsatlas.com/matches/8IYU93iVmNjc,Edgar Znutins,Second,Alfie Smith,5,18,WON,60,82,59,97,95,108,,,,,,,,,
Ruislip,,,27/06/2025,Semi-Final,https://www.dartsatlas.com/matches/8IYU93iVmNjc,Alfie Smith,First,Edgar Znutins,5,18,LOST,43,41,60,100,121,40,,,,,,,,,
Ruislip,,,27/06/2025,Semi-Final,https://www.dartsatlas.com/matches/8IYU93iVmNjc,Edgar Znutins,First,Alfie Smith,6,22,WON,91,45,98,41,140,54,0,32,,,,,,,
Ruislip,,,27/06/2025,Semi-Final,https://www.dartsatlas.com/matches/8IYU93iVmNjc,Alfie Smith,Second,Edgar Znutins,6,21,LOST,140,41,99,45,60,98,0,,,,,,,,
Ruislip,,,27/06/2025,Semi-Final,https://www.dartsatlas.com/matches/8IYU93iVmNjc,Edgar Znutins,Second,Alfie Smith,7,21,LOST,46,100,47,57,60,58,109,,,,,,,,
Ruislip,,,27/06/2025,Semi-Final,https://www.dartsatlas.com/matches/8IYU93iVmNjc,Alfie Smith,First,Edgar Znutins,7,23,WON,28,96,60,25,100,135,0,57,,,,,,,
Ruislip,,,27/06/2025,Semi-Final,https://www.dartsatlas.com/matches/8IYU93iVmNjc,Edgar Znutins,First,Alfie Smith,8,15,LOST,97,60,140,100,84,,,,,,,,,,
Ruislip,,,27/06/2025,Semi-Final,https://www.dartsatlas.com/matches/8IYU93iVmNjc,Alfie Smith,Second,Edgar Znutins,8,15,WON,44,125,138,60,134,,,,,,,,,,
Ruislip,,,27/06/2025,Semi-Final,https://www.dartsatlas.com/matches/8IYU93iVmNjc,Edgar Znutins,Second,Alfie Smith,9,17,WON,180,100,57,40,56,68,,,,,,,,,
Ruislip,,,27/06/2025,Semi-Final,https://www.dartsatlas.com/matches/8IYU93iVmNjc,Alfie Smith,First,Edgar Znutins,9,18,LOST,81,41,21,27,81,140,,,,,,,,,
Ruislip,,,27/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/osl6fQfrrCnk,Nick Holman,Second,Liam Saxon,1,18,WON,100,81,81,140,59,40,,,,,,,,,
Ruislip,,,27/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/osl6fQfrrCnk,Liam Saxon,First,Nick Holman,1,18,LOST,140,85,59,91,54,52,,,,,,,,,
Ruislip,,,27/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/osl6fQfrrCnk,Nick Holman,First,Liam Saxon,2,22,WON,81,100,60,100,140,0,10,10,,,,,,,
Ruislip,,,27/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/osl6fQfrrCnk,Liam Saxon,Second,Nick Holman,2,21,LOST,45,97,59,60,100,100,20,,,,,,,,
Ruislip,,,27/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/osl6fQfrrCnk,Nick Holman,Second,Liam Saxon,3,15,LOST,100,55,45,80,41,,,,,,,,,,
Ruislip,,,27/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/osl6fQfrrCnk,Liam Saxon,First,Nick Holman,3,18,WON,58,97,180,58,40,68,,,,,,,,,
Ruislip,,,27/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/osl6fQfrrCnk,Nick Holman,First,Liam Saxon,4,21,LOST,100,60,100,65,31,57,47,,,,,,,,
Ruislip,,,27/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/osl6fQfrrCnk,Liam Saxon,Second,Nick Holman,4,19,WON,97,45,100,93,94,32,40,,,,,,,,
Ruislip,,,27/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/osl6fQfrrCnk,Nick Holman,Second,Liam Saxon,5,24,LOST,117,100,40,60,56,92,18,9,,,,,,,
Ruislip,,,27/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/osl6fQfrrCnk,Liam Saxon,First,Nick Holman,5,25,WON,81,97,85,140,86,0,0,0,12,,,,,,
Ruislip,,,27/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/osl6fQfrrCnk,Nick Holman,First,Liam Saxon,6,16,WON,55,100,100,39,171,36,,,,,,,,,
Ruislip,,,27/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/osl6fQfrrCnk,Liam Saxon,Second,Nick Holman,6,15,LOST,44,140,180,57,40,,,,,,,,,,
Ruislip,,,27/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/osl6fQfrrCnk,Nick Holman,Second,Liam Saxon,7,18,LOST,100,13,60,60,61,100,,,,,,,,,
Ruislip,,,27/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/osl6fQfrrCnk,Liam Saxon,First,Nick Holman,7,21,WON,100,82,81,125,93,0,20,,,,,,,,
Ruislip,,,27/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/hNMoXZKYHrOV,Ricky Caves,Second,Craig Searle,1,18,LOST,41,55,180,81,81,43,,,,,,,,,
Ruislip,,,27/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/hNMoXZKYHrOV,Craig Searle,First,Ricky Caves,1,20,WON,60,55,99,98,49,100,40,,,,,,,,
Ruislip,,,27/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/hNMoXZKYHrOV,Ricky Caves,First,Craig Searle,2,13,WON,58,180,100,137,26,,,,,,,,,,
Ruislip,,,27/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/hNMoXZKYHrOV,Craig Searle,Second,Ricky Caves,2,12,LOST,77,93,99,57,,,,,,,,,,,
Ruislip,,,27/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/hNMoXZKYHrOV,Ricky Caves,Second,Craig Searle,3,27,WON,85,83,60,45,61,87,60,0,20,,,,,,
Ruislip,,,27/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/hNMoXZKYHrOV,Craig Searle,First,Ricky Caves,3,27,LOST,96,60,45,32,140,56,32,20,15,,,,,,
Ruislip,,,27/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/hNMoXZKYHrOV,Ricky Caves,First,Craig Searle,4,29,WON,52,58,60,60,40,46,58,43,56,28,,,,,
Ruislip,,,27/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/hNMoXZKYHrOV,Craig Searle,Second,Ricky Caves,4,27,LOST,44,100,54,95,76,58,34,32,0,,,,,,
Ruislip,,,27/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/hNMoXZKYHrOV,Ricky Caves,Second,Craig Searle,5,21,WON,60,45,100,85,97,58,56,,,,,,,,
Ruislip,,,27/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/hNMoXZKYHrOV,Craig Searle,First,Ricky Caves,5,21,LOST,58,140,140,84,39,20,15,,,,,,,,
Ruislip,,,27/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/ASyP307VQSeN,John Power,First,Edgar Znutins,1,21,LOST,85,45,100,135,100,28,4,,,,,,,,
Ruislip,,,27/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/ASyP307VQSeN,Edgar Znutins,Second,John Power,1,19,WON,60,60,125,96,100,50,10,,,,,,,,
Ruislip,,,27/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/ASyP307VQSeN,John Power,Second,Edgar Znutins,2,18,LOST,140,60,43,140,99,11,,,,,,,,,
Ruislip,,,27/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/ASyP307VQSeN,Edgar Znutins,First,John Power,2,20,WON,96,100,98,54,97,36,20,,,,,,,,
Ruislip,,,27/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/ASyP307VQSeN,John Power,First,Edgar Znutins,3,18,LOST,140,100,57,60,78,31,,,,,,,,,
Ruislip,,,27/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/ASyP307VQSeN,Edgar Znutins,Second,John Power,3,17,WON,140,17,100,44,140,60,,,,,,,,,
Ruislip,,,27/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/ASyP307VQSeN,John Power,Second,Edgar Znutins,4,20,WON,60,97,41,57,82,128,36,,,,,,,,
Ruislip,,,27/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/ASyP307VQSeN,Edgar Znutins,First,John Power,4,21,LOST,57,43,95,58,100,54,37,,,,,,,,
Ruislip,,,27/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/ASyP307VQSeN,John Power,First,Edgar Znutins,5,21,LOST,66,180,81,58,92,12,0,,,,,,,,
Ruislip,,,27/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/ASyP307VQSeN,Edgar Znutins,Second,John Power,5,20,WON,58,96,100,85,96,26,40,,,,,,,,
Ruislip,,,27/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/HlaSZoAIb0h0,Tamas Nagy,Second,Alfie Smith,1,27,WON,97,36,60,94,28,41,50,55,40,,,,,,
Ruislip,,,27/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/HlaSZoAIb0h0,Alfie Smith,First,Tamas Nagy,1,27,LOST,43,85,81,42,81,57,72,30,0,,,,,,
Ruislip,,,27/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/HlaSZoAIb0h0,Tamas Nagy,First,Alfie Smith,2,18,LOST,24,52,44,140,11,67,,,,,,,,,
Ruislip,,,27/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/HlaSZoAIb0h0,Alfie Smith,Second,Tamas Nagy,2,16,WON,81,43,180,80,77,40,,,,,,,,,
Ruislip,,,27/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/HlaSZoAIb0h0,Tamas Nagy,Second,Alfie Smith,3,15,LOST,45,27,85,180,57,,,,,,,,,,
Ruislip,,,27/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/HlaSZoAIb0h0,Alfie Smith,First,Tamas Nagy,3,17,WON,85,60,121,100,83,52,,,,,,,,,
Ruislip,,,27/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/HlaSZoAIb0h0,Tamas Nagy,First,Alfie Smith,4,24,LOST,61,60,100,59,24,70,16,72,,,,,,,
Ruislip,,,27/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/HlaSZoAIb0h0,Alfie Smith,Second,Tamas Nagy,4,22,WON,60,100,60,99,95,47,4,36,,,,,,,
Ruislip,,,27/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/HlaSZoAIb0h0,Tamas Nagy,Second,Alfie Smith,5,21,LOST,81,140,60,44,42,41,49,,,,,,,,
Ruislip,,,27/06/2025,Quarter-Final,https://www.dartsatlas.com/matches/HlaSZoAIb0h0,Alfie Smith,First,Tamas Nagy,5,23,WON,41,100,32,82,93,43,92,18,,,,,,,
Ruislip,,,27/06/2025,Last 16,https://www.dartsatlas.com/matches/iztTAGuGNezD,Nick Holman,First,Stephen Bardon,1,21,WON,83,45,60,100,100,41,72,,,,,,,,
Ruislip,,,27/06/2025,Last 16,https://www.dartsatlas.com/matches/iztTAGuGNezD,Stephen Bardon,Second,Nick Holman,1,18,LOST,43,43,81,60,100,55,,,,,,,,,
Ruislip,,,27/06/2025,Last 16,https://www.dartsatlas.com/matches/iztTAGuGNezD,Nick Holman,Second,Stephen Bardon,2,18,WON,81,140,100,60,60,60,,,,,,,,,
Ruislip,,,27/06/2025,Last 16,https://www.dartsatlas.com/matches/iztTAGuGNezD,Stephen Bardon,First,Nick Holman,2,18,LOST,60,180,45,85,91,20,,,,,,,,,
Ruislip,,,27/06/2025,Last 16,https://www.dartsatlas.com/matches/iztTAGuGNezD,Nick Holman,First,Stephen Bardon,3,21,LOST,100,85,85,85,78,48,10,,,,,,,,
Ruislip,,,27/06/2025,Last 16,https://www.dartsatlas.com/matches/iztTAGuGNezD,Stephen Bardon,Second,Nick Holman,3,20,WON,85,60,45,100,100,72,39,,,,,,,,
Ruislip,,,27/06/2025,Last 16,https://www.dartsatlas.com/matches/iztTAGuGNezD,Nick Holman,Second,Stephen Bardon,4,18,LOST,123,100,59,85,28,38,,,,,,,,,
Ruislip,,,27/06/2025,Last 16,https://www.dartsatlas.com/matches/iztTAGuGNezD,Stephen Bardon,First,Nick Holman,4,20,WON,100,41,60,43,100,97,60,,,,,,,,
Ruislip,,,27/06/2025,Last 16,https://www.dartsatlas.com/matches/iztTAGuGNezD,Nick Holman,First,Stephen Bardon,5,24,WON,81,100,180,54,38,40,0,8,,,,,,,
Ruislip,,,27/06/2025,Last 16,https://www.dartsatlas.com/matches/iztTAGuGNezD,Stephen Bardon,Second,Nick Holman,5,21,LOST,11,78,41,66,100,59,100,,,,,,,,
Ruislip,,,27/06/2025,Last 16,https://www.dartsatlas.com/matches/iztTAGuGNezD,Nick Holman,Second,Stephen Bardon,6,21,WON,41,140,118,42,31,71,58,,,,,,,,
Ruislip,,,27/06/2025,Last 16,https://www.dartsatlas.com/matches/iztTAGuGNezD,Stephen Bardon,First,Nick Holman,6,21,LOST,100,60,60,60,100,81,30,,,,,,,,
Ruislip,,,27/06/2025,Last 16,https://www.dartsatlas.com/matches/GaYaUfk4nFRa,Liam Saxon,Second,Charlie Green,1,13,WON,140,99,162,80,20,,,,,,,,,,
Ruislip,,,27/06/2025,Last 16,https://www.dartsatlas.com/matches/GaYaUfk4nFRa,Charlie Green,First,Liam Saxon,1,15,LOST,60,180,55,39,45,,,,,,,,,,
Ruislip,,,27/06/2025,Last 16,https://www.dartsatlas.com/matches/GaYaUfk4nFRa,Liam Saxon,First,Charlie Green,2,19,WON,140,58,99,60,45,83,16,,,,,,,,
Ruislip,,,27/06/2025,Last 16,https://www.dartsatlas.com/matches/GaYaUfk4nFRa,Charlie Green,Second,Liam Saxon,2,18,LOST,100,140,60,70,57,66,,,,,,,,,
Ruislip,,,27/06/2025,Last 16,https://www.dartsatlas.com/matches/GaYaUfk4nFRa,Liam Saxon,Second,Charlie Green,3,18,WON,100,100,96,58,87,60,,,,,,,,,
Ruislip,,,27/06/2025,Last 16,https://www.dartsatlas.com/matches/GaYaUfk4nFRa,Charlie Green,First,Liam Saxon,3,18,LOST,57,100,58,58,100,51,,,,,,,,,
Ruislip,,,27/06/2025,Last 16,https://www.dartsatlas.com/matches/GaYaUfk4nFRa,Liam Saxon,First,Charlie Green,4,21,WON,95,59,59,58,79,57,94,,,,,,,,
Ruislip,,,27/06/2025,Last 16,https://www.dartsatlas.com/matches/GaYaUfk4nFRa,Charlie Green,Second,Liam Saxon,4,18,LOST,100,42,59,85,99,56,,,,,,,,,
Ruislip,,,27/06/2025,Last 16,https://www.dartsatlas.com/matches/2GYzUYzt6v3j,Ricky Caves,First,Paul Upfold,1,21,WON,45,83,85,95,85,88,20,,,,,,,,
Ruislip,,,27/06/2025,Last 16,https://www.dartsatlas.com/matches/2GYzUYzt6v3j,Paul Upfold,Second,Ricky Caves,1,18,LOST,43,43,100,45,25,9,,,,,,,,,
Ruislip,,,27/06/2025,Last 16,https://www.dartsatlas.com/matches/2GYzUYzt6v3j,Ricky Caves,Second,Paul Upfold,2,15,WON,85,100,86,100,130,,,,,,,,,,
Ruislip,,,27/06/2025,Last 16,https://www.dartsatlas.com/matches/2GYzUYzt6v3j,Paul Upfold,First,Ricky Caves,2,15,LOST,45,60,60,100,100,,,,,,,,,,
Ruislip,,,27/06/2025,Last 16,https://www.dartsatlas.com/matches/2GYzUYzt6v3j,Ricky Caves,First,Paul Upfold,3,23,WON,60,81,100,60,100,60,30,10,,,,,,,
Ruislip,,,27/06/2025,Last 16,https://www.dartsatlas.com/matches/2GYzUYzt6v3j,Paul Upfold,Second,Ricky Caves,3,21,LOST,59,66,121,25,60,43,55,,,,,,,,
Ruislip,,,27/06/2025,Last 16,https://www.dartsatlas.com/matches/2GYzUYzt6v3j,Ricky Caves,Second,Paul Upfold,4,19,WON,100,100,60,121,60,50,10,,,,,,,,
Ruislip,,,27/06/2025,Last 16,https://www.dartsatlas.com/matches/2GYzUYzt6v3j,Paul Upfold,First,Ricky Caves,4,21,LOST,33,97,140,55,100,31,10,,,,,,,,
Ruislip,,,27/06/2025,Last 16,https://www.dartsatlas.com/matches/C724ufkkthNv,Brandon Keen,First,Craig Searle,1,22,WON,59,134,32,57,29,83,75,32,,,,,,,
Ruislip,,,27/06/2025,Last 16,https://www.dartsatlas.com/matches/C724ufkkthNv,Craig Searle,Second,Brandon Keen,1,21,LOST,45,45,140,100,46,40,45,,,,,,,,
Ruislip,,,27/06/2025,Last 16,https://www.dartsatlas.com/matches/C724ufkkthNv,Brandon Keen,Second,Craig Searle,2,18,LOST,95,96,54,96,89,39,,,,,,,,,
Ruislip,,,27/06/2025,Last 16,https://www.dartsatlas.com/matches/C724ufkkthNv,Craig Searle,First,Brandon Keen,2,19,WON,100,74,96,84,90,51,6,,,,,,,,
Ruislip,,,27/06/2025,Last 16,https://www.dartsatlas.com/matches/C724ufkkthNv,Brandon Keen,First,Craig Searle,3,24,LOST,45,30,65,96,58,140,27,30,,,,,,,
Ruislip,,,27/06/2025,Last 16,https://www.dartsatlas.com/matches/C724ufkkthNv,Craig Searle,Second,Brandon Keen,3,24,WON,58,35,46,80,44,134,56,48,,,,,,,
Ruislip,,,27/06/2025,Last 16,https://www.dartsatlas.com/matches/C724ufkkthNv,Brandon Keen,Second,Craig Searle,4,15,LOST,100,44,85,45,57,,,,,,,,,,
Ruislip,,,27/06/2025,Last 16,https://www.dartsatlas.com/matches/C724ufkkthNv,Craig Searle,First,Brandon Keen,4,16,WON,96,134,48,140,43,40,,,,,,,,,
Ruislip,,,27/06/2025,Last 16,https://www.dartsatlas.com/matches/C724ufkkthNv,Brandon Keen,First,Craig Searle,5,21,LOST,140,85,140,90,10,18,16,,,,,,,,
Ruislip,,,27/06/2025,Last 16,https://www.dartsatlas.com/matches/C724ufkkthNv,Craig Searle,Second,Brandon Keen,5,21,WON,55,95,58,60,137,56,40,,,,,,,,
Ruislip,,,27/06/2025,Last 16,https://www.dartsatlas.com/matches/AzvhVr1dPDGp,John Green,Second,John Power,1,24,LOST,60,100,43,81,38,26,40,53,,,,,,,
Ruislip,,,27/06/2025,Last 16,https://www.dartsatlas.com/matches/AzvhVr1dPDGp,John Power,First,John Green,1,25,WON,45,100,60,42,100,44,42,52,16,,,,,,
Ruislip,,,27/06/2025,Last 16,https://www.dartsatlas.com/matches/AzvhVr1dPDGp,John Green,First,John Power,2,18,LOST,100,81,26,41,60,43,,,,,,,,,
Ruislip,,,27/06/2025,Last 16,https://www.dartsatlas.com/matches/AzvhVr1dPDGp,John Power,Second,John Green,2,17,WON,100,40,140,45,100,76,,,,,,,,,
Ruislip,,,27/06/2025,Last 16,https://www.dartsatlas.com/matches/AzvhVr1dPDGp,John Green,Second,John Power,3,15,LOST,60,81,45,41,45,,,,,,,,,,
Ruislip,,,27/06/2025,Last 16,https://www.dartsatlas.com/matches/AzvhVr1dPDGp,John Power,First,John Green,3,18,WON,100,140,55,98,72,36,,,,,,,,,
Ruislip,,,27/06/2025,Last 16,https://www.dartsatlas.com/matches/AzvhVr1dPDGp,John Green,First,John Power,4,21,LOST,60,60,41,43,85,72,43,,,,,,,,
Ruislip,,,27/06/2025,Last 16,https://www.dartsatlas.com/matches/AzvhVr1dPDGp,John Power,Second,John Green,4,21,WON,140,45,44,60,100,80,32,,,,,,,,
Ruislip,,,27/06/2025,Last 16,https://www.dartsatlas.com/matches/qWICNPRH5JXy,Troy Power,Second,Edgar Znutins,1,18,LOST,60,96,45,174,39,43,,,,,,,,,
Ruislip,,,27/06/2025,Last 16,https://www.dartsatlas.com/matches/qWICNPRH5JXy,Edgar Znutins,First,Troy Power,1,20,WON,93,59,135,60,64,65,25,,,,,,,,
Ruislip,,,27/06/2025,Last 16,https://www.dartsatlas.com/matches/qWICNPRH5JXy,Troy Power,First,Edgar Znutins,2,18,LOST,48,30,100,43,94,81,,,,,,,,,
Ruislip,,,27/06/2025,Last 16,https://www.dartsatlas.com/matches/qWICNPRH5JXy,Edgar Znutins,Second,Troy Power,2,18,WON,180,100,45,100,41,35,,,,,,,,,
Ruislip,,,27/06/2025,Last 16,https://www.dartsatlas.com/matches/qWICNPRH5JXy,Troy Power,Second,Edgar Znutins,3,18,LOST,95,60,41,74,64,97,,,,,,,,,
Ruislip,,,27/06/2025,Last 16,https://www.dartsatlas.com/matches/qWICNPRH5JXy,Edgar Znutins,First,Troy Power,3,20,WON,60,131,60,60,100,75,15,,,,,,,,
Ruislip,,,27/06/2025,Last 16,https://www.dartsatlas.com/matches/qWICNPRH5JXy,Troy Power,First,Edgar Znutins,4,15,LOST,60,40,44,18,38,,,,,,,,,,
Ruislip,,,27/06/2025,Last 16,https://www.dartsatlas.com/matches/qWICNPRH5JXy,Edgar Znutins,Second,Troy Power,4,15,WON,131,100,100,60,110,,,,,,,,,,
