Venue,Division,Season,Date,Round,URL,Player,Opponent,First Thrower,Leg,Total Darts,Result,Throw_1,Throw_2,Throw_3,Throw_4,Throw_5,Throw_6,Throw_7,Throw_8,Throw_9,Throw_10,Throw_11,Throw_12,Throw_13,Throw_14,Throw_15
Morden,Division One,39,,,https://www.dartsatlas.com/matches/iRHnI4Xm19Nb,Daryl Clarke,Colm Mc Girl,Second,14,28,WON,85,60,43,57,28,140,52,20,8,8,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/iRHnI4Xm19Nb,Colm Mc Girl,Daryl Clarke,First,14,30,LOST,28,85,76,55,180,72,0,0,0,0,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/jSgx7PUdE5Dd,Mike Wallis,Darren Evans,Second,1,18,LOST,180,43,81,140,37,10,,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/jSgx7PUdE5Dd,Darren Evans,Mike Wallis,First,1,19,WON,140,45,100,92,56,36,32,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/jSgx7PUdE5Dd,Mike Wallis,Darren Evans,First,2,24,WON,85,140,30,41,27,17,87,74,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/jSgx7PUdE5Dd,Darren Evans,Mike Wallis,Second,2,21,LOST,125,9,11,45,59,85,47,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/jSgx7PUdE5Dd,Mike Wallis,Darren Evans,Second,3,25,WON,125,38,30,89,59,100,40,18,2,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/jSgx7PUdE5Dd,Darren Evans,Mike Wallis,First,3,27,LOST,121,95,64,37,40,60,68,12,0,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/jSgx7PUdE5Dd,Mike Wallis,Darren Evans,First,4,21,LOST,33,45,26,11,81,55,45,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/jSgx7PUdE5Dd,Darren Evans,Mike Wallis,Second,4,20,WON,125,60,60,45,137,34,40,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/jSgx7PUdE5Dd,Mike Wallis,Darren Evans,Second,5,18,LOST,85,41,95,100,31,61,,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/jSgx7PUdE5Dd,Darren Evans,Mike Wallis,First,5,20,WON,140,60,100,81,40,26,54,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/jSgx7PUdE5Dd,Mike Wallis,Darren Evans,First,6,33,LOST,100,38,50,59,54,60,18,83,23,0,8,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/jSgx7PUdE5Dd,Darren Evans,Mike Wallis,Second,6,32,WON,23,60,45,58,40,83,44,94,14,0,40,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/jSgx7PUdE5Dd,Mike Wallis,Darren Evans,Second,7,21,LOST,45,13,85,43,60,24,89,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/jSgx7PUdE5Dd,Darren Evans,Mike Wallis,First,7,23,WON,60,41,100,44,49,100,50,57,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/jSgx7PUdE5Dd,Mike Wallis,Darren Evans,First,8,24,LOST,30,43,85,41,38,100,40,102,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/jSgx7PUdE5Dd,Darren Evans,Mike Wallis,Second,8,24,WON,45,60,60,28,125,44,54,85,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/jSgx7PUdE5Dd,Mike Wallis,Darren Evans,Second,9,18,LOST,43,58,95,93,28,134,,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/jSgx7PUdE5Dd,Darren Evans,Mike Wallis,First,9,19,WON,66,138,60,83,84,34,36,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/jSgx7PUdE5Dd,Mike Wallis,Darren Evans,First,10,27,WON,60,100,47,60,24,50,60,45,55,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/jSgx7PUdE5Dd,Darren Evans,Mike Wallis,Second,10,24,LOST,79,60,125,41,60,83,0,33,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/jSgx7PUdE5Dd,Mike Wallis,Darren Evans,Second,11,36,WON,41,30,45,55,26,140,28,80,36,0,15,5,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/jSgx7PUdE5Dd,Darren Evans,Mike Wallis,First,11,36,LOST,45,100,60,30,60,44,44,44,34,0,36,2,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/jSgx7PUdE5Dd,Mike Wallis,Darren Evans,First,12,30,LOST,22,140,99,60,21,77,38,0,16,14,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/jSgx7PUdE5Dd,Darren Evans,Mike Wallis,Second,12,29,WON,100,40,41,45,60,60,48,21,38,48,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/Nqxvv8wzW9NT,Daryl Clarke,Ian Gower,First,1,30,WON,89,60,43,60,57,17,43,58,25,49,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/Nqxvv8wzW9NT,Ian Gower,Daryl Clarke,Second,1,27,LOST,46,100,20,30,41,60,92,23,36,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/Nqxvv8wzW9NT,Daryl Clarke,Ian Gower,Second,2,20,WON,140,100,60,37,46,38,80,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/Nqxvv8wzW9NT,Ian Gower,Daryl Clarke,First,2,21,LOST,78,180,7,81,65,50,2,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/Nqxvv8wzW9NT,Daryl Clarke,Ian Gower,First,3,15,WON,100,100,100,95,106,,,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/Nqxvv8wzW9NT,Ian Gower,Daryl Clarke,Second,3,12,LOST,60,44,45,40,,,,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/Nqxvv8wzW9NT,Daryl Clarke,Ian Gower,Second,4,21,WON,43,41,100,60,97,100,60,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/Nqxvv8wzW9NT,Ian Gower,Daryl Clarke,First,4,21,LOST,80,66,68,84,40,45,99,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/Nqxvv8wzW9NT,Daryl Clarke,Ian Gower,First,5,27,WON,66,53,43,57,58,44,100,40,40,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/Nqxvv8wzW9NT,Ian Gower,Daryl Clarke,Second,5,24,LOST,100,45,60,96,78,30,18,42,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/Nqxvv8wzW9NT,Daryl Clarke,Ian Gower,Second,6,24,WON,43,140,21,45,26,96,58,72,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/Nqxvv8wzW9NT,Ian Gower,Daryl Clarke,First,6,24,LOST,99,45,28,25,60,78,54,40,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/Nqxvv8wzW9NT,Daryl Clarke,Ian Gower,First,7,23,WON,27,84,60,28,84,98,100,20,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/Nqxvv8wzW9NT,Ian Gower,Daryl Clarke,Second,7,21,LOST,41,45,22,45,82,60,45,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/Nqxvv8wzW9NT,Daryl Clarke,Ian Gower,Second,8,23,WON,92,81,60,42,84,42,60,40,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/Nqxvv8wzW9NT,Ian Gower,Daryl Clarke,First,8,24,LOST,30,44,60,60,60,43,85,79,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/9ueIkmAmnojv,Michael Fitzgerald,Darren Evans,First,1,27,WON,41,81,41,26,100,60,84,43,25,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/9ueIkmAmnojv,Darren Evans,Michael Fitzgerald,Second,1,24,LOST,41,60,41,95,60,55,59,26,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/9ueIkmAmnojv,Michael Fitzgerald,Darren Evans,Second,2,16,WON,38,100,41,180,108,34,,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/9ueIkmAmnojv,Darren Evans,Michael Fitzgerald,First,2,18,LOST,60,60,70,140,41,41,,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/9ueIkmAmnojv,Michael Fitzgerald,Darren Evans,First,3,21,LOST,85,62,61,100,41,100,42,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/9ueIkmAmnojv,Darren Evans,Michael Fitzgerald,Second,3,21,WON,28,80,60,60,100,100,73,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/9ueIkmAmnojv,Michael Fitzgerald,Darren Evans,Second,4,24,LOST,45,7,41,11,45,60,40,95,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/9ueIkmAmnojv,Darren Evans,Michael Fitzgerald,First,4,25,WON,85,41,140,30,45,45,99,0,16,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/9ueIkmAmnojv,Michael Fitzgerald,Darren Evans,First,5,36,LOST,60,41,26,83,59,24,40,100,52,0,8,0,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/9ueIkmAmnojv,Darren Evans,Michael Fitzgerald,Second,5,34,WON,45,25,27,40,85,100,81,11,24,16,31,16,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/9ueIkmAmnojv,Michael Fitzgerald,Darren Evans,Second,6,24,WON,100,81,83,40,45,46,52,54,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/9ueIkmAmnojv,Darren Evans,Michael Fitzgerald,First,6,24,LOST,26,100,45,60,40,41,28,26,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/9ueIkmAmnojv,Michael Fitzgerald,Darren Evans,First,7,30,LOST,21,26,140,100,45,43,79,39,0,4,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/9ueIkmAmnojv,Darren Evans,Michael Fitzgerald,Second,7,29,WON,94,30,100,60,44,40,59,34,20,20,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/9ueIkmAmnojv,Michael Fitzgerald,Darren Evans,Second,8,15,LOST,26,60,22,121,100,,,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/9ueIkmAmnojv,Darren Evans,Michael Fitzgerald,First,8,16,WON,140,100,30,140,67,24,,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/9ueIkmAmnojv,Michael Fitzgerald,Darren Evans,First,9,27,LOST,100,100,81,78,28,32,66,8,0,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/9ueIkmAmnojv,Darren Evans,Michael Fitzgerald,Second,9,27,WON,60,45,60,55,30,5,60,85,101,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/9ueIkmAmnojv,Michael Fitzgerald,Darren Evans,Second,10,24,LOST,125,41,100,41,140,41,11,0,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/9ueIkmAmnojv,Darren Evans,Michael Fitzgerald,First,10,26,WON,41,45,85,44,100,100,51,3,32,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/9ueIkmAmnojv,Michael Fitzgerald,Darren Evans,First,11,24,LOST,60,81,100,85,45,43,49,28,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/9ueIkmAmnojv,Darren Evans,Michael Fitzgerald,Second,11,22,WON,85,25,60,121,40,132,22,16,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/xpRVtOUqmrqO,Mike Wallis,James Edghill,Second,1,27,LOST,26,41,95,29,30,55,41,44,80,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/xpRVtOUqmrqO,James Edghill,Mike Wallis,First,1,30,WON,13,58,11,92,60,140,0,40,55,32,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/xpRVtOUqmrqO,Mike Wallis,James Edghill,First,2,28,WON,47,43,29,100,80,45,95,22,20,20,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/xpRVtOUqmrqO,James Edghill,Mike Wallis,Second,2,27,LOST,60,45,42,45,96,45,118,0,30,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/xpRVtOUqmrqO,Mike Wallis,James Edghill,Second,3,26,WON,60,100,59,140,42,60,0,10,30,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/xpRVtOUqmrqO,James Edghill,Mike Wallis,First,3,27,LOST,98,95,81,41,28,42,21,24,63,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/xpRVtOUqmrqO,Mike Wallis,James Edghill,First,4,24,LOST,11,125,15,60,60,45,125,20,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/xpRVtOUqmrqO,James Edghill,Mike Wallis,Second,4,24,WON,100,26,85,25,57,92,25,91,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/xpRVtOUqmrqO,Mike Wallis,James Edghill,Second,5,33,LOST,25,60,80,60,60,55,120,39,0,0,0,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/xpRVtOUqmrqO,James Edghill,Mike Wallis,First,5,34,WON,35,43,25,83,78,96,13,12,81,27,4,4,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/xpRVtOUqmrqO,Mike Wallis,James Edghill,First,6,27,LOST,30,26,9,11,30,26,85,80,30,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/xpRVtOUqmrqO,James Edghill,Mike Wallis,Second,6,25,WON,85,36,99,26,47,60,43,89,16,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/xpRVtOUqmrqO,Mike Wallis,James Edghill,Second,7,27,WON,58,96,83,40,100,44,75,0,5,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/xpRVtOUqmrqO,James Edghill,Mike Wallis,First,7,27,LOST,43,57,40,41,20,60,60,92,56,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/xpRVtOUqmrqO,Mike Wallis,James Edghill,First,8,25,WON,43,30,85,38,180,63,22,24,16,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/xpRVtOUqmrqO,James Edghill,Mike Wallis,Second,8,24,LOST,85,18,11,43,32,26,85,31,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/xpRVtOUqmrqO,Mike Wallis,James Edghill,Second,9,27,LOST,40,22,29,26,95,140,57,38,49,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/xpRVtOUqmrqO,James Edghill,Mike Wallis,First,9,28,WON,46,30,42,38,140,100,40,25,20,20,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/xpRVtOUqmrqO,Mike Wallis,James Edghill,First,10,21,LOST,42,30,95,100,84,30,60,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/xpRVtOUqmrqO,James Edghill,Mike Wallis,Second,10,21,WON,92,82,85,43,29,60,110,,,,,,,,
Morden,Division One,39,,,https://www.dartsatlas.com/matches/xpRVtOUqmrqO,Mike Wallis,James Edghill,Second,11,20,WON,40,85,80,100,76,38,82,,,,,,,,
