Venue,Division,Season,Date,Round,URL,Player,First Thrower,Opponent,Leg,Total Darts,Result,Throw_1,Throw_2,Throw_3,Throw_4,Throw_5,Throw_6,Throw_7,Throw_8,Throw_9,Throw_10,Throw_11,Throw_12,Throw_13,Throw_14,Throw_15,Throw_16,Throw_17,Throw_18,Throw_19,Throw_20,Throw_21,Throw_22,Throw_23,Throw_24
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/tmqbVKDTzgiP,Christine Jamieson,First,Kelly Gower,1,39,LOST,41,57,59,42,23,41,45,81,27,37,0,16,8,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/tmqbVKDTzgiP,Kelly Gower,First,Christine Jamieson,2,42,LOST,30,16,40,41,47,38,22,25,21,45,60,34,30,36,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/tmqbVKDTzgiP,Christine Jamieson,Second,Kelly Gower,2,40,WON,41,59,38,97,83,67,42,42,7,11,0,0,0,14,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/tmqbVKDTzgiP,Kelly Gower,Second,Christine Jamieson,3,30,WON,45,83,41,33,42,41,117,35,23,41,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/tmqbVKDTzgiP,Christine Jamieson,First,Kelly Gower,3,30,LOST,38,29,71,54,48,61,97,38,25,24,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/tmqbVKDTzgiP,Kelly Gower,First,Christine Jamieson,4,27,LOST,25,33,29,57,79,22,41,26,41,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/tmqbVKDTzgiP,Christine Jamieson,Second,Kelly Gower,4,25,WON,121,45,33,95,17,74,40,36,40,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/tmqbVKDTzgiP,Kelly Gower,Second,Christine Jamieson,5,30,WON,45,45,57,67,54,79,58,0,78,18,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/tmqbVKDTzgiP,Christine Jamieson,First,Kelly Gower,5,30,LOST,38,29,29,56,33,23,41,40,76,39,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/tmqbVKDTzgiP,Kelly Gower,First,Christine Jamieson,6,40,WON,25,67,41,83,26,39,63,33,58,30,34,0,0,2,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/tmqbVKDTzgiP,Christine Jamieson,Second,Kelly Gower,6,39,LOST,45,30,45,47,43,17,39,42,42,55,36,20,0,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/tmqbVKDTzgiP,Kelly Gower,Second,Christine Jamieson,7,24,LOST,39,45,57,29,71,67,58,79,,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/tmqbVKDTzgiP,Christine Jamieson,First,Kelly Gower,7,27,WON,133,18,45,57,35,83,37,48,45,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/tmqbVKDTzgiP,Kelly Gower,First,Christine Jamieson,8,32,WON,57,31,47,26,55,133,92,21,35,0,4,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/tmqbVKDTzgiP,Christine Jamieson,Second,Kelly Gower,8,30,LOST,79,39,45,79,29,29,94,67,20,6,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/tmqbVKDTzgiP,Kelly Gower,Second,Christine Jamieson,9,30,LOST,35,131,33,59,33,41,60,23,43,35,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/tmqbVKDTzgiP,Christine Jamieson,First,Kelly Gower,9,32,WON,45,29,33,56,79,45,17,45,25,95,32,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/tmqbVKDTzgiP,Kelly Gower,First,Christine Jamieson,10,30,LOST,67,57,41,13,42,74,79,74,27,25,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/tmqbVKDTzgiP,Christine Jamieson,Second,Kelly Gower,10,28,WON,41,33,79,83,79,45,17,48,36,40,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/tmqbVKDTzgiP,Kelly Gower,Second,Christine Jamieson,11,42,LOST,42,76,47,63,42,97,27,31,40,0,0,0,16,0,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/tmqbVKDTzgiP,Christine Jamieson,First,Kelly Gower,11,43,WON,45,42,45,59,88,72,31,27,31,34,9,0,12,0,6,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/tmqbVKDTzgiP,Kelly Gower,First,Christine Jamieson,12,27,LOST,57,42,41,45,43,29,52,43,45,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/tmqbVKDTzgiP,Christine Jamieson,Second,Kelly Gower,12,26,WON,38,104,40,45,45,57,27,71,74,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/tmqbVKDTzgiP,Kelly Gower,Second,Christine Jamieson,13,44,WON,17,72,60,26,45,37,69,15,47,45,42,0,6,0,20,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/tmqbVKDTzgiP,Christine Jamieson,First,Kelly Gower,13,45,LOST,35,53,33,23,26,45,25,29,39,41,25,21,48,18,0,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/tmqbVKDTzgiP,Kelly Gower,First,Christine Jamieson,14,36,LOST,76,76,76,57,41,10,133,20,6,0,0,0,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/tmqbVKDTzgiP,Christine Jamieson,Second,Kelly Gower,14,34,WON,33,35,0,9,97,47,89,41,45,55,20,30,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/2IQSHup1LRuu,Simon Daniels,First,Craig Daniels,1,34,WON,21,22,37,33,82,41,26,3,100,55,67,14,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/2IQSHup1LRuu,Craig Daniels,Second,Simon Daniels,1,33,LOST,12,92,42,61,11,100,27,20,41,45,30,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/2IQSHup1LRuu,Simon Daniels,Second,Craig Daniels,2,34,WON,26,40,14,26,121,85,121,49,14,0,1,4,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/2IQSHup1LRuu,Craig Daniels,First,Simon Daniels,2,36,LOST,46,71,22,38,24,16,55,57,92,10,45,3,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/2IQSHup1LRuu,Simon Daniels,First,Craig Daniels,3,54,LOST,40,13,30,29,62,140,42,26,81,14,0,10,10,0,0,0,0,0,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/2IQSHup1LRuu,Craig Daniels,Second,Simon Daniels,3,53,WON,34,24,9,69,34,30,28,20,4,23,10,9,54,71,33,0,33,16,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/2IQSHup1LRuu,Simon Daniels,Second,Craig Daniels,4,27,WON,5,45,121,30,80,85,43,41,51,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/2IQSHup1LRuu,Craig Daniels,First,Simon Daniels,4,27,LOST,105,25,2,44,23,24,25,80,25,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/2IQSHup1LRuu,Simon Daniels,First,Craig Daniels,5,24,WON,41,81,85,73,28,41,100,52,,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/2IQSHup1LRuu,Craig Daniels,Second,Simon Daniels,5,21,LOST,65,37,44,21,30,77,57,,,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/2IQSHup1LRuu,Simon Daniels,Second,Craig Daniels,6,32,WON,30,26,60,26,68,45,81,45,43,37,40,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/2IQSHup1LRuu,Craig Daniels,First,Simon Daniels,6,33,LOST,50,11,21,56,41,77,76,23,56,57,13,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/2IQSHup1LRuu,Simon Daniels,First,Craig Daniels,7,44,WON,26,16,33,60,7,24,36,41,41,22,60,88,23,0,24,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/2IQSHup1LRuu,Craig Daniels,Second,Simon Daniels,7,42,LOST,85,27,76,41,38,76,76,27,20,3,8,0,12,6,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/2IQSHup1LRuu,Simon Daniels,Second,Craig Daniels,8,36,LOST,50,73,45,30,3,66,20,60,45,41,27,17,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/2IQSHup1LRuu,Craig Daniels,First,Simon Daniels,8,39,WON,20,80,58,18,43,30,32,11,57,41,53,38,20,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/2IQSHup1LRuu,Simon Daniels,First,Craig Daniels,9,32,WON,26,98,60,100,22,13,9,65,31,31,46,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/2IQSHup1LRuu,Craig Daniels,Second,Simon Daniels,9,30,LOST,25,21,23,47,41,25,20,39,24,40,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/2IQSHup1LRuu,Simon Daniels,Second,Craig Daniels,10,34,WON,30,6,22,30,60,94,41,73,30,25,54,36,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/2IQSHup1LRuu,Craig Daniels,First,Simon Daniels,10,36,LOST,75,42,11,22,85,40,17,45,64,8,40,24,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/duPO2SB5a3IG,Ian Gower,First,Philip Mackenzie,1,25,WON,58,51,95,55,79,70,51,24,18,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/duPO2SB5a3IG,Philip Mackenzie,Second,Ian Gower,1,24,LOST,30,28,85,41,80,26,11,123,,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/duPO2SB5a3IG,Ian Gower,Second,Philip Mackenzie,2,33,WON,31,65,79,15,26,52,93,38,70,16,16,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/duPO2SB5a3IG,Philip Mackenzie,First,Ian Gower,2,33,LOST,66,66,24,60,60,73,64,56,0,20,0,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/duPO2SB5a3IG,Ian Gower,First,Philip Mackenzie,3,36,LOST,26,17,45,55,93,64,47,82,32,0,30,6,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/duPO2SB5a3IG,Philip Mackenzie,Second,Ian Gower,3,34,WON,85,85,60,45,35,24,55,38,32,30,6,6,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/duPO2SB5a3IG,Ian Gower,Second,Philip Mackenzie,4,39,LOST,28,66,42,60,45,64,39,39,41,51,0,0,0,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/duPO2SB5a3IG,Philip Mackenzie,First,Ian Gower,4,40,WON,28,60,21,55,42,60,43,60,33,88,0,7,0,4,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/duPO2SB5a3IG,Ian Gower,First,Philip Mackenzie,5,40,WON,24,28,125,45,7,45,57,22,26,54,22,10,0,36,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/duPO2SB5a3IG,Philip Mackenzie,Second,Ian Gower,5,39,LOST,41,95,62,30,85,66,21,41,40,16,2,0,0,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/duPO2SB5a3IG,Ian Gower,Second,Philip Mackenzie,6,50,WON,60,7,60,60,28,43,60,53,7,63,40,15,0,0,0,3,2,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/duPO2SB5a3IG,Philip Mackenzie,First,Ian Gower,6,51,LOST,41,21,60,7,50,58,76,41,43,21,34,17,27,0,0,0,0,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/duPO2SB5a3IG,Ian Gower,First,Philip Mackenzie,7,30,LOST,81,30,26,31,41,43,22,26,41,78,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/duPO2SB5a3IG,Philip Mackenzie,Second,Ian Gower,7,29,WON,26,41,26,45,65,26,62,45,110,55,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/duPO2SB5a3IG,Ian Gower,Second,Philip Mackenzie,8,36,LOST,24,41,33,17,81,24,26,55,26,134,0,0,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/duPO2SB5a3IG,Philip Mackenzie,First,Ian Gower,8,37,WON,41,36,26,22,41,41,81,26,26,43,58,20,40,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/duPO2SB5a3IG,Ian Gower,First,Philip Mackenzie,9,36,LOST,60,7,100,70,36,44,41,59,44,0,20,15,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/duPO2SB5a3IG,Philip Mackenzie,Second,Ian Gower,9,34,WON,45,43,60,45,11,11,26,16,76,81,57,30,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/duPO2SB5a3IG,Ian Gower,Second,Philip Mackenzie,10,30,LOST,135,100,90,45,57,42,16,8,6,0,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/duPO2SB5a3IG,Philip Mackenzie,First,Ian Gower,10,31,WON,22,120,41,25,43,80,38,91,23,0,18,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/duPO2SB5a3IG,Ian Gower,First,Philip Mackenzie,11,29,WON,41,59,121,11,45,22,60,44,58,40,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/duPO2SB5a3IG,Philip Mackenzie,Second,Ian Gower,11,27,LOST,58,41,11,28,116,3,125,13,41,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/duPO2SB5a3IG,Ian Gower,Second,Philip Mackenzie,12,21,LOST,95,60,60,60,44,100,42,,,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/duPO2SB5a3IG,Philip Mackenzie,First,Ian Gower,12,24,WON,26,52,100,140,41,41,41,60,,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/duPO2SB5a3IG,Ian Gower,First,Philip Mackenzie,13,21,WON,45,45,100,121,32,80,78,,,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/duPO2SB5a3IG,Philip Mackenzie,Second,Ian Gower,13,18,LOST,45,22,100,26,98,85,,,,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/duPO2SB5a3IG,Ian Gower,Second,Philip Mackenzie,14,35,WON,45,85,33,41,7,60,138,22,50,0,16,4,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/duPO2SB5a3IG,Philip Mackenzie,First,Ian Gower,14,36,LOST,45,41,23,22,38,22,25,45,58,26,30,41,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/Dg2dFmP493Iu,Jamie Loader,First,Christine Jamieson,1,33,LOST,24,78,81,28,41,19,44,36,32,30,14,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/Dg2dFmP493Iu,Christine Jamieson,Second,Jamie Loader,1,31,WON,57,57,59,23,17,29,28,83,39,77,32,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/Dg2dFmP493Iu,Jamie Loader,Second,Christine Jamieson,2,26,WON,26,48,45,41,47,98,24,78,94,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/Dg2dFmP493Iu,Christine Jamieson,First,Jamie Loader,2,27,LOST,45,25,33,47,39,48,27,20,67,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/Dg2dFmP493Iu,Jamie Loader,First,Christine Jamieson,3,24,WON,82,45,48,123,43,30,40,90,,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/Dg2dFmP493Iu,Christine Jamieson,Second,Jamie Loader,3,21,LOST,42,26,45,88,34,67,62,,,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/Dg2dFmP493Iu,Jamie Loader,Second,Christine Jamieson,4,26,WON,57,95,30,44,85,42,98,0,50,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/Dg2dFmP493Iu,Christine Jamieson,First,Jamie Loader,4,27,LOST,33,64,45,41,42,85,28,0,83,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/Dg2dFmP493Iu,Jamie Loader,First,Christine Jamieson,5,45,WON,51,40,44,7,49,42,15,7,13,42,24,57,86,10,14,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/Dg2dFmP493Iu,Christine Jamieson,Second,Jamie Loader,5,42,LOST,40,17,44,45,21,26,30,25,53,44,28,43,37,16,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/Dg2dFmP493Iu,Jamie Loader,Second,Christine Jamieson,6,27,WON,95,26,80,31,44,55,42,44,84,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/Dg2dFmP493Iu,Christine Jamieson,First,Jamie Loader,6,27,LOST,16,45,103,26,17,34,49,22,66,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/Dg2dFmP493Iu,Jamie Loader,First,Christine Jamieson,7,34,WON,81,30,80,81,28,99,34,48,10,0,8,2,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/Dg2dFmP493Iu,Christine Jamieson,Second,Jamie Loader,7,33,LOST,31,33,35,80,36,57,45,48,39,35,30,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/Dg2dFmP493Iu,Jamie Loader,Second,Christine Jamieson,8,36,WON,59,44,43,40,55,40,84,46,40,18,0,32,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/Dg2dFmP493Iu,Christine Jamieson,First,Jamie Loader,8,36,LOST,33,23,38,42,39,67,80,41,24,54,20,30,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/Dg2dFmP493Iu,Jamie Loader,First,Christine Jamieson,9,30,WON,9,81,80,46,59,5,85,17,99,20,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/Dg2dFmP493Iu,Christine Jamieson,Second,Jamie Loader,9,27,LOST,27,30,41,78,13,79,29,42,21,,,,,,,,,,,,,,,
