Venue,Division,Season,Date,Round,URL,Player,First Thrower,Opponent,Leg,Total Darts,Result,Throw_1,Throw_2,Throw_3,Throw_4,Throw_5,Throw_6,Throw_7,Throw_8,Throw_9,Throw_10,Throw_11,Throw_12,Throw_13,Throw_14,Throw_15,Throw_16,Throw_17,Throw_18,Throw_19,Throw_20,Throw_21,Throw_22,Throw_23,Throw_24
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/ZAkiZqoiRVXZ,Kelly Gower,First,Simon Daniels,1,27,WON,47,57,67,57,43,45,43,78,64,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/ZAkiZqoiRVXZ,Simon Daniels,Second,Kelly Gower,1,24,LOST,60,55,40,60,28,20,83,36,,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/ZAkiZqoiRVXZ,Kelly Gower,Second,Simon Daniels,2,36,LOST,26,41,60,25,95,69,31,25,29,52,24,0,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/ZAkiZqoiRVXZ,Simon Daniels,First,Kelly Gower,2,38,WON,21,45,55,47,40,41,45,66,34,21,70,0,16,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/ZAkiZqoiRVXZ,Kelly Gower,First,Simon Daniels,3,42,LOST,35,45,41,29,38,29,43,13,35,47,38,56,36,0,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/ZAkiZqoiRVXZ,Simon Daniels,Second,Kelly Gower,3,40,WON,40,45,95,45,41,60,79,20,58,0,0,0,0,18,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/ZAkiZqoiRVXZ,Kelly Gower,Second,Simon Daniels,4,33,LOST,45,45,97,38,45,6,59,41,33,15,49,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/ZAkiZqoiRVXZ,Simon Daniels,First,Kelly Gower,4,36,WON,55,26,40,60,65,24,35,74,44,38,0,40,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/ZAkiZqoiRVXZ,Kelly Gower,First,Simon Daniels,5,30,WON,45,61,29,38,95,45,88,43,25,32,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/ZAkiZqoiRVXZ,Simon Daniels,Second,Kelly Gower,5,27,LOST,6,57,37,80,57,36,70,28,74,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/ZAkiZqoiRVXZ,Kelly Gower,Second,Simon Daniels,6,38,WON,33,45,43,31,71,67,45,41,29,48,25,0,23,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/ZAkiZqoiRVXZ,Simon Daniels,First,Kelly Gower,6,39,LOST,45,83,41,57,40,45,55,63,32,24,0,0,8,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/ZAkiZqoiRVXZ,Kelly Gower,First,Simon Daniels,7,29,WON,56,57,31,45,43,25,57,43,114,30,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/ZAkiZqoiRVXZ,Simon Daniels,Second,Kelly Gower,7,27,LOST,60,55,41,82,42,57,81,43,0,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/ZAkiZqoiRVXZ,Kelly Gower,Second,Simon Daniels,8,27,WON,64,21,47,60,79,57,41,84,48,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/ZAkiZqoiRVXZ,Simon Daniels,First,Kelly Gower,8,27,LOST,50,100,63,27,29,41,57,54,40,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/ZAkiZqoiRVXZ,Kelly Gower,First,Simon Daniels,9,51,WON,26,133,117,41,25,57,75,0,11,0,0,0,8,0,0,0,8,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/ZAkiZqoiRVXZ,Simon Daniels,Second,Kelly Gower,9,48,LOST,59,93,57,29,85,38,23,31,24,24,22,8,0,4,2,0,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/ZAkiZqoiRVXZ,Kelly Gower,Second,Simon Daniels,10,24,LOST,14,50,41,57,79,57,38,31,,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/ZAkiZqoiRVXZ,Simon Daniels,First,Kelly Gower,10,26,WON,35,55,83,57,67,60,26,79,39,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/ZAkiZqoiRVXZ,Kelly Gower,First,Simon Daniels,11,36,LOST,43,35,6,31,25,57,45,25,57,82,11,25,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/ZAkiZqoiRVXZ,Simon Daniels,Second,Kelly Gower,11,34,WON,25,76,79,76,43,57,65,38,10,0,26,6,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/ZAkiZqoiRVXZ,Kelly Gower,Second,Simon Daniels,12,39,LOST,48,79,43,57,29,25,57,41,36,34,36,0,0,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/ZAkiZqoiRVXZ,Simon Daniels,First,Kelly Gower,12,40,WON,22,79,38,43,43,38,79,41,32,50,0,30,0,6,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/ZAkiZqoiRVXZ,Kelly Gower,First,Simon Daniels,13,63,LOST,30,41,41,10,29,29,45,55,29,79,45,31,29,0,4,0,0,0,2,0,0,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/ZAkiZqoiRVXZ,Simon Daniels,Second,Kelly Gower,13,62,WON,29,54,59,45,45,57,41,59,30,62,6,0,0,0,0,0,0,2,8,0,4,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/ZAkiZqoiRVXZ,Kelly Gower,Second,Simon Daniels,14,35,WON,47,133,45,45,57,29,29,24,36,24,16,16,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/ZAkiZqoiRVXZ,Simon Daniels,First,Kelly Gower,14,36,LOST,37,45,84,38,75,45,25,45,24,33,25,0,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/qcSulYZrtDoj,Keiron Daniels,Second,Christine Jamieson,1,27,LOST,80,30,41,100,80,41,80,14,0,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/qcSulYZrtDoj,Christine Jamieson,First,Keiron Daniels,1,28,WON,13,26,85,33,56,45,39,92,72,40,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/qcSulYZrtDoj,Keiron Daniels,First,Christine Jamieson,2,42,LOST,25,80,43,73,45,47,60,45,31,28,0,0,12,10,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/qcSulYZrtDoj,Christine Jamieson,Second,Keiron Daniels,2,42,WON,76,29,42,41,47,21,26,38,17,71,20,18,39,16,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/qcSulYZrtDoj,Keiron Daniels,Second,Christine Jamieson,3,29,WON,120,65,65,100,60,45,28,16,0,2,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/qcSulYZrtDoj,Christine Jamieson,First,Keiron Daniels,3,30,LOST,38,29,10,72,35,39,26,64,22,35,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/qcSulYZrtDoj,Keiron Daniels,First,Christine Jamieson,4,36,LOST,55,45,80,28,18,45,45,65,44,42,18,0,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/qcSulYZrtDoj,Christine Jamieson,Second,Keiron Daniels,4,36,WON,26,79,57,83,39,29,56,42,10,20,45,15,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/qcSulYZrtDoj,Keiron Daniels,Second,Christine Jamieson,5,27,LOST,100,80,74,112,92,0,19,12,0,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/qcSulYZrtDoj,Christine Jamieson,First,Keiron Daniels,5,30,WON,64,64,46,57,41,71,39,55,24,40,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/qcSulYZrtDoj,Keiron Daniels,First,Christine Jamieson,6,32,WON,45,136,40,18,72,100,64,20,0,4,2,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/qcSulYZrtDoj,Christine Jamieson,Second,Keiron Daniels,6,30,LOST,25,57,26,45,59,36,30,57,45,29,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/qcSulYZrtDoj,Keiron Daniels,Second,Christine Jamieson,7,24,LOST,80,45,60,41,92,46,45,2,,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/qcSulYZrtDoj,Christine Jamieson,First,Keiron Daniels,7,26,WON,57,45,33,85,76,54,57,70,24,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/qcSulYZrtDoj,Keiron Daniels,First,Christine Jamieson,8,35,WON,56,41,45,39,11,37,61,80,40,29,32,30,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/qcSulYZrtDoj,Christine Jamieson,Second,Keiron Daniels,8,33,LOST,60,95,21,41,54,57,41,59,33,10,15,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/qcSulYZrtDoj,Keiron Daniels,Second,Christine Jamieson,9,33,WON,46,61,75,94,135,20,46,12,0,10,2,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/qcSulYZrtDoj,Christine Jamieson,First,Keiron Daniels,9,33,LOST,57,85,95,83,25,42,27,32,35,10,0,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/qcSulYZrtDoj,Keiron Daniels,First,Christine Jamieson,10,42,LOST,41,100,44,15,65,30,26,43,25,63,19,0,10,0,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/qcSulYZrtDoj,Christine Jamieson,Second,Keiron Daniels,10,41,WON,9,47,78,75,32,33,31,45,21,92,20,14,2,2,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/qcSulYZrtDoj,Keiron Daniels,Second,Christine Jamieson,11,25,WON,81,75,65,40,41,76,52,41,30,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/qcSulYZrtDoj,Christine Jamieson,First,Keiron Daniels,11,27,LOST,41,42,45,38,95,73,45,31,35,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/qcSulYZrtDoj,Keiron Daniels,First,Christine Jamieson,12,27,LOST,63,85,25,50,40,25,60,82,35,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/qcSulYZrtDoj,Christine Jamieson,Second,Keiron Daniels,12,25,WON,45,37,95,45,33,78,45,119,4,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/qcSulYZrtDoj,Keiron Daniels,Second,Christine Jamieson,13,32,WON,50,85,25,45,45,41,83,26,17,24,60,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/qcSulYZrtDoj,Christine Jamieson,First,Keiron Daniels,13,33,LOST,21,29,27,26,31,45,45,45,46,41,67,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/qcSulYZrtDoj,Keiron Daniels,First,Christine Jamieson,14,42,LOST,25,26,35,45,22,19,80,85,80,40,8,4,0,16,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/qcSulYZrtDoj,Christine Jamieson,Second,Keiron Daniels,14,42,WON,33,37,79,76,45,17,45,24,57,45,0,23,14,6,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/KESZrQoPwdgH,Jamie Loader,Second,Nick East,1,43,WON,41,80,24,26,26,28,65,41,33,33,37,27,22,12,6,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/KESZrQoPwdgH,Nick East,First,Jamie Loader,1,45,LOST,22,42,45,25,30,18,22,21,22,81,37,22,43,66,0,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/KESZrQoPwdgH,Jamie Loader,First,Nick East,2,36,WON,81,15,96,15,22,24,28,23,43,96,0,58,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/KESZrQoPwdgH,Nick East,Second,Jamie Loader,2,33,LOST,45,26,41,84,11,21,26,30,60,45,38,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/KESZrQoPwdgH,Jamie Loader,Second,Nick East,3,27,LOST,52,82,28,30,78,21,40,45,30,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/KESZrQoPwdgH,Nick East,First,Jamie Loader,3,28,WON,40,100,66,70,26,60,83,17,35,4,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/KESZrQoPwdgH,Jamie Loader,First,Nick East,4,25,WON,46,84,32,82,97,75,23,36,26,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/KESZrQoPwdgH,Nick East,Second,Jamie Loader,4,24,LOST,30,43,30,28,22,26,81,45,,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/KESZrQoPwdgH,Jamie Loader,Second,Nick East,5,27,LOST,48,41,20,66,84,52,81,23,36,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/KESZrQoPwdgH,Nick East,First,Jamie Loader,5,29,WON,60,34,45,45,42,26,30,43,100,76,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/KESZrQoPwdgH,Jamie Loader,First,Nick East,6,25,WON,27,29,58,92,77,98,80,0,40,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/KESZrQoPwdgH,Nick East,Second,Jamie Loader,6,24,LOST,26,26,45,100,45,137,52,23,,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/KESZrQoPwdgH,Jamie Loader,Second,Nick East,7,21,LOST,13,43,30,80,24,64,125,,,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/KESZrQoPwdgH,Nick East,First,Jamie Loader,7,24,WON,28,45,30,48,140,84,56,70,,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/KESZrQoPwdgH,Jamie Loader,First,Nick East,8,28,WON,46,28,77,64,77,59,62,48,8,32,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/KESZrQoPwdgH,Nick East,Second,Jamie Loader,8,27,LOST,27,45,32,30,45,41,45,140,24,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/KESZrQoPwdgH,Jamie Loader,Second,Nick East,9,33,LOST,100,140,64,40,9,56,68,18,0,0,0,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/KESZrQoPwdgH,Nick East,First,Jamie Loader,9,34,WON,41,28,44,45,41,60,45,46,45,56,10,40,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/KESZrQoPwdgH,Jamie Loader,First,Nick East,10,29,WON,58,35,80,41,59,85,95,16,16,16,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/KESZrQoPwdgH,Nick East,Second,Jamie Loader,10,27,LOST,26,44,100,28,45,41,30,58,41,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/KESZrQoPwdgH,Jamie Loader,Second,Nick East,11,27,WON,25,49,34,81,60,32,41,137,42,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/KESZrQoPwdgH,Nick East,First,Jamie Loader,11,27,LOST,81,36,41,47,26,35,41,55,20,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/KESZrQoPwdgH,Jamie Loader,First,Nick East,12,24,LOST,41,24,92,40,10,44,40,40,,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/KESZrQoPwdgH,Nick East,Second,Jamie Loader,12,23,WON,30,45,40,26,121,59,120,60,,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/KESZrQoPwdgH,Jamie Loader,Second,Nick East,13,23,WON,134,81,47,77,130,0,16,16,,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/KESZrQoPwdgH,Nick East,First,Jamie Loader,13,24,LOST,50,59,45,30,85,90,61,60,,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/PC6bQcO73BZQ,Ian Gower,First,Craig Daniels,1,37,WON,81,81,82,49,41,41,24,62,0,24,8,4,4,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/PC6bQcO73BZQ,Craig Daniels,Second,Ian Gower,1,36,LOST,61,60,45,38,36,34,33,27,64,23,23,31,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/PC6bQcO73BZQ,Ian Gower,Second,Craig Daniels,2,30,LOST,32,32,63,43,66,55,39,45,5,45,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/PC6bQcO73BZQ,Craig Daniels,First,Ian Gower,2,33,WON,50,55,45,26,53,28,57,133,0,38,16,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/PC6bQcO73BZQ,Ian Gower,First,Craig Daniels,3,36,LOST,68,15,55,82,60,54,28,123,0,0,0,12,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/PC6bQcO73BZQ,Craig Daniels,Second,Ian Gower,3,36,WON,42,34,100,41,106,52,16,55,21,14,16,4,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/PC6bQcO73BZQ,Ian Gower,Second,Craig Daniels,4,45,LOST,22,15,43,100,98,40,26,67,30,40,15,0,0,0,0,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/PC6bQcO73BZQ,Craig Daniels,First,Ian Gower,4,47,WON,119,78,28,72,24,40,25,25,32,54,0,0,0,0,0,4,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/PC6bQcO73BZQ,Ian Gower,First,Craig Daniels,5,22,WON,41,41,81,134,140,24,20,20,,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/PC6bQcO73BZQ,Craig Daniels,Second,Ian Gower,5,21,LOST,43,48,81,31,40,44,40,,,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/PC6bQcO73BZQ,Ian Gower,Second,Craig Daniels,6,38,WON,125,41,28,39,44,43,65,67,41,0,4,0,4,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/PC6bQcO73BZQ,Craig Daniels,First,Ian Gower,6,39,LOST,47,60,41,40,15,28,100,22,48,40,42,0,11,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/PC6bQcO73BZQ,Ian Gower,First,Craig Daniels,7,37,WON,45,85,22,41,39,45,45,24,81,34,30,0,10,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/PC6bQcO73BZQ,Craig Daniels,Second,Ian Gower,7,36,LOST,52,38,70,41,23,38,100,47,38,4,28,14,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/PC6bQcO73BZQ,Ian Gower,Second,Craig Daniels,8,31,WON,22,40,80,75,24,41,85,49,65,0,20,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/PC6bQcO73BZQ,Craig Daniels,First,Ian Gower,8,33,LOST,28,23,45,28,81,15,32,13,79,15,20,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/PC6bQcO73BZQ,Ian Gower,First,Craig Daniels,9,33,WON,36,26,81,100,85,41,26,50,17,0,39,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/PC6bQcO73BZQ,Craig Daniels,Second,Ian Gower,9,30,LOST,5,45,33,24,24,31,26,41,82,12,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/PC6bQcO73BZQ,Ian Gower,Second,Craig Daniels,10,59,WON,30,41,60,28,60,100,26,22,48,52,0,20,0,10,0,0,0,0,0,4,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/PC6bQcO73BZQ,Craig Daniels,First,Ian Gower,10,60,LOST,26,41,81,15,55,44,38,65,47,35,23,11,0,0,0,0,10,0,0,0,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/PC6bQcO73BZQ,Ian Gower,First,Craig Daniels,11,30,WON,45,30,60,11,28,62,28,85,94,58,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/PC6bQcO73BZQ,Craig Daniels,Second,Ian Gower,11,27,LOST,28,27,75,11,44,89,33,41,50,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/Hvq8ikr2vVei,Ian Gower,Second,Kelly Gower,1,21,LOST,26,34,43,36,57,26,80,,,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/Hvq8ikr2vVei,Kelly Gower,First,Ian Gower,1,24,WON,79,39,67,95,57,41,95,28,,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/Hvq8ikr2vVei,Ian Gower,First,Kelly Gower,2,30,WON,41,26,125,81,40,45,26,26,25,66,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/Hvq8ikr2vVei,Kelly Gower,Second,Ian Gower,2,27,LOST,8,21,41,61,25,31,23,41,13,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/Hvq8ikr2vVei,Ian Gower,Second,Kelly Gower,3,27,LOST,26,61,43,100,26,47,41,28,75,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/Hvq8ikr2vVei,Kelly Gower,First,Ian Gower,3,30,WON,36,48,9,17,73,76,45,45,87,65,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/Hvq8ikr2vVei,Ian Gower,First,Kelly Gower,4,34,WON,75,55,45,65,45,44,60,64,16,16,0,16,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/Hvq8ikr2vVei,Kelly Gower,Second,Ian Gower,4,33,LOST,13,61,117,19,43,23,19,35,25,63,57,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/Hvq8ikr2vVei,Ian Gower,Second,Kelly Gower,5,42,LOST,36,140,13,117,26,43,33,23,0,25,33,0,6,0,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/Hvq8ikr2vVei,Kelly Gower,First,Ian Gower,5,44,WON,41,17,41,42,33,29,29,29,29,69,38,54,26,12,12,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/Hvq8ikr2vVei,Ian Gower,First,Kelly Gower,6,21,WON,81,80,72,59,60,59,90,,,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/Hvq8ikr2vVei,Kelly Gower,Second,Ian Gower,6,18,LOST,79,90,42,41,13,25,,,,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/Hvq8ikr2vVei,Ian Gower,Second,Kelly Gower,7,27,WON,125,26,60,60,45,41,43,65,36,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/Hvq8ikr2vVei,Kelly Gower,First,Ian Gower,7,27,LOST,44,107,95,59,40,92,33,19,0,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/Hvq8ikr2vVei,Ian Gower,First,Kelly Gower,8,35,WON,24,41,32,26,45,45,22,68,58,60,48,32,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/Hvq8ikr2vVei,Kelly Gower,Second,Ian Gower,8,33,LOST,47,26,45,26,35,45,43,45,63,63,39,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/Hvq8ikr2vVei,Ian Gower,Second,Kelly Gower,9,26,WON,41,45,81,100,45,95,46,0,48,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/Hvq8ikr2vVei,Kelly Gower,First,Ian Gower,9,27,LOST,85,41,19,23,29,45,30,39,77,,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/Hvq8ikr2vVei,Ian Gower,First,Kelly Gower,10,43,WON,41,9,38,7,60,66,60,67,25,28,28,19,13,0,40,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/Hvq8ikr2vVei,Kelly Gower,Second,Ian Gower,10,42,LOST,27,29,95,43,31,57,33,35,13,25,29,74,0,0,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/Hvq8ikr2vVei,Ian Gower,Second,Kelly Gower,11,36,LOST,15,17,41,95,85,8,31,39,35,34,43,18,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/Hvq8ikr2vVei,Kelly Gower,First,Ian Gower,11,37,WON,41,19,29,33,45,38,41,25,56,38,63,43,30,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/Hvq8ikr2vVei,Ian Gower,First,Kelly Gower,12,35,WON,30,116,26,24,60,61,25,22,11,37,54,35,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/Hvq8ikr2vVei,Kelly Gower,Second,Ian Gower,12,33,LOST,45,85,45,25,22,45,69,63,28,44,20,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/EppVx0W1hWWi,Keiron Daniels,First,Philip Mackenzie,1,43,WON,60,125,26,19,60,20,65,57,19,46,0,2,0,0,2,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/EppVx0W1hWWi,Philip Mackenzie,Second,Keiron Daniels,1,42,LOST,22,33,45,40,20,43,36,26,45,85,23,18,30,0,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/EppVx0W1hWWi,Keiron Daniels,Second,Philip Mackenzie,2,36,LOST,5,45,22,40,15,39,22,19,25,41,43,66,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/EppVx0W1hWWi,Philip Mackenzie,First,Keiron Daniels,2,38,WON,21,26,41,85,43,83,22,41,59,37,17,6,20,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/EppVx0W1hWWi,Keiron Daniels,First,Philip Mackenzie,3,28,WON,80,28,85,58,32,41,85,18,54,20,,,,,,,,,,,,,,
Morden,Division Two,40,,,https://www.dartsatlas.com/matches/EppVx0W1hWWi,Philip Mackenzie,Second,Keiron Daniels,3,27,LOST,11,58,81,9,33,46,16,17,36,,,,,,,,,,,,,,,
